x,y,rho,u,v,w,p,Bx,By,Bz,psi,divB
8.20312500e-02,9.41406250e-01,2.04634292e-01,7.70026642e-01,4.00604126e-01,0.00000000e+00,1.45359601e-01,1.83700668e-01,2.63694473e-01,0.00000000e+00,0.00000000e+00,5.36520648e-01
8.20312500e-02,9.49218750e-01,2.17474967e-01,7.24171063e-01,3.55908171e-01,0.00000000e+00,1.60187681e-01,1.78099548e-01,2.54671971e-01,0.00000000e+00,0.00000000e+00,5.89288306e-01
8.20312500e-02,9.57031250e-01,2.37331152e-01,6.16693466e-01,3.05151178e-01,0.00000000e+00,1.85522297e-01,1.55528763e-01,2.52207434e-01,0.00000000e+00,0.00000000e+00,-7.75215984e-03
8.20312500e-02,9.64843750e-01,2.56390419e-01,4.75718762e-01,2.77284739e-01,0.00000000e+00,2.11482257e-01,1.14854217e-01,2.58474388e-01,0.00000000e+00,0.00000000e+00,-4.08771013e-01
8.20312500e-02,9.72656250e-01,2.66285078e-01,3.49385587e-01,2.87205398e-01,0.00000000e+00,2.25257725e-01,6.89805663e-02,2.70572114e-01,0.00000000e+00,0.00000000e+00,-2.89012710e-01
8.20312500e-02,9.80468750e-01,2.67384958e-01,2.44613727e-01,3.24551841e-01,0.00000000e+00,2.26471299e-01,2.45771054e-02,2.85406646e-01,0.00000000e+00,0.00000000e+00,9.40810801e-02
8.20312500e-02,9.88281250e-01,2.63415636e-01,1.50188629e-01,3.73144371e-01,0.00000000e+00,2.19981927e-01,-1.88432797e-02,3.02238818e-01,0.00000000e+00,0.00000000e+00,6.47111225e-01
8.20312500e-02,9.96093750e-01,2.57149535e-01,6.40098790e-02,4.18994048e-01,0.00000000e+00,2.09720738e-01,-5.98680058e-02,3.20031917e-01,0.00000000e+00,0.00000000e+00,9.54077933e-01
8.98437500e-02,3.90625000e-03,2.48012008e-01,4.15582767e-03,4.79753398e-01,0.00000000e+00,1.96537930e-01,-9.22172220e-02,3.61749147e-01,0.00000000e+00,0.00000000e+00,2.90449136e-01
8.98437500e-02,1.17187500e-02,2.41736256e-01,-3.13584783e-02,5.01378887e-01,0.00000000e+00,1.87922816e-01,-1.11872566e-01,3.59902570e-01,0.00000000e+00,0.00000000e+00,-3.71326367e-02
8.98437500e-02,1.95312500e-02,2.35640518e-01,-5.87595893e-02,5.20131432e-01,0.00000000e+00,1.80015653e-01,-1.27994155e-01,3.56037121e-01,0.00000000e+00,0.00000000e+00,-1.10376738e-01
8.98437500e-02,2.73437500e-02,2.29763626e-01,-8.11324407e-02,5.36780987e-01,0.00000000e+00,1.72803935e-01,-1.41599996e-01,3.51923009e-01,0.00000000e+00,0.00000000e+00,-1.58956542e-01
8.98437500e-02,3.51562500e-02,2.24308986e-01,-1.00085107e-01,5.52156768e-01,0.00000000e+00,1.66538944e-01,-1.52823002e-01,3.46392220e-01,0.00000000e+00,0.00000000e+00,-2.09804459e-01
8.98437500e-02,4.29687500e-02,2.19336150e-01,-1.20418588e-01,5.69261781e-01,0.00000000e+00,1.60966079e-01,-1.62786565e-01,3.41557896e-01,0.00000000e+00,0.00000000e+00,-1.22885720e-01
8.98437500e-02,5.07812500e-02,2.15093354e-01,-1.41783005e-01,5.88896270e-01,0.00000000e+00,1.56244689e-01,-1.70510485e-01,3.38321659e-01,0.00000000e+00,0.00000000e+00,-2.08298420e-02
8.98437500e-02,5.85937500e-02,2.11988618e-01,-1.62151469e-01,6.10223995e-01,0.00000000e+00,1.52878755e-01,-1.74551079e-01,3.35594060e-01,0.00000000e+00,0.00000000e+00,1.31661248e-02
8.98437500e-02,6.64062500e-02,2.10220526e-01,-1.82250046e-01,6.32945080e-01,0.00000000e+00,1.51074426e-01,-1.74896481e-01,3.32735799e-01,0.00000000e+00,0.00000000e+00,1.24650149e-02
8.98437500e-02,7.42187500e-02,2.09778967e-01,-2.03076298e-01,6.57241460e-01,0.00000000e+00,1.50768982e-01,-1.71953898e-01,3.29580627e-01,0.00000000e+00,0.00000000e+00,4.88107874e-03
8.98437500e-02,8.20312500e-02,2.10592194e-01,-2.24775015e-01,6.82772934e-01,0.00000000e+00,1.51862319e-01,-1.66114874e-01,3.26009851e-01,0.00000000e+00,0.00000000e+00,-8.96513101e-03
8.98437500e-02,8.98437500e-02,2.12516914e-01,-2.46673334e-01,7.08789338e-01,0.00000000e+00,1.54200449e-01,-1.57707235e-01,3.21935072e-01,0.00000000e+00,0.00000000e+00,-2.62782804e-02
8.98437500e-02,9.76562500e-02,2.15362905e-01,-2.67813736e-01,7.34215870e-01,0.00000000e+00,1.57590945e-01,-1.47164408e-01,3.17280165e-01,0.00000000e+00,0.00000000e+00,-5.94502765e-02
8.98437500e-02,1.05468750e-01,2.18879598e-01,-2.87779928e-01,7.58015491e-01,0.00000000e+00,1.61737625e-01,-1.35237147e-01,3.12016868e-01,0.00000000e+00,0.00000000e+00,-9.23232614e-02
8.98437500e-02,1.13281250e-01,2.22835511e-01,-3.05881317e-01,7.78971758e-01,0.00000000e+00,1.66374331e-01,-1.22469051e-01,3.06229855e-01,0.00000000e+00,0.00000000e+00,-1.13787795e-01
8.98437500e-02,1.21093750e-01,2.27018926e-01,-3.21636496e-01,7.95930678e-01,0.00000000e+00,1.71274104e-01,-1.09330128e-01,2.99946541e-01,0.00000000e+00,0.00000000e+00,-1.23485791e-01
8.98437500e-02,1.28906250e-01,2.31187696e-01,-3.34758316e-01,8.08087414e-01,0.00000000e+00,1.76169984e-01,-9.62014775e-02,2.93178470e-01,0.00000000e+00,0.00000000e+00,-1.19340984e-01
8.98437500e-02,1.36718750e-01,2.35040651e-01,-3.44695123e-01,8.15152856e-01,0.00000000e+00,1.80730139e-01,-8.32082951e-02,2.85789600e-01,0.00000000e+00,0.00000000e+00,-1.09734029e-01
8.98437500e-02,1.44531250e-01,2.38175200e-01,-3.50732310e-01,8.17710130e-01,0.00000000e+00,1.84489710e-01,-7.03368239e-02,2.77470429e-01,0.00000000e+00,0.00000000e+00,-9.93628507e-02
8.98437500e-02,1.52343750e-01,2.40191083e-01,-3.52361543e-01,8.16936111e-01,0.00000000e+00,1.86960057e-01,-5.76821818e-02,2.67988085e-01,0.00000000e+00,0.00000000e+00,-7.83717497e-02
8.98437500e-02,1.60156250e-01,2.40925041e-01,-3.49424194e-01,8.13514431e-01,0.00000000e+00,1.87950827e-01,-4.54873418e-02,2.57318668e-01,0.00000000e+00,0.00000000e+00,-4.28170256e-02
8.98437500e-02,1.67968750e-01,2.40642633e-01,-3.42051497e-01,8.06691959e-01,0.00000000e+00,1.87851024e-01,-3.39877109e-02,2.45412497e-01,0.00000000e+00,0.00000000e+00,-1.10801144e-02
8.98437500e-02,1.75781250e-01,2.40090591e-01,-3.30978515e-01,7.94042008e-01,0.00000000e+00,1.87676437e-01,-2.34577324e-02,2.32146591e-01,0.00000000e+00,0.00000000e+00,3.05473022e-03
8.98437500e-02,1.83593750e-01,2.40501691e-01,-3.17533502e-01,7.71093434e-01,0.00000000e+00,1.89089447e-01,-1.41396625e-02,2.17556965e-01,0.00000000e+00,0.00000000e+00,-2.22808332e-02
8.98437500e-02,1.91406250e-01,2.43306496e-01,-3.03273329e-01,7.32465850e-01,0.00000000e+00,1.94080228e-01,-6.15613816e-03,2.01395463e-01,0.00000000e+00,0.00000000e+00,-1.06652609e-01
8.98437500e-02,1.99218750e-01,2.49127817e-01,-2.89698603e-01,6.77170873e-01,0.00000000e+00,2.03650636e-01,2.90220426e-04,1.83494373e-01,0.00000000e+00,0.00000000e+00,-2.26725149e-01
8.98437500e-02,2.07031250e-01,2.56734485e-01,-2.77795511e-01,6.13703367e-01,0.00000000e+00,2.16249409e-01,4.76874836e-03,1.64101009e-01,0.00000000e+00,0.00000000e+00,-3.48305301e-01
8.98437500e-02,2.14843750e-01,2.63611702e-01,-2.68083665e-01,5.55948784e-01,0.00000000e+00,2.28262563e-01,6.65626227e-03,1.43857596e-01,0.00000000e+00,0.00000000e+00,-4.38255797e-01
8.98437500e-02,2.22656250e-01,2.67817532e-01,-2.60959536e-01,5.13541559e-01,0.00000000e+00,2.36615787e-01,5.56678894e-03,1.23680261e-01,0.00000000e+00,0.00000000e+00,-4.65073550e-01
8.98437500e-02,2.30468750e-01,2.68974938e-01,-2.56858890e-01,4.87978682e-01,0.00000000e+00,2.40483694e-01,1.84778461e-03,1.04327999e-01,0.00000000e+00,0.00000000e+00,-4.23362584e-01
8.98437500e-02,2.38281250e-01,2.67838353e-01,-2.56237563e-01,4.75389157e-01,0.00000000e+00,2.40836697e-01,-3.44638593e-03,8.60920626e-02,0.00000000e+00,0.00000000e+00,-3.31358000e-01
8.98437500e-02,2.46093750e-01,2.65443826e-01,-2.59374176e-01,4.70561847e-01,0.00000000e+00,2.39171529e-01,-9.06135084e-03,6.89707645e-02,0.00000000e+00,0.00000000e+00,-2.00195707e-01
8.98437500e-02,2.53906250e-01,2.62603748e-01,-2.66059749e-01,4.69162860e-01,0.00000000e+00,2.36690047e-01,-1.41591141e-02,5.31852853e-02,0.00000000e+00,0.00000000e+00,-2.01863108e-02
8.98437500e-02,2.61718750e-01,2.59806590e-01,-2.75352740e-01,4.68149542e-01,0.00000000e+00,2.34104936e-01,-1.87704560e-02,3.96065529e-02,0.00000000e+00,0.00000000e+00,2.14705597e-01
8.98437500e-02,2.69531250e-01,2.57305915e-01,-2.85525897e-01,4.65428164e-01,0.00000000e+00,2.31761432e-01,-2.38377480e-02,2.96682616e-02,0.00000000e+00,0.00000000e+00,4.66564393e-01
8.98437500e-02,2.77343750e-01,2.55217089e-01,-2.94328157e-01,4.59539583e-01,0.00000000e+00,2.29801458e-01,-3.06594739e-02,2.46331224e-02,0.00000000e+00,0.00000000e+00,6.34963756e-01
8.98437500e-02,2.85156250e-01,2.53548061e-01,-2.99440220e-01,4.49614671e-01,0.00000000e+00,2.28245736e-01,-4.00852178e-02,2.45347819e-02,0.00000000e+00,0.00000000e+00,6.19086824e-01
8.98437500e-02,2.92968750e-01,2.52214874e-01,-2.99074569e-01,4.35476616e-01,0.00000000e+00,2.27022620e-01,-5.22524718e-02,2.82919649e-02,0.00000000e+00,0.00000000e+00,4.38635729e-01
8.98437500e-02,3.00781250e-01,2.51080481e-01,-2.92396554e-01,4.17737267e-01,0.00000000e+00,2.25989132e-01,-6.66263624e-02,3.49540391e-02,0.00000000e+00,0.00000000e+00,2.06146369e-01
8.98437500e-02,3.08593750e-01,2.50029696e-01,-2.79422798e-01,3.97707117e-01,0.00000000e+00,2.25014141e-01,-8.18687764e-02,4.35516208e-02,0.00000000e+00,0.00000000e+00,-6.54176800e-04
8.98437500e-02,3.16406250e-01,2.49031173e-01,-2.60711620e-01,3.76914261e-01,0.00000000e+00,2.24071337e-01,-9.62180935e-02,5.27909790e-02,0.00000000e+00,0.00000000e+00,-1.37971432e-01
8.98437500e-02,3.24218750e-01,2.48106393e-01,-2.37029528e-01,3.56674960e-01,0.00000000e+00,2.23214698e-01,-1.08105098e-01,6.18068821e-02,0.00000000e+00,0.00000000e+00,-1.79082105e-01
8.98437500e-02,3.32031250e-01,2.47294626e-01,-2.08982308e-01,3.37832534e-01,0.00000000e+00,2.22555988e-01,-1.16383319e-01,6.98150897e-02,0.00000000e+00,0.00000000e+00,-1.40584007e-01
8.98437500e-02,3.39843750e-01,2.46641683e-01,-1.76936512e-01,3.20568135e-01,0.00000000e+00,2.22238039e-01,-1.20514445e-01,7.61657263e-02,0.00000000e+00,0.00000000e+00,-1.01569908e-01
8.98437500e-02,3.47656250e-01,2.46148084e-01,-1.41687026e-01,3.04423957e-01,0.00000000e+00,2.22286915e-01,-1.21021402e-01,8.00861214e-02,0.00000000e+00,0.00000000e+00,-9.67111515e-02
8.98437500e-02,3.55468750e-01,2.45714043e-01,-1.04812136e-01,2.89257914e-01,0.00000000e+00,2.22501269e-01,-1.19328915e-01,8.17328353e-02,0.00000000e+00,0.00000000e+00,-1.04695578e-01
8.98437500e-02,3.63281250e-01,2.45199300e-01,-6.84888395e-02,2.75033274e-01,0.00000000e+00,2.22592469e-01,-1.17213025e-01,8.13468310e-02,0.00000000e+00,0.00000000e+00,-1.34034901e-01
8.98437500e-02,3.71093750e-01,2.44415620e-01,-3.53289936e-02,2.61717339e-01,0.00000000e+00,2.22216540e-01,-1.16575538e-01,7.90550865e-02,0.00000000e+00,0.00000000e+00,-1.90409596e-01
8.98437500e-02,3.78906250e-01,2.43129735e-01,-7.93676796e-03,2.49130012e-01,0.00000000e+00,2.21022715e-01,-1.19131815e-01,7.47770405e-02,0.00000000e+00,0.00000000e+00,-2.79037692e-01
8.98437500e-02,3.86718750e-01,2.41144769e-01,1.18018671e-02,2.36907956e-01,0.00000000e+00,2.18692148e-01,-1.25952750e-01,6.81808094e-02,0.00000000e+00,0.00000000e+00,-3.97668213e-01
8.98437500e-02,3.94531250e-01,2.38318329e-01,2.31726913e-02,2.24597273e-01,0.00000000e+00,2.14983906e-01,-1.37203216e-01,5.88356726e-02,0.00000000e+00,0.00000000e+00,-5.29754477e-01
8.98437500e-02,4.02343750e-01,2.34536069e-01,2.66124868e-02,2.11805309e-01,0.00000000e+00,2.09759988e-01,-1.52155059e-01,4.64917725e-02,0.00000000e+00,0.00000000e+00,-6.45689834e-01
8.98437500e-02,4.10156250e-01,2.29798688e-01,2.34341323e-02,1.98308727e-01,0.00000000e+00,2.03060850e-01,-1.69418384e-01,3.12341448e-02,0.00000000e+00,0.00000000e+00,-7.07024163e-01
8.98437500e-02,4.17968750e-01,2.24242303e-01,1.53302445e-02,1.84140468e-01,0.00000000e+00,1.95120889e-01,-1.87389012e-01,1.36432892e-02,0.00000000e+00,0.00000000e+00,-6.85415454e-01
8.98437500e-02,4.25781250e-01,2.18142047e-01,4.26513866e-03,1.69597161e-01,0.00000000e+00,1.86350689e-01,-2.04582780e-01,-5.41202624e-03,0.00000000e+00,0.00000000e+00,-5.86371267e-01
8.98437500e-02,4.33593750e-01,2.11855133e-01,-7.74158279e-03,1.55229381e-01,0.00000000e+00,1.77231729e-01,-2.19917070e-01,-2.50302306e-02,0.00000000e+00,0.00000000e+00,-4.35468926e-01
8.98437500e-02,4.41406250e-01,2.05779464e-01,-1.87355641e-02,1.41768931e-01,0.00000000e+00,1.68247240e-01,-2.32738742e-01,-4.42980835e-02,0.00000000e+00,0.00000000e+00,-2.15715569e-01
8.98437500e-02,4.49218750e-01,2.00161214e-01,-2.62386063e-02,1.30197496e-01,0.00000000e+00,1.59653375e-01,-2.43254841e-01,-6.27989006e-02,0.00000000e+00,0.00000000e+00,-6.84168530e-02
8.98437500e-02,4.57031250e-01,1.95181033e-01,-2.88736744e-02,1.21397968e-01,0.00000000e+00,1.51633247e-01,-2.51708675e-01,-8.02634446e-02,0.00000000e+00,0.00000000e+00,4.45184297e-02
8.98437500e-02,4.64843750e-01,1.90959593e-01,-2.67675915e-02,1.15939232e-01,0.00000000e+00,1.44324808e-01,-2.57547085e-01,-9.63662593e-02,0.00000000e+00,0.00000000e+00,1.07216503e-01
8.98437500e-02,4.72656250e-01,1.87537635e-01,-2.07905806e-02,1.13554105e-01,0.00000000e+00,1.37799281e-01,-2.60983619e-01,-1.10717994e-01,0.00000000e+00,0.00000000e+00,1.75016110e-01
8.98437500e-02,4.80468750e-01,1.84764844e-01,-1.38278979e-02,1.13598347e-01,0.00000000e+00,1.32003170e-01,-2.62247598e-01,-1.22677402e-01,0.00000000e+00,0.00000000e+00,3.56584396e-01
8.98437500e-02,4.88281250e-01,1.82085158e-01,-4.71710814e-03,1.15940959e-01,0.00000000e+00,1.26373920e-01,-2.63425994e-01,-1.31038164e-01,0.00000000e+00,0.00000000e+00,5.34513233e-01
8.98437500e-02,4.96093750e-01,1.79754679e-01,1.42712883e-02,1.21359873e-01,0.00000000e+00,1.21033948e-01,-2.65222130e-01,-1.37873076e-01,0.00000000e+00,0.00000000e+00,3.63388356e-01
8.98437500e-02,5.03906250e-01,1.78133154e-01,3.74794147e-02,1.28436777e-01,0.00000000e+00,1.16811075e-01,-2.64343868e-01,-1.47042583e-01,0.00000000e+00,0.00000000e+00,3.90203370e-01
8.98437500e-02,5.11718750e-01,1.76469076e-01,6.18076833e-02,1.38925327e-01,0.00000000e+00,1.13240574e-01,-2.61001875e-01,-1.50722094e-01,0.00000000e+00,0.00000000e+00,6.33583927e-01
8.98437500e-02,5.19531250e-01,1.75043609e-01,9.55430200e-02,1.53999734e-01,0.00000000e+00,1.10641200e-01,-2.55803789e-01,-1.52025518e-01,0.00000000e+00,0.00000000e+00,6.84326168e-01
8.98437500e-02,5.27343750e-01,1.74308357e-01,1.37390609e-01,1.73607017e-01,0.00000000e+00,1.09819230e-01,-2.46415618e-01,-1.50024990e-01,0.00000000e+00,0.00000000e+00,7.92231432e-01
8.98437500e-02,5.35156250e-01,1.74256716e-01,1.89517291e-01,1.98898459e-01,0.00000000e+00,1.10769461e-01,-2.32154161e-01,-1.43122180e-01,0.00000000e+00,0.00000000e+00,8.95406698e-01
8.98437500e-02,5.42968750e-01,1.75958643e-01,2.47038138e-01,2.28149789e-01,0.00000000e+00,1.14943397e-01,-2.07513892e-01,-1.28563527e-01,0.00000000e+00,0.00000000e+00,1.33186301e+00
8.98437500e-02,5.50781250e-01,1.82002385e-01,2.98407886e-01,2.59029409e-01,0.00000000e+00,1.24940256e-01,-1.56826346e-01,-9.43457866e-02,0.00000000e+00,0.00000000e+00,2.44939392e+00
8.98437500e-02,5.58593750e-01,1.89737707e-01,3.73326988e-01,2.77653738e-01,0.00000000e+00,1.35773185e-01,-8.35699078e-02,-2.57498844e-02,0.00000000e+00,0.00000000e+00,3.20180640e+00
8.98437500e-02,5.66406250e-01,1.90831200e-01,4.62345563e-01,2.90260160e-01,0.00000000e+00,1.37021194e-01,-1.47163305e-03,4.77465055e-02,0.00000000e+00,0.00000000e+00,1.83128201e+00
8.98437500e-02,5.74218750e-01,1.83352032e-01,5.29962723e-01,2.91055916e-01,0.00000000e+00,1.28878177e-01,7.39970354e-02,1.07788089e-01,0.00000000e+00,0.00000000e+00,-1.06859495e-01
8.98437500e-02,5.82031250e-01,1.70761360e-01,5.72075904e-01,2.85449085e-01,0.00000000e+00,1.15522719e-01,1.37491749e-01,1.52911800e-01,0.00000000e+00,0.00000000e+00,-7.97018693e-01
8.98437500e-02,5.89843750e-01,1.58669164e-01,5.86909831e-01,2.79823575e-01,0.00000000e+00,1.02233189e-01,1.78922967e-01,1.87649954e-01,0.00000000e+00,0.00000000e+00,-6.49915144e-01
8.98437500e-02,5.97656250e-01,1.49440974e-01,5.90601833e-01,2.75039025e-01,0.00000000e+00,9.15543188e-02,2.04790331e-01,2.14219152e-01,0.00000000e+00,0.00000000e+00,-5.72683140e-01
8.98437500e-02,6.05468750e-01,1.43078057e-01,5.91507485e-01,2.72326214e-01,0.00000000e+00,8.37966323e-02,2.20543748e-01,2.34229333e-01,0.00000000e+00,0.00000000e+00,-5.59841007e-01
8.98437500e-02,6.13281250e-01,1.38972901e-01,5.93777465e-01,2.73800910e-01,0.00000000e+00,7.84809583e-02,2.29405753e-01,2.49756976e-01,0.00000000e+00,0.00000000e+00,-5.04903243e-01
8.98437500e-02,6.21093750e-01,1.36599570e-01,5.98050580e-01,2.79373028e-01,0.00000000e+00,7.51959675e-02,2.33021706e-01,2.61820940e-01,0.00000000e+00,0.00000000e+00,-4.11254909e-01
8.98437500e-02,6.28906250e-01,1.35533334e-01,6.03504404e-01,2.87838381e-01,0.00000000e+00,7.35599619e-02,2.32491704e-01,2.71300735e-01,0.00000000e+00,0.00000000e+00,-3.04736725e-01
8.98437500e-02,6.36718750e-01,1.35397581e-01,6.08963112e-01,2.97922559e-01,0.00000000e+00,7.32163845e-02,2.28627309e-01,2.78727907e-01,0.00000000e+00,0.00000000e+00,-2.19746894e-01
8.98437500e-02,6.44531250e-01,1.35762705e-01,6.13944401e-01,3.08636763e-01,0.00000000e+00,7.38140546e-02,2.22162319e-01,2.84471032e-01,0.00000000e+00,0.00000000e+00,-1.88092059e-01
8.98437500e-02,6.52343750e-01,1.36221357e-01,6.19245566e-01,3.20180232e-01,0.00000000e+00,7.49449549e-02,2.14072198e-01,2.88434962e-01,0.00000000e+00,0.00000000e+00,-1.87544477e-01
8.98437500e-02,6.60156250e-01,1.36588836e-01,6.25917726e-01,3.33197431e-01,0.00000000e+00,7.62868016e-02,2.05273425e-01,2.91250540e-01,0.00000000e+00,0.00000000e+00,-1.81978862e-01
8.98437500e-02,6.67968750e-01,1.36863499e-01,6.33745219e-01,3.47684282e-01,0.00000000e+00,7.77397895e-02,1.96112218e-01,2.93281923e-01,0.00000000e+00,0.00000000e+00,-1.89913013e-01
8.98437500e-02,6.75781250e-01,1.37066766e-01,6.42667252e-01,3.63574940e-01,0.00000000e+00,7.92470090e-02,1.86880852e-01,2.94640392e-01,0.00000000e+00,0.00000000e+00,-2.19453048e-01
8.98437500e-02,6.83593750e-01,1.37233081e-01,6.52962250e-01,3.80870931e-01,0.00000000e+00,8.07538252e-02,1.77935495e-01,2.95378065e-01,0.00000000e+00,0.00000000e+00,-2.64535256e-01
8.98437500e-02,6.91406250e-01,1.37432441e-01,6.64969047e-01,3.99417361e-01,0.00000000e+00,8.22397568e-02,1.69627527e-01,2.95554067e-01,0.00000000e+00,0.00000000e+00,-3.16283665e-01
8.98437500e-02,6.99218750e-01,1.37767109e-01,6.79018794e-01,4.18800424e-01,0.00000000e+00,8.37277813e-02,1.62287959e-01,2.95253940e-01,0.00000000e+00,0.00000000e+00,-3.65602328e-01
8.98437500e-02,7.07031250e-01,1.38360988e-01,6.95413667e-01,4.38335631e-01,0.00000000e+00,8.52819791e-02,1.56215190e-01,2.94603831e-01,0.00000000e+00,0.00000000e+00,-4.04693231e-01
8.98437500e-02,7.14843750e-01,1.39342975e-01,7.14366936e-01,4.57133600e-01,0.00000000e+00,8.69958422e-02,1.51648563e-01,2.93758460e-01,0.00000000e+00,0.00000000e+00,-4.28651391e-01
8.98437500e-02,7.22656250e-01,1.40821358e-01,7.35887410e-01,4.74250008e-01,0.00000000e+00,8.89688670e-02,1.48726058e-01,2.92870188e-01,0.00000000e+00,0.00000000e+00,-4.36508103e-01
8.98437500e-02,7.30468750e-01,1.42852403e-01,7.59639101e-01,4.88914699e-01,0.00000000e+00,9.12724667e-02,1.47443184e-01,2.92035468e-01,0.00000000e+00,0.00000000e+00,-4.30258229e-01
8.98437500e-02,7.38281250e-01,1.45416066e-01,7.84871443e-01,5.00760967e-01,0.00000000e+00,9.39175282e-02,1.47636132e-01,2.91274138e-01,0.00000000e+00,0.00000000e+00,-4.12099776e-01
8.98437500e-02,7.46093750e-01,1.48408496e-01,8.10476257e-01,5.09930660e-01,0.00000000e+00,9.68407759e-02,1.48992838e-01,2.90550313e-01,0.00000000e+00,0.00000000e+00,-3.84121011e-01
8.98437500e-02,7.53906250e-01,1.51652409e-01,8.35279167e-01,5.17027474e-01,0.00000000e+00,9.99083989e-02,1.51142925e-01,2.89805797e-01,0.00000000e+00,0.00000000e+00,-3.47847107e-01
8.98437500e-02,7.61718750e-01,1.54925763e-01,8.58366754e-01,5.22935176e-01,0.00000000e+00,1.02933827e-01,1.53785809e-01,2.89033929e-01,0.00000000e+00,0.00000000e+00,-3.03173388e-01
8.98437500e-02,7.69531250e-01,1.58003360e-01,8.79130600e-01,5.28523329e-01,0.00000000e+00,1.05712468e-01,1.56733889e-01,2.88335771e-01,0.00000000e+00,0.00000000e+00,-2.50080743e-01
8.98437500e-02,7.77343750e-01,1.60696455e-01,8.97123042e-01,5.34380518e-01,0.00000000e+00,1.08060597e-01,1.59880874e-01,2.87896323e-01,0.00000000e+00,0.00000000e+00,-1.90011033e-01
8.98437500e-02,7.85156250e-01,1.62879838e-01,9.11943666e-01,5.40686133e-01,0.00000000e+00,1.09848165e-01,1.63147142e-01,2.87925681e-01,0.00000000e+00,0.00000000e+00,-1.25741302e-01
8.98437500e-02,7.92968750e-01,1.64497333e-01,9.23275002e-01,5.47260711e-01,0.00000000e+00,1.11013511e-01,1.66455595e-01,2.88590781e-01,0.00000000e+00,0.00000000e+00,-6.07796866e-02
8.98437500e-02,8.00781250e-01,1.65553054e-01,9.30947892e-01,5.53732343e-01,0.00000000e+00,1.11560319e-01,1.69722558e-01,2.89977693e-01,0.00000000e+00,0.00000000e+00,1.02292852e-03
8.98437500e-02,8.08593750e-01,1.66101908e-01,9.34944651e-01,5.59686285e-01,0.00000000e+00,1.11548799e-01,1.72843467e-01,2.92082616e-01,0.00000000e+00,0.00000000e+00,5.50787102e-02
8.98437500e-02,8.16406250e-01,1.66239100e-01,9.35409720e-01,5.64752654e-01,0.00000000e+00,1.11082716e-01,1.75701291e-01,2.94815742e-01,0.00000000e+00,0.00000000e+00,9.70629756e-02
8.98437500e-02,8.24218750e-01,1.66089045e-01,9.32666006e-01,5.68643349e-01,0.00000000e+00,1.10296173e-01,1.78190786e-01,2.98012495e-01,0.00000000e+00,0.00000000e+00,1.24687319e-01
8.98437500e-02,8.32031250e-01,1.65793028e-01,9.27200663e-01,5.71151275e-01,0.00000000e+00,1.09342085e-01,1.80238209e-01,3.01469381e-01,0.00000000e+00,0.00000000e+00,1.37416145e-01
8.98437500e-02,8.39843750e-01,1.65494430e-01,9.19643999e-01,5.72132002e-01,0.00000000e+00,1.08379392e-01,1.81822121e-01,3.04969589e-01,0.00000000e+00,0.00000000e+00,1.35339299e-01
8.98437500e-02,8.47656250e-01,1.65328465e-01,9.10757525e-01,5.71479615e-01,0.00000000e+00,1.07560300e-01,1.83002238e-01,3.08305708e-01,0.00000000e+00,0.00000000e+00,1.19919298e-01
8.98437500e-02,8.55468750e-01,1.65422118e-01,9.01338130e-01,5.69071289e-01,0.00000000e+00,1.07028245e-01,1.83906937e-01,3.11307847e-01,0.00000000e+00,0.00000000e+00,9.37594206e-02
8.98437500e-02,8.63281250e-01,1.65893416e-01,8.92090091e-01,5.64707891e-01,0.00000000e+00,1.06921864e-01,1.84693035e-01,3.13832659e-01,0.00000000e+00,0.00000000e+00,5.83347105e-02
8.98437500e-02,8.71093750e-01,1.66846998e-01,8.83616309e-01,5.58161410e-01,0.00000000e+00,1.07361743e-01,1.85559775e-01,3.15721299e-01,0.00000000e+00,0.00000000e+00,1.84525903e-02
8.98437500e-02,8.78906250e-01,1.68363296e-01,8.76211519e-01,5.49238609e-01,0.00000000e+00,1.08445673e-01,1.86646878e-01,3.16856223e-01,0.00000000e+00,0.00000000e+00,-2.23665486e-02
8.98437500e-02,8.86718750e-01,1.70472029e-01,8.69859739e-01,5.38002037e-01,0.00000000e+00,1.10214834e-01,1.88015742e-01,3.17027311e-01,0.00000000e+00,0.00000000e+00,-5.84358216e-02
8.98437500e-02,8.94531250e-01,1.73142055e-01,8.64200138e-01,5.24906128e-01,0.00000000e+00,1.12634936e-01,1.89598798e-01,3.16085001e-01,0.00000000e+00,0.00000000e+00,-8.28154301e-02
8.98437500e-02,9.02343750e-01,1.76286621e-01,8.58454627e-01,5.10693231e-01,0.00000000e+00,1.15618050e-01,1.91120872e-01,3.13856970e-01,0.00000000e+00,0.00000000e+00,-9.80591245e-02
8.98437500e-02,9.10156250e-01,1.79791338e-01,8.51933794e-01,4.96147639e-01,0.00000000e+00,1.19042130e-01,1.92289978e-01,3.10188011e-01,0.00000000e+00,0.00000000e+00,-1.06431596e-01
8.98437500e-02,9.17968750e-01,1.83564105e-01,8.44562743e-01,4.81586140e-01,0.00000000e+00,1.22797460e-01,1.92973281e-01,3.05002458e-01,0.00000000e+00,0.00000000e+00,-8.77303029e-02
8.98437500e-02,9.25781250e-01,1.87672130e-01,8.37805628e-01,4.65892937e-01,0.00000000e+00,1.26888755e-01,1.93741253e-01,2.98182761e-01,0.00000000e+00,0.00000000e+00,6.56847070e-02
