i,j,x,y,Bx,By,Bz,psi,divB
117,10,0.917969,0.0820312,1.00007,-6.71112e-05,0,5.3384e-05,-0.00183518
118,10,0.925781,0.0820312,1.00006,-5.86863e-05,0,4.74467e-05,-0.00164743
119,10,0.933594,0.0820312,1.00006,-5.08451e-05,0,4.17366e-05,-0.00146291
120,10,0.941406,0.0820312,1.00005,-4.35399e-05,0,3.62442e-05,-0.0012816
121,10,0.949219,0.0820312,1.00005,-3.67185e-05,0,3.09558e-05,-0.0011034
122,10,0.957031,0.0820312,1.00004,-3.03245e-05,0,2.58536e-05,-0.000928115
123,10,0.964844,0.0820312,1.00004,-2.42985e-05,0,2.09159e-05,-0.000755467
124,10,0.972656,0.0820312,1.00004,-1.85775e-05,0,1.61176e-05,-0.000585091
125,10,0.980469,0.0820312,1.00004,-1.30966e-05,0,1.14309e-05,-0.000416557
126,10,0.988281,0.0820312,1.00004,-7.78842e-06,0,6.82549e-06,-0.00024938
127,10,0.996094,0.0820312,1.00003,-2.58453e-06,0,2.26963e-06,-8.30333e-05
0,11,0.00390625,0.0898438,1.00004,2.9538e-06,0,-2.54262e-06,9.12761e-05
1,11,0.0117188,0.0898438,1.00004,8.8998e-06,0,-7.64445e-06,0.000274069
2,11,0.0195312,0.0898438,1.00004,1.49607e-05,0,-1.27957e-05,0.000457575
3,11,0.0273438,0.0898438,1.00004,2.12119e-05,0,-1.80282e-05,0.000642244
4,11,0.0351562,0.0898438,1.00005,2.77275e-05,0,-2.33718e-05,0.000828485
5,11,0.0429688,0.0898438,1.00005,3.45791e-05,0,-2.8854e-05,0.00101665
6,11,0.0507812,0.0898438,1.00005,4.18357e-05,0,-3.44993e-05,0.00120704
7,11,0.0585938,0.0898438,1.00006,4.95629e-05,0,-4.03285e-05,0.00139987
8,11,0.0664062,0.0898438,1.00006,5.78225e-05,0,-4.63585e-05,0.00159526
9,11,0.0742188,0.0898438,1.00007,6.66716e-05,0,-5.26018e-05,0.00179327
10,11,0.0820312,0.0898438,1.00007,7.61628e-05,0,-5.90662e-05,0.00199385
11,11,0.0898438,0.0898438,1.00008,8.63432e-05,0,-6.57548e-05,0.00219685
12,11,0.0976562,0.0898438,1.00009,9.72542e-05,0,-7.26658e-05,0.00240206
13,11,0.105469,0.0898438,1.00009,0.000108931,0,-7.97929e-05,0.00260917
14,11,0.113281,0.0898438,1.0001,0.000121403,0,-8.71247e-05,0.00281778
15,11,0.121094,0.0898438,1.00011,0.000134693,0,-9.46455e-05,0.00302743
16,11,0.128906,0.0898438,1.00012,0.000148815,0,-0.000102336,0.0032376
17,11,0.136719,0.0898438,1.00013,0.000163779,0,-0.000110171,0.0034477
18,11,0.144531,0.0898438,1.00013,0.000179586,0,-0.000118125,0.0036571
19,11,0.152344,0.0898438,1.00014,0.000196229,0,-0.000126166,0.00386513
20,11,0.160156,0.0898438,1.00015,0.000213695,0,-0.000134262,0.00407108
21,11,0.167969,0.0898438,1.00016,0.000231961,0,-0.000142377,0.00427422
22,11,0.175781,0.0898438,1.00016,0.000251,0,-0.000150473,0.00447381
23,11,0.183594,0.0898438,1.00017,0.000270773,0,-0.000158512,0.00466907
24,11,0.191406,0.0898438,1.00018,0.000291234,0,-0.000166454,0.00485925
25,11,0.199219,0.0898438,1.00018,0.00031233,0,-0.000174257,0.00504356
26,11,0.207031,0.0898438,1.00019,0.000333996,0,-0.000181879,0.00522122
27,11,0.214844,0.0898438,1.00019,0.000356161,0,-0.00018928,0.00539144
28,11,0.222656,0.0898438,1.00019,0.000378742,0,-0.000196416,0.00555343
29,11,0.230469,0.0898438,1.00019,0.000401648,0,-0.000203246,0.0057064
30,11,0.238281,0.0898438,1.00019,0.000424776,0,-0.000209727,0.00584955
31,11,0.246094,0.0898438,1.00019,0.000448011,0,-0.000215819,0.0059821
32,11,0.253906,0.0898438,1.00019,0.000471227,0,-0.00022148,0.00610323
33,11,0.261719,0.0898438,1.00019,0.000494285,0,-0.000226669,0.00621214
34,11,0.269531,0.0898438,1.00018,0.000517032,0,-0.000231346,0.00630801
35,11,0.277344,0.0898438,1.00017,0.0005393,0,-0.00023547,0.00639002
36,11,0.285156,0.0898438,1.00016,0.000560904,0,-0.000239002,0.00645732
37,11,0.292969,0.0898438,1.00015,0.000581645,0,-0.0002419,0.00650906
38,11,0.300781,0.0898438,1.00014,0.000601304,0,-0.000244127,0.00654438
39,11,0.308594,0.0898438,1.00012,0.000619645,0,-0.000245643,0.00656239
40,11,0.316406,0.0898438,1.0001,0.000636414,0,-0.000246408,0.0065622
41,11,0.324219,0.0898438,1.00008,0.00065134,0,-0.000246384,0.00654289
42,11,0.332031,0.0898438,1.00006,0.000664133,0,-0.000245533,0.00650353
43,11,0.339844,0.0898438,1.00004,0.00067449,0,-0.000243817,0.00644321
44,11,0.347656,0.0898438,1.00001,0.000682094,0,-0.000241199,0.006361
45,11,0.355469,0.0898438,0.999985,0.00068662,0,-0.000237646,0.00625599
46,11,0.363281,0.0898438,0.999956,0.00068774,0,-0.000233124,0.00612732
47,11,0.371094,0.0898438,0.999925,0.000685131,0,-0.000227604,0.00597416
48,11,0.378906,0.0898438,0.999894,0.00067848,0,-0.000221062,0.00579577
49,11,0.386719,0.0898438,0.999861,0.000667495,0,-0.000213477,0.00559155
50,11,0.394531,0.0898438,0.999828,0.000651915,0,-0.000204836,0.00536102
51,11,0.402344,0.0898438,0.999795,0.000631523,0,-0.000195133,0.00510389
52,11,0.410156,0.0898438,0.999762,0.000606157,0,-0.000184372,0.00482011
53,11,0.417969,0.0898438,0.99973,0.000575718,0,-0.000172568,0.00450988
54,11,0.425781,0.0898438,0.999698,0.000540187,0,-0.000159745,0.00417372
55,11,0.433594,0.0898438,0.999668,0.00049963,0,-0.000145943,0.0038125
56,11,0.441406,0.0898438,0.99964,0.000454207,0,-0.000131215,0.00342741
57,11,0.449219,0.0898438,0.999615,0.000404177,0,-0.000115625,0.00302008
58,11,0.457031,0.0898438,0.999592,0.000349899,0,-9.92544e-05,0.00259248
59,11,0.464844,0.0898438,0.999572,0.000291829,0,-8.21963e-05,0.00214698
60,11,0.472656,0.0898438,0.999556,0.000230514,0,-6.45566e-05,0.00168629
61,11,0.480469,0.0898438,0.999544,0.000166583,0,-4.64521e-05,0.00121342
62,11,0.488281,0.0898438,0.999535,0.000100732,0,-2.80087e-05,0.000731664
63,11,0.496094,0.0898438,0.999531,3.37089e-05,0,-9.35931e-06,0.000244494
64,11,0.503906,0.0898438,0.999531,-3.37089e-05,0,9.35931e-06,-0.000244494
65,11,0.511719,0.0898438,0.999535,-0.000100732,0,2.80087e-05,-0.000731664
66,11,0.519531,0.0898438,0.999544,-0.000166583,0,4.64521e-05,-0.00121342
67,11,0.527344,0.0898438,0.999556,-0.000230514,0,6.45566e-05,-0.00168629
68,11,0.535156,0.0898438,0.999572,-0.000291829,0,8.21963e-05,-0.00214698
69,11,0.542969,0.0898438,0.999592,-0.000349899,0,9.92544e-05,-0.00259248
70,11,0.550781,0.0898438,0.999615,-0.000404177,0,0.000115625,-0.00302008
71,11,0.558594,0.0898438,0.99964,-0.000454207,0,0.000131215,-0.00342741
72,11,0.566406,0.0898438,0.999668,-0.00049963,0,0.000145943,-0.0038125
73,11,0.574219,0.0898438,0.999698,-0.000540187,0,0.000159745,-0.00417372
74,11,0.582031,0.0898438,0.99973,-0.000575718,0,0.000172568,-0.00450988
75,11,0.589844,0.0898438,0.999762,-0.000606157,0,0.000184372,-0.00482011
76,11,0.597656,0.0898438,0.999795,-0.000631523,0,0.000195133,-0.00510389
77,11,0.605469,0.0898438,0.999828,-0.000651915,0,0.000204836,-0.00536102
78,11,0.613281,0.0898438,0.999861,-0.000667495,0,0.000213477,-0.00559155
79,11,0.621094,0.0898438,0.999894,-0.00067848,0,0.000221062,-0.00579577
80,11,0.628906,0.0898438,0.999925,-0.000685131,0,0.000227604,-0.00597416
81,11,0.636719,0.0898438,0.999956,-0.00068774,0,0.000233124,-0.00612732
82,11,0.644531,0.0898438,0.999985,-0.00068662,0,0.000237646,-0.00625599
83,11,0.652344,0.0898438,1.00001,-0.000682094,0,0.000241199,-0.006361
84,11,0.660156,0.0898438,1.00004,-0.00067449,0,0.000243817,-0.00644321
85,11,0.667969,0.0898438,1.00006,-0.000664133,0,0.000245533,-0.00650353
86,11,0.675781,0.0898438,1.00008,-0.00065134,0,0.000246384,-0.00654289
87,11,0.683594,0.0898438,1.0001,-0.000636414,0,0.000246408,-0.0065622
88,11,0.691406,0.0898438,1.00012,-0.000619645,0,0.000245643,-0.00656239
89,11,0.699219,0.0898438,1.00014,-0.000601304,0,0.000244127,-0.00654438
90,11,0.707031,0.0898438,1.00015,-0.000581645,0,0.0002419,-0.00650906
91,11,0.714844,0.0898438,1.00016,-0.000560904,0,0.000239002,-0.00645732
92,11,0.722656,0.0898438,1.00017,-0.0005393,0,0.00023547,-0.00639002
93,11,0.730469,0.0898438,1.00018,-0.000517032,0,0.000231346,-0.00630801
94,11,0.738281,0.0898438,1.00019,-0.000494285,0,0.000226669,-0.00621214
95,11,0.746094,0.0898438,1.00019,-0.000471227,0,0.00022148,-0.00610323
96,11,0.753906,0.0898438,1.00019,-0.000448011,0,0.000215819,-0.0059821
97,11,0.761719,0.0898438,1.00019,-0.000424776,0,0.000209727,-0.00584955
98,11,0.769531,0.0898438,1.00019,-0.000401648,0,0.000203246,-0.0057064
99,11,0.777344,0.0898438,1.00019,-0.000378742,0,0.000196416,-0.00555343
100,11,0.785156,0.0898438,1.00019,-0.000356161,0,0.00018928,-0.00539144
101,11,0.792969,0.0898438,1.00019,-0.000333996,0,0.000181879,-0.00522122
102,11,0.800781,0.0898438,1.00018,-0.00031233,0,0.000174257,-0.00504356
103,11,0.808594,0.0898438,1.00018,-0.000291234,0,0.000166454,-0.00485925
104,11,0.816406,0.0898438,1.00017,-0.000270773,0,0.000158512,-0.00466907
105,11,0.824219,0.0898438,1.00016,-0.000251,0,0.000150473,-0.00447381
106,11,0.832031,0.0898438,1.00016,-0.000231961,0,0.000142377,-0.00427422
107,11,0.839844,0.0898438,1.00015,-0.000213695,0,0.000134262,-0.00407108
108,11,0.847656,0.0898438,1.00014,-0.000196229,0,0.000126166,-0.00386513
109,11,0.855469,0.0898438,1.00013,-0.000179586,0,0.000118125,-0.0036571
110,11,0.863281,0.0898438,1.00013,-0.000163779,0,0.000110171,-0.0034477
111,11,0.871094,0.0898438,1.00012,-0.000148815,0,0.000102336,-0.0032376
112,11,0.878906,0.0898438,1.00011,-0.000134693,0,9.46455e-05,-0.00302743
113,11,0.886719,0.0898438,1.0001,-0.000121403,0,8.71247e-05,-0.00281778
114,11,0.894531,0.0898438,1.00009,-0.000108931,0,7.97929e-05,-0.00260917
115,11,0.902344,0.0898438,1.00009,-9.72542e-05,0,7.26658e-05,-0.00240206
116,11,0.910156,0.0898438,1.00008,-8.63432e-05,0,6.57548e-05,-0.00219685
117,11,0.917969,0.0898438,1.00007,-7.61628e-05,0,5.90662e-05,-0.00199385
118,11,0.925781,0.0898438,1.00007,-6.66716e-05,0,5.26018e-05,-0.00179327
119,11,0.933594,0.0898438,1.00006,-5.78225e-05,0,4.63585e-05,-0.00159526
120,11,0.941406,0.0898438,1.00006,-4.95629e-05,0,4.03285e-05,-0.00139987
121,11,0.949219,0.0898438,1.00005,-4.18357e-05,0,3.44993e-05,-0.00120704
122,11,0.957031,0.0898438,1.00005,-3.45791e-05,0,2.8854e-05,-0.00101665
123,11,0.964844,0.0898438,1.00005,-2.77275e-05,0,2.33718e-05,-0.000828485
124,11,0.972656,0.0898438,1.00004,-2.12119e-05,0,1.80282e-05,-0.000642244
125,11,0.980469,0.0898438,1.00004,-1.49607e-05,0,1.27957e-05,-0.000457575
126,11,0.988281,0.0898438,1.00004,-8.8998e-06,0,7.64445e-06,-0.000274069
127,11,0.996094,0.0898438,1.00004,-2.9538e-06,0,2.54262e-06,-9.12761e-05
0,12,0.00390625,0.0976562,1.00005,3.3541e-06,0,-2.8424e-06,0.000100166
1,12,0.0117188,0.0976562,1.00005,1.01043e-05,0,-8.54364e-06,0.000300695
2,12,0.0195312,0.0976562,1.00005,1.69801e-05,0,-1.42938e-05,0.000501802
3,12,0.0273438,0.0976562,1.00005,2.40639e-05,0,-2.01243e-05,0.00070385
4,12,0.0351562,0.0976562,1.00005,3.14368e-05,0,-2.60644e-05,0.000907162
5,12,0.0429688,0.0976562,1.00006,3.91768e-05,0,-3.21411e-05,0.00111201
6,12,0.0507812,0.0976562,1.00006,4.73595e-05,0,-3.83779e-05,0.00131861
7,12,0.0585938,0.0976562,1.00007,5.60562e-05,0,-4.47947e-05,0.00152711
8,12,0.0664062,0.0976562,1.00007,6.53343e-05,0,-5.14071e-05,0.00173756
9,12,0.0742188,0.0976562,1.00008,7.52562e-05,0,-5.8226e-05,0.00194996
10,12,0.0820312,0.0976562,1.00008,8.58791e-05,0,-6.52579e-05,0.0021642
11,12,0.0898438,0.0976562,1.00009,9.72542e-05,0,-7.25039e-05,0.0023801
12,12,0.0976562,0.0976562,1.0001,0.000109427,0,-7.99605e-05,0.0025974
13,12,0.105469,0.0976562,1.00011,0.000122435,0,-8.7619e-05,0.00281576
14,12,0.113281,0.0976562,1.00012,0.000136311,0,-9.54663e-05,0.00303477
15,12,0.121094,0.0976562,1.00012,0.00015108,0,-0.000103485,0.00325396
16,12,0.128906,0.0976562,1.00013,0.000166758,0,-0.000111652,0.00347279
17,12,0.136719,0.0976562,1.00014,0.000183355,0,-0.000119943,0.00369069
18,12,0.144531,0.0976562,1.00015,0.000200874,0,-0.000128327,0.00390703
19,12,0.152344,0.0976562,1.00016,0.000219307,0,-0.000136774,0.00412118
20,12,0.160156,0.0976562,1.00017,0.000238641,0,-0.000145249,0.00433245
21,12,0.167969,0.0976562,1.00017,0.000258854,0,-0.000153714,0.00454015
22,12,0.175781,0.0976562,1.00018,0.000279915,0,-0.000162132,0.00474355
23,12,0.183594,0.0976562,1.00019,0.000301784,0,-0.000170463,0.00494195
24,12,0.191406,0.0976562,1.0002,0.000324413,0,-0.000178665,0.00513461
25,12,0.199219,0.0976562,1.0002,0.000347744,0,-0.000186699,0.00532079
26,12,0.207031,0.0976562,1.00021,0.00037171,0,-0.000194522,0.00549976
27,12,0.214844,0.0976562,1.00021,0.000396235,0,-0.000202092,0.00567078
28,12,0.222656,0.0976562,1.00021,0.000421231,0,-0.000209369,0.00583309
29,12,0.230469,0.0976562,1.00021,0.000446599,0,-0.000216311,0.00598596
30,12,0.238281,0.0976562,1.00021,0.000472229,0,-0.000222876,0.00612863
31,12,0.246094,0.0976562,1.00021,0.000497998,0,-0.000229025,0.00626033
32,12,0.253906,0.0976562,1.00021,0.00052377,0,-0.000234716,0.0063803
33,12,0.261719,0.0976562,1.0002,0.000549394,0,-0.000239911,0.00648776
34,12,0.269531,0.0976562,1.0002,0.000574702,0,-0.000244569,0.00658193
35,12,0.277344,0.0976562,1.00019,0.000599513,0,-0.000248652,0.00666199
36,12,0.285156,0.0976562,1.00018,0.000623623,0,-0.00025212,0.00672712
37,12,0.292969,0.0976562,1.00016,0.000646814,0,-0.000254935,0.00677648
38,12,0.300781,0.0976562,1.00015,0.000668844,0,-0.000257057,0.00680921
39,12,0.308594,0.0976562,1.00013,0.000689452,0,-0.000258447,0.00682443
40,12,0.316406,0.0976562,1.00011,0.000708355,0,-0.000259066,0.00682122
41,12,0.324219,0.0976562,1.00009,0.000725249,0,-0.000258876,0.00679865
42,12,0.332031,0.0976562,1.00007,0.000739808,0,-0.000257837,0.00675576
43,12,0.339844,0.0976562,1.00004,0.000751692,0,-0.000255911,0.0066916
44,12,0.347656,0.0976562,1.00001,0.000760541,0,-0.00025306,0.00660519
45,12,0.355469,0.0976562,0.999982,0.000765986,0,-0.000249247,0.00649556
46,12,0.363281,0.0976562,0.99995,0.000767653,0,-0.000244438,0.00636177
47,12,0.371094,0.0976562,0.999916,0.000765169,0,-0.000238601,0.00620292
48,12,0.378906,0.0976562,0.999881,0.000758174,0,-0.000231708,0.00601819
49,12,0.386719,0.0976562,0.999845,0.000746328,0,-0.000223737,0.00580686
50,12,0.394531,0.0976562,0.999809,0.000729328,0,-0.000214671,0.00556838
51,12,0.402344,0.0976562,0.999772,0.000706916,0,-0.000204502,0.00530237
52,12,0.410156,0.0976562,0.999736,0.000678897,0,-0.000193231,0.00500868
53,12,0.417969,0.0976562,0.9997,0.000645151,0,-0.000180871,0.00468746
54,12,0.425781,0.0976562,0.999665,0.000605642,0,-0.000167446,0.00433917
55,12,0.433594,0.0976562,0.999632,0.000560437,0,-0.000152995,0.00396464
56,12,0.441406,0.0976562,0.999601,0.00050971,0,-0.000137569,0.00356509
57,12,0.449219,0.0976562,0.999572,0.000453746,0,-0.000121238,0.00314215
58,12,0.457031,0.0976562,0.999547,0.000392948,0,-0.000104084,0.00269786
59,12,0.464844,0.0976562,0.999525,0.00032783,0,-8.62049e-05,0.00223469
60,12,0.472656,0.0976562,0.999507,0.000259014,0,-6.77107e-05,0.00175545
61,12,0.480469,0.0976562,0.999493,0.000187213,0,-4.8725e-05,0.00126335
62,12,0.488281,0.0976562,0.999484,0.000113221,0,-2.93806e-05,0.000761836
63,12,0.496094,0.0976562,0.999479,3.78906e-05,0,-9.81795e-06,0.000254588
64,12,0.503906,0.0976562,0.999479,-3.78906e-05,0,9.81795e-06,-0.000254588
65,12,0.511719,0.0976562,0.999484,-0.000113221,0,2.93806e-05,-0.000761836
66,12,0.519531,0.0976562,0.999493,-0.000187213,0,4.8725e-05,-0.00126335
67,12,0.527344,0.0976562,0.999507,-0.000259014,0,6.77107e-05,-0.00175545
68,12,0.535156,0.0976562,0.999525,-0.00032783,0,8.62049e-05,-0.00223469
69,12,0.542969,0.0976562,0.999547,-0.000392948,0,0.000104084,-0.00269786
70,12,0.550781,0.0976562,0.999572,-0.000453746,0,0.000121238,-0.00314215
71,12,0.558594,0.0976562,0.999601,-0.00050971,0,0.000137569,-0.00356509
72,12,0.566406,0.0976562,0.999632,-0.000560437,0,0.000152995,-0.00396464
73,12,0.574219,0.0976562,0.999665,-0.000605642,0,0.000167446,-0.00433917
74,12,0.582031,0.0976562,0.9997,-0.000645151,0,0.000180871,-0.00468746
75,12,0.589844,0.0976562,0.999736,-0.000678897,0,0.000193231,-0.00500868
76,12,0.597656,0.0976562,0.999772,-0.000706916,0,0.000204502,-0.00530237
77,12,0.605469,0.0976562,0.999809,-0.000729328,0,0.000214671,-0.00556838
78,12,0.613281,0.0976562,0.999845,-0.000746328,0,0.000223737,-0.00580686
79,12,0.621094,0.0976562,0.999881,-0.000758174,0,0.000231708,-0.00601819
80,12,0.628906,0.0976562,0.999916,-0.000765169,0,0.000238601,-0.00620292
81,12,0.636719,0.0976562,0.99995,-0.000767653,0,0.000244438,-0.00636177
82,12,0.644531,0.0976562,0.999982,-0.000765986,0,0.000249247,-0.00649556
83,12,0.652344,0.0976562,1.00001,-0.000760541,0,0.00025306,-0.00660519
84,12,0.660156,0.0976562,1.00004,-0.000751692,0,0.000255911,-0.0066916
85,12,0.667969,0.0976562,1.00007,-0.000739808,0,0.000257837,-0.00675576
86,12,0.675781,0.0976562,1.00009,-0.000725249,0,0.000258876,-0.00679865
87,12,0.683594,0.0976562,1.00011,-0.000708355,0,0.000259066,-0.00682122
88,12,0.691406,0.0976562,1.00013,-0.000689452,0,0.000258447,-0.00682443
89,12,0.699219,0.0976562,1.00015,-0.000668844,0,0.000257057,-0.00680921
90,12,0.707031,0.0976562,1.00016,-0.000646814,0,0.000254935,-0.00677648
91,12,0.714844,0.0976562,1.00018,-0.000623623,0,0.00025212,-0.00672712
92,12,0.722656,0.0976562,1.00019,-0.000599513,0,0.000248652,-0.00666199
93,12,0.730469,0.0976562,1.0002,-0.000574702,0,0.000244569,-0.00658193
94,12,0.738281,0.0976562,1.0002,-0.000549394,0,0.000239911,-0.00648776
95,12,0.746094,0.0976562,1.00021,-0.00052377,0,0.000234716,-0.0063803
96,12,0.753906,0.0976562,1.00021,-0.000497998,0,0.000229025,-0.00626033
97,12,0.761719,0.0976562,1.00021,-0.000472229,0,0.000222876,-0.00612863
98,12,0.769531,0.0976562,1.00021,-0.000446599,0,0.000216311,-0.00598596
99,12,0.777344,0.0976562,1.00021,-0.000421231,0,0.000209369,-0.00583309
100,12,0.785156,0.0976562,1.00021,-0.000396235,0,0.000202092,-0.00567078
101,12,0.792969,0.0976562,1.00021,-0.00037171,0,0.000194522,-0.00549976
102,12,0.800781,0.0976562,1.0002,-0.000347744,0,0.000186699,-0.00532079
103,12,0.808594,0.0976562,1.0002,-0.000324413,0,0.000178665,-0.00513461
104,12,0.816406,0.0976562,1.00019,-0.000301784,0,0.000170463,-0.00494195
105,12,0.824219,0.0976562,1.00018,-0.000279915,0,0.000162132,-0.00474355
106,12,0.832031,0.0976562,1.00017,-0.000258854,0,0.000153714,-0.00454015
107,12,0.839844,0.0976562,1.00017,-0.000238641,0,0.000145249,-0.00433245
108,12,0.847656,0.0976562,1.00016,-0.000219307,0,0.000136774,-0.00412118
109,12,0.855469,0.0976562,1.00015,-0.000200874,0,0.000128327,-0.00390703
110,12,0.863281,0.0976562,1.00014,-0.000183355,0,0.000119943,-0.00369069
111,12,0.871094,0.0976562,1.00013,-0.000166758,0,0.000111652,-0.00347279
112,12,0.878906,0.0976562,1.00012,-0.00015108,0,0.000103485,-0.00325396
113,12,0.886719,0.0976562,1.00012,-0.000136311,0,9.54663e-05,-0.00303477
114,12,0.894531,0.0976562,1.00011,-0.000122435,0,8.7619e-05,-0.00281576
115,12,0.902344,0.0976562,1.0001,-0.000109427,0,7.99605e-05,-0.0025974
116,12,0.910156,0.0976562,1.00009,-9.72542e-05,0,7.25039e-05,-0.0023801
117,12,0.917969,0.0976562,1.00008,-8.58791e-05,0,6.52579e-05,-0.0021642
118,12,0.925781,0.0976562,1.00008,-7.52562e-05,0,5.8226e-05,-0.00194996
119,12,0.933594,0.0976562,1.00007,-6.53343e-05,0,5.14071e-05,-0.00173756
120,12,0.941406,0.0976562,1.00007,-5.60562e-05,0,4.47947e-05,-0.00152711
121,12,0.949219,0.0976562,1.00006,-4.73595e-05,0,3.83779e-05,-0.00131861
122,12,0.957031,0.0976562,1.00006,-3.91768e-05,0,3.21411e-05,-0.00111201
123,12,0.964844,0.0976562,1.00005,-3.14368e-05,0,2.60644e-05,-0.000907162
124,12,0.972656,0.0976562,1.00005,-2.40639e-05,0,2.01243e-05,-0.00070385
125,12,0.980469,0.0976562,1.00005,-1.69801e-05,0,1.42938e-05,-0.000501802
126,12,0.988281,0.0976562,1.00005,-1.01043e-05,0,8.54364e-06,-0.000300695
127,12,0.996094,0.0976562,1.00005,-3.3541e-06,0,2.8424e-06,-0.000100166
0,13,0.00390625,0.105469,1.00005,3.787e-06,0,-3.16909e-06,0.000109674
1,13,0.0117188,0.105469,1.00005,1.14066e-05,0,-9.52337e-06,0.000329167
2,13,0.0195312,0.105469,1.00006,1.91626e-05,0,-1.59256e-05,0.000549087
3,13,0.0273438,0.105469,1.00006,2.71446e-05,0,-2.24063e-05,0.000769697
4,13,0.0351562,0.105469,1.00006,3.54404e-05,0,-2.89941e-05,0.000991224
5,13,0.0429688,0.105469,1.00007,4.4135e-05,0,-3.57148e-05,0.00121385
6,13,0.0507812,0.105469,1.00007,5.33099e-05,0,-4.25909e-05,0.00143771
7,13,0.0585938,0.105469,1.00008,6.30429e-05,0,-4.9641e-05,0.00166285
8,13,0.0664062,0.105469,1.00008,7.34068e-05,0,-5.68793e-05,0.00188928
9,13,0.0742188,0.105469,1.00009,8.44692e-05,0,-6.43151e-05,0.00211691
10,13,0.0820312,0.105469,1.0001,9.62922e-05,0,-7.1953e-05,0.00234559
11,13,0.0898438,0.105469,1.0001,0.000108931,0,-7.97924e-05,0.0025751
12,13,0.0976562,0.105469,1.00011,0.000122435,0,-8.78276e-05,0.00280514
13,13,0.105469,0.105469,1.00012,0.000136846,0,-9.60482e-05,0.00303533
14,13,0.113281,0.105469,1.00013,0.000152199,0,-0.000104439,0.00326526
15,13,0.121094,0.105469,1.00014,0.00016852,0,-0.000112979,0.00349445
16,13,0.128906,0.105469,1.00015,0.000185828,0,-0.000121647,0.00372236
17,13,0.136719,0.105469,1.00016,0.000204135,0,-0.000130412,0.00394845
18,13,0.144531,0.105469,1.00017,0.000223444,0,-0.000139246,0.00417209
19,13,0.152344,0.105469,1.00018,0.000243748,0,-0.000148115,0.00439268
20,13,0.160156,0.105469,1.00019,0.000265034,0,-0.000156981,0.00460956
21,13,0.167969,0.105469,1.00019,0.000287279,0,-0.000165809,0.00482207
22,13,0.175781,0.105469,1.0002,0.000310451,0,-0.000174558,0.00502955
23,13,0.183594,0.105469,1.00021,0.000334509,0,-0.000183188,0.0052313
24,13,0.191406,0.105469,1.00022,0.000359402,0,-0.000191659,0.00542666
25,13,0.199219,0.105469,1.00022,0.000385071,0,-0.000199929,0.00561492
26,13,0.207031,0.105469,1.00023,0.000411444,0,-0.000207956,0.00579539
27,13,0.214844,0.105469,1.00023,0.00043844,0,-0.0002157,0.00596738
28,13,0.222656,0.105469,1.00023,0.000465968,0,-0.00022312,0.00613018
29,13,0.230469,0.105469,1.00024,0.000493921,0,-0.000230175,0.00628308
30,13,0.238281,0.105469,1.00024,0.000522183,0,-0.000236825,0.00642538
31,13,0.246094,0.105469,1.00023,0.000550623,0,-0.00024303,0.00655634
32,13,0.253906,0.105469,1.00023,0.000579093,0,-0.000248752,0.00667523
33,13,0.261719,0.105469,1.00022,0.000607432,0,-0.000253951,0.0067813
34,13,0.269531,0.105469,1.00022,0.00063546,0,-0.00025859,0.00687379
35,13,0.277344,0.105469,1.00021,0.000662978,0,-0.000262629,0.0069519
36,13,0.285156,0.105469,1.0002,0.000689767,0,-0.000266031,0.00701485
37,13,0.292969,0.105469,1.00018,0.000715586,0,-0.000268757,0.00706179
38,13,0.300781,0.105469,1.00016,0.00074017,0,-0.00027077,0.00709186
39,13,0.308594,0.105469,1.00014,0.000763231,0,-0.00027203,0.00710419
40,13,0.316406,0.105469,1.00012,0.000784456,0,-0.000272498,0.00709785
41,13,0.324219,0.105469,1.0001,0.000803506,0,-0.000272135,0.00707188
42,13,0.332031,0.105469,1.00007,0.00082002,0,-0.000270901,0.00702531
43,13,0.339844,0.105469,1.00004,0.000833611,0,-0.000268757,0.00695713
44,13,0.347656,0.105469,1.00001,0.000843877,0,-0.000265662,0.00686631
45,13,0.355469,0.105469,0.999979,0.000850399,0,-0.00026158,0.00675182
46,13,0.363281,0.105469,0.999943,0.00085275,0,-0.000256471,0.00661264
47,13,0.371094,0.105469,0.999906,0.000850504,0,-0.000250303,0.00644778
48,13,0.378906,0.105469,0.999868,0.000843247,0,-0.000243043,0.00625634
49,13,0.386719,0.105469,0.999828,0.000830587,0,-0.000234667,0.0060375
50,13,0.394531,0.105469,0.999788,0.00081217,0,-0.000225154,0.00579059
51,13,0.402344,0.105469,0.999747,0.000787693,0,-0.000214494,0.00551515
52,13,0.410156,0.105469,0.999706,0.000756923,0,-0.000202685,0.00521093
53,13,0.417969,0.105469,0.999666,0.000719709,0,-0.000189737,0.00487801
54,13,0.425781,0.105469,0.999628,0.000676002,0,-0.000175673,0.00451678
55,13,0.433594,0.105469,0.999591,0.000625864,0,-0.000160531,0.00412805
56,13,0.441406,0.105469,0.999556,0.000569482,0,-0.000144365,0.00371302
57,13,0.449219,0.105469,0.999525,0.000507169,0,-0.000127244,0.00327335
58,13,0.457031,0.105469,0.999496,0.000439376,0,-0.000109254,0.00281116
59,13,0.464844,0.105469,0.999472,0.000366681,0,-9.04965e-05,0.00232901
60,13,0.472656,0.105469,0.999452,0.000289784,0,-7.10885e-05,0.00182986
