i,j,x,y,Bx,By,Bz,psi,divB
92,116,0.722656,0.910156,1.00017,0.0005393,0,0.00023547,-0.00639002
93,116,0.730469,0.910156,1.00018,0.000517032,0,0.000231346,-0.00630801
94,116,0.738281,0.910156,1.00019,0.000494285,0,0.000226669,-0.00621214
95,116,0.746094,0.910156,1.00019,0.000471227,0,0.00022148,-0.00610323
96,116,0.753906,0.910156,1.00019,0.000448011,0,0.000215819,-0.0059821
97,116,0.761719,0.910156,1.00019,0.000424776,0,0.000209727,-0.00584955
98,116,0.769531,0.910156,1.00019,0.000401648,0,0.000203246,-0.0057064
99,116,0.777344,0.910156,1.00019,0.000378742,0,0.000196416,-0.00555343
100,116,0.785156,0.910156,1.00019,0.000356161,0,0.00018928,-0.00539144
101,116,0.792969,0.910156,1.00019,0.000333996,0,0.000181879,-0.00522122
102,116,0.800781,0.910156,1.00018,0.00031233,0,0.000174257,-0.00504356
103,116,0.808594,0.910156,1.00018,0.000291234,0,0.000166454,-0.00485925
104,116,0.816406,0.910156,1.00017,0.000270773,0,0.000158512,-0.00466907
105,116,0.824219,0.910156,1.00016,0.000251,0,0.000150473,-0.00447381
106,116,0.832031,0.910156,1.00016,0.000231961,0,0.000142377,-0.00427422
107,116,0.839844,0.910156,1.00015,0.000213695,0,0.000134262,-0.00407108
108,116,0.847656,0.910156,1.00014,0.000196229,0,0.000126166,-0.00386513
109,116,0.855469,0.910156,1.00013,0.000179586,0,0.000118125,-0.0036571
110,116,0.863281,0.910156,1.00013,0.000163779,0,0.000110171,-0.0034477
111,116,0.871094,0.910156,1.00012,0.000148815,0,0.000102336,-0.0032376
112,116,0.878906,0.910156,1.00011,0.000134693,0,9.46455e-05,-0.00302743
113,116,0.886719,0.910156,1.0001,0.000121403,0,8.71247e-05,-0.00281778
114,116,0.894531,0.910156,1.00009,0.000108931,0,7.97929e-05,-0.00260917
115,116,0.902344,0.910156,1.00009,9.72542e-05,0,7.26658e-05,-0.00240206
116,116,0.910156,0.910156,1.00008,8.63432e-05,0,6.57548e-05,-0.00219685
117,116,0.917969,0.910156,1.00007,7.61628e-05,0,5.90662e-05,-0.00199385
118,116,0.925781,0.910156,1.00007,6.66716e-05,0,5.26018e-05,-0.00179327
119,116,0.933594,0.910156,1.00006,5.78225e-05,0,4.63585e-05,-0.00159526
120,116,0.941406,0.910156,1.00006,4.95629e-05,0,4.03285e-05,-0.00139987
121,116,0.949219,0.910156,1.00005,4.18357e-05,0,3.44993e-05,-0.00120704
122,116,0.957031,0.910156,1.00005,3.45791e-05,0,2.8854e-05,-0.00101665
123,116,0.964844,0.910156,1.00005,2.77275e-05,0,2.33718e-05,-0.000828485
124,116,0.972656,0.910156,1.00004,2.12119e-05,0,1.80282e-05,-0.000642244
125,116,0.980469,0.910156,1.00004,1.49607e-05,0,1.27957e-05,-0.000457575
126,116,0.988281,0.910156,1.00004,8.8998e-06,0,7.64445e-06,-0.000274069
127,116,0.996094,0.910156,1.00004,2.9538e-06,0,2.54262e-06,-9.12761e-05
0,117,0.00390625,0.917969,1.00003,-2.58453e-06,0,-2.26963e-06,8.30333e-05
1,117,0.0117188,0.917969,1.00004,-7.78842e-06,0,-6.82549e-06,0.00024938
2,117,0.0195312,0.917969,1.00004,-1.30966e-05,0,-1.14309e-05,0.000416557
3,117,0.0273438,0.917969,1.00004,-1.85775e-05,0,-1.61176e-05,0.000585091
4,117,0.0351562,0.917969,1.00004,-2.42985e-05,0,-2.09159e-05,0.000755467
5,117,0.0429688,0.917969,1.00004,-3.03245e-05,0,-2.58536e-05,0.000928115
6,117,0.0507812,0.917969,1.00005,-3.67185e-05,0,-3.09558e-05,0.0011034
7,117,0.0585938,0.917969,1.00005,-4.35399e-05,0,-3.62442e-05,0.0012816
8,117,0.0664062,0.917969,1.00006,-5.08451e-05,0,-4.17366e-05,0.00146291
9,117,0.0742188,0.917969,1.00006,-5.86863e-05,0,-4.74467e-05,0.00164743
10,117,0.0820312,0.917969,1.00007,-6.71112e-05,0,-5.3384e-05,0.00183518
11,117,0.0898438,0.917969,1.00007,-7.61628e-05,0,-5.95531e-05,0.00202606
12,117,0.0976562,0.917969,1.00008,-8.58791e-05,0,-6.59543e-05,0.00221989
13,117,0.105469,0.917969,1.00008,-9.62922e-05,0,-7.25828e-05,0.00241638
14,117,0.113281,0.917969,1.00009,-0.000107429,0,-7.94296e-05,0.00261517
15,117,0.121094,0.917969,1.0001,-0.000119309,0,-8.64811e-05,0.00281581
16,117,0.128906,0.917969,1.0001,-0.000131946,0,-9.37194e-05,0.00301778
17,117,0.136719,0.917969,1.00011,-0.000145349,0,-0.000101123,0.0032205
18,117,0.144531,0.917969,1.00012,-0.000159518,0,-0.000108666,0.00342332
19,117,0.152344,0.917969,1.00013,-0.000174446,0,-0.00011632,0.00362557
20,117,0.160156,0.917969,1.00013,-0.000190121,0,-0.000124054,0.00382651
21,117,0.167969,0.917969,1.00014,-0.000206523,0,-0.000131833,0.00402538
22,117,0.175781,0.917969,1.00015,-0.000223622,0,-0.00013962,0.00422141
23,117,0.183594,0.917969,1.00015,-0.000241385,0,-0.000147379,0.00441379
24,117,0.191406,0.917969,1.00016,-0.000259768,0,-0.000155069,0.00460171
25,117,0.199219,0.917969,1.00016,-0.00027872,0,-0.000162649,0.00478435
26,117,0.207031,0.917969,1.00017,-0.000298183,0,-0.000170077,0.00496088
27,117,0.214844,0.917969,1.00017,-0.00031809,0,-0.000177313,0.00513046
28,117,0.222656,0.917969,1.00017,-0.000338363,0,-0.000184312,0.00529227
29,117,0.230469,0.917969,1.00018,-0.000358919,0,-0.000191034,0.00544547
30,117,0.238281,0.917969,1.00018,-0.000379662,0,-0.000197434,0.00558923
31,117,0.246094,0.917969,1.00017,-0.000400486,0,-0.00020347,0.00572271
32,117,0.253906,0.917969,1.00017,-0.000421276,0,-0.000209101,0.00584507
33,117,0.261719,0.917969,1.00017,-0.000441904,0,-0.000214284,0.00595547
34,117,0.269531,0.917969,1.00016,-0.000462231,0,-0.000218978,0.00605307
35,117,0.277344,0.917969,1.00016,-0.000482103,0,-0.000223141,0.00613702
36,117,0.285156,0.917969,1.00015,-0.000501355,0,-0.000226733,0.00620647
37,117,0.292969,0.917969,1.00014,-0.000519804,0,-0.000229712,0.00626054
38,117,0.300781,0.917969,1.00012,-0.000537254,0,-0.00023204,0.00629837
39,117,0.308594,0.917969,1.00011,-0.000553495,0,-0.000233675,0.00631908
40,117,0.316406,0.917969,1.00009,-0.000568299,0,-0.00023458,0.00632178
41,117,0.324219,0.917969,1.00008,-0.000581425,0,-0.000234716,0.00630558
42,117,0.332031,0.917969,1.00006,-0.000592616,0,-0.000234044,0.00626959
43,117,0.339844,0.917969,1.00004,-0.000601604,0,-0.000232528,0.0062129
44,117,0.347656,0.917969,1.00001,-0.000608112,0,-0.000230133,0.00613466
45,117,0.355469,0.917969,0.999987,-0.000611856,0,-0.000226827,0.00603402
46,117,0.363281,0.917969,0.999961,-0.000612549,0,-0.000222577,0.00591016
47,117,0.371094,0.917969,0.999933,-0.000609911,0,-0.000217359,0.00576234
48,117,0.378906,0.917969,0.999905,-0.000603673,0,-0.000211148,0.00558992
49,117,0.386719,0.917969,0.999875,-0.000593583,0,-0.000203928,0.00539235
50,117,0.394531,0.917969,0.999846,-0.000579421,0,-0.000195687,0.00516925
51,117,0.402344,0.917969,0.999816,-0.000561002,0,-0.000186423,0.00492041
52,117,0.410156,0.917969,0.999786,-0.000538192,0,-0.000176141,0.00464585
53,117,0.417969,0.917969,0.999757,-0.000510913,0,-0.000164857,0.00434585
54,117,0.425781,0.917969,0.999728,-0.000479156,0,-0.000152598,0.00402096
55,117,0.433594,0.917969,0.999701,-0.000442985,0,-0.000139403,0.00367206
56,117,0.441406,0.917969,0.999676,-0.000402548,0,-0.000125323,0.00330038
57,117,0.449219,0.917969,0.999653,-0.000358077,0,-0.000110422,0.00290749
58,117,0.457031,0.917969,0.999632,-0.00030989,0,-9.47795e-05,0.00249532
59,117,0.464844,0.917969,0.999615,-0.000258388,0,-7.84837e-05,0.00206614
60,117,0.472656,0.917969,0.9996,-0.000204054,0,-6.16361e-05,0.00162254
61,117,0.480469,0.917969,0.999589,-0.000147436,0,-4.4348e-05,0.00116741
62,117,0.488281,0.917969,0.999581,-8.91439e-05,0,-2.67389e-05,0.000703865
63,117,0.496094,0.917969,0.999578,-2.98293e-05,0,-8.9348e-06,0.000235195
64,117,0.503906,0.917969,0.999578,2.98293e-05,0,8.9348e-06,-0.000235195
65,117,0.511719,0.917969,0.999581,8.91439e-05,0,2.67389e-05,-0.000703865
66,117,0.519531,0.917969,0.999589,0.000147436,0,4.4348e-05,-0.00116741
67,117,0.527344,0.917969,0.9996,0.000204054,0,6.16361e-05,-0.00162254
68,117,0.535156,0.917969,0.999615,0.000258388,0,7.84837e-05,-0.00206614
69,117,0.542969,0.917969,0.999632,0.00030989,0,9.47795e-05,-0.00249532
70,117,0.550781,0.917969,0.999653,0.000358077,0,0.000110422,-0.00290749
71,117,0.558594,0.917969,0.999676,0.000402548,0,0.000125323,-0.00330038
72,117,0.566406,0.917969,0.999701,0.000442985,0,0.000139403,-0.00367206
73,117,0.574219,0.917969,0.999728,0.000479156,0,0.000152598,-0.00402096
74,117,0.582031,0.917969,0.999757,0.000510913,0,0.000164857,-0.00434585
75,117,0.589844,0.917969,0.999786,0.000538192,0,0.000176141,-0.00464585
76,117,0.597656,0.917969,0.999816,0.000561002,0,0.000186423,-0.00492041
77,117,0.605469,0.917969,0.999846,0.000579421,0,0.000195687,-0.00516925
78,117,0.613281,0.917969,0.999875,0.000593583,0,0.000203928,-0.00539235
79,117,0.621094,0.917969,0.999905,0.000603673,0,0.000211148,-0.00558992
80,117,0.628906,0.917969,0.999933,0.000609911,0,0.000217359,-0.00576234
81,117,0.636719,0.917969,0.999961,0.000612549,0,0.000222577,-0.00591016
82,117,0.644531,0.917969,0.999987,0.000611856,0,0.000226827,-0.00603402
83,117,0.652344,0.917969,1.00001,0.000608112,0,0.000230133,-0.00613466
84,117,0.660156,0.917969,1.00004,0.000601604,0,0.000232528,-0.0062129
85,117,0.667969,0.917969,1.00006,0.000592616,0,0.000234044,-0.00626959
86,117,0.675781,0.917969,1.00008,0.000581425,0,0.000234716,-0.00630558
87,117,0.683594,0.917969,1.00009,0.000568299,0,0.00023458,-0.00632178
88,117,0.691406,0.917969,1.00011,0.000553495,0,0.000233675,-0.00631908
89,117,0.699219,0.917969,1.00012,0.000537254,0,0.00023204,-0.00629837
90,117,0.707031,0.917969,1.00014,0.000519804,0,0.000229712,-0.00626054
91,117,0.714844,0.917969,1.00015,0.000501355,0,0.000226733,-0.00620647
92,117,0.722656,0.917969,1.00016,0.000482103,0,0.000223141,-0.00613702
93,117,0.730469,0.917969,1.00016,0.000462231,0,0.000218978,-0.00605307
94,117,0.738281,0.917969,1.00017,0.000441904,0,0.000214284,-0.00595547
95,117,0.746094,0.917969,1.00017,0.000421276,0,0.000209101,-0.00584507
96,117,0.753906,0.917969,1.00017,0.000400486,0,0.00020347,-0.00572271
97,117,0.761719,0.917969,1.00018,0.000379662,0,0.000197434,-0.00558923
98,117,0.769531,0.917969,1.00018,0.000358919,0,0.000191034,-0.00544547
99,117,0.777344,0.917969,1.00017,0.000338363,0,0.000184312,-0.00529227
100,117,0.785156,0.917969,1.00017,0.00031809,0,0.000177313,-0.00513046
101,117,0.792969,0.917969,1.00017,0.000298183,0,0.000170077,-0.00496088
102,117,0.800781,0.917969,1.00016,0.00027872,0,0.000162649,-0.00478435
103,117,0.808594,0.917969,1.00016,0.000259768,0,0.000155069,-0.00460171
104,117,0.816406,0.917969,1.00015,0.000241385,0,0.000147379,-0.00441379
105,117,0.824219,0.917969,1.00015,0.000223622,0,0.00013962,-0.00422141
106,117,0.832031,0.917969,1.00014,0.000206523,0,0.000131833,-0.00402538
107,117,0.839844,0.917969,1.00013,0.000190121,0,0.000124054,-0.00382651
108,117,0.847656,0.917969,1.00013,0.000174446,0,0.00011632,-0.00362557
109,117,0.855469,0.917969,1.00012,0.000159518,0,0.000108666,-0.00342332
110,117,0.863281,0.917969,1.00011,0.000145349,0,0.000101123,-0.0032205
111,117,0.871094,0.917969,1.0001,0.000131946,0,9.37194e-05,-0.00301778
112,117,0.878906,0.917969,1.0001,0.000119309,0,8.64811e-05,-0.00281581
113,117,0.886719,0.917969,1.00009,0.000107429,0,7.94296e-05,-0.00261517
114,117,0.894531,0.917969,1.00008,9.62922e-05,0,7.25828e-05,-0.00241638
115,117,0.902344,0.917969,1.00008,8.58791e-05,0,6.59543e-05,-0.00221989
116,117,0.910156,0.917969,1.00007,7.61628e-05,0,5.95531e-05,-0.00202606
117,117,0.917969,0.917969,1.00007,6.71112e-05,0,5.3384e-05,-0.00183518
118,117,0.925781,0.917969,1.00006,5.86863e-05,0,4.74467e-05,-0.00164743
119,117,0.933594,0.917969,1.00006,5.08451e-05,0,4.17366e-05,-0.00146291
120,117,0.941406,0.917969,1.00005,4.35399e-05,0,3.62442e-05,-0.0012816
121,117,0.949219,0.917969,1.00005,3.67185e-05,0,3.09558e-05,-0.0011034
122,117,0.957031,0.917969,1.00004,3.03245e-05,0,2.58536e-05,-0.000928115
123,117,0.964844,0.917969,1.00004,2.42985e-05,0,2.09159e-05,-0.000755467
124,117,0.972656,0.917969,1.00004,1.85775e-05,0,1.61176e-05,-0.000585091
125,117,0.980469,0.917969,1.00004,1.30966e-05,0,1.14309e-05,-0.000416557
126,117,0.988281,0.917969,1.00004,7.78842e-06,0,6.82549e-06,-0.00024938
127,117,0.996094,0.917969,1.00003,2.58453e-06,0,2.26963e-06,-8.30333e-05
0,118,0.00390625,0.925781,1.00003,-2.24444e-06,0,-2.02321e-06,7.54646e-05
1,118,0.0117188,0.925781,1.00003,-6.76465e-06,0,-6.08612e-06,0.000226707
2,118,0.0195312,0.925781,1.00003,-1.13786e-05,0,-1.01982e-05,0.000378882
3,118,0.0273438,0.925781,1.00003,-1.6148e-05,0,-1.43913e-05,0.00053258
4,118,0.0351562,0.925781,1.00003,-2.11333e-05,0,-1.86955e-05,0.000688354
5,118,0.0429688,0.925781,1.00004,-2.63932e-05,0,-2.31389e-05,0.000846698
6,118,0.0507812,0.925781,1.00004,-3.19841e-05,0,-2.7747e-05,0.00100804
7,118,0.0585938,0.925781,1.00004,-3.796e-05,0,-3.25419e-05,0.00117271
8,118,0.0664062,0.925781,1.00005,-4.43715e-05,0,-3.75425e-05,0.00134098
9,118,0.0742188,0.925781,1.00005,-5.12659e-05,0,-4.27636e-05,0.001513
10,118,0.0820312,0.925781,1.00006,-5.86863e-05,0,-4.82158e-05,0.00168883
11,118,0.0898438,0.925781,1.00006,-6.66716e-05,0,-5.39055e-05,0.00186842
12,118,0.0976562,0.925781,1.00007,-7.52562e-05,0,-5.98344e-05,0.00205162
13,118,0.105469,0.925781,1.00007,-8.44692e-05,0,-6.6e-05,0.00223819
14,118,0.113281,0.925781,1.00008,-9.43346e-05,0,-7.23951e-05,0.00242778
15,118,0.121094,0.925781,1.00009,-0.000104871,0,-7.9008e-05,0.00261998
16,118,0.128906,0.925781,1.00009,-0.00011609,0,-8.58232e-05,0.00281427
17,118,0.136719,0.925781,1.0001,-0.000128,0,-9.28208e-05,0.00301007
18,118,0.144531,0.925781,1.00011,-0.0001406,0,-9.99775e-05,0.00320674
19,118,0.152344,0.925781,1.00011,-0.000153884,0,-0.000107266,0.00340357
20,118,0.160156,0.925781,1.00012,-0.00016784,0,-0.000114657,0.00359983
21,118,0.167969,0.925781,1.00013,-0.000182449,0,-0.000122117,0.00379474
22,118,0.175781,0.925781,1.00013,-0.000197686,0,-0.000129612,0.00398748
23,118,0.183594,0.925781,1.00014,-0.000213517,0,-0.000137104,0.00417721
24,118,0.191406,0.925781,1.00014,-0.000229904,0,-0.000144553,0.00436309
25,118,0.199219,0.925781,1.00015,-0.000246798,0,-0.000151921,0.00454425
26,118,0.207031,0.925781,1.00015,-0.000264146,0,-0.000159164,0.00471983
27,118,0.214844,0.925781,1.00016,-0.000281886,0,-0.000166242,0.00488893
28,118,0.222656,0.925781,1.00016,-0.000299948,0,-0.000173111,0.0050507
29,118,0.230469,0.925781,1.00016,-0.000318254,0,-0.000179728,0.00520425
30,118,0.238281,0.925781,1.00016,-0.000336717,0,-0.00018605,0.0053487
31,118,0.246094,0.925781,1.00016,-0.000355241,0,-0.000192033,0.00548318
32,118,0.253906,0.925781,1.00016,-0.00037372,0,-0.000197634,0.00560682
33,118,0.261719,0.925781,1.00015,-0.00039204,0,-0.000202811,0.00571874
34,118,0.269531,0.925781,1.00015,-0.000410073,0,-0.000207521,0.00581807
35,118,0.277344,0.925781,1.00014,-0.000427682,0,-0.000211721,0.00590395
36,118,0.285156,0.925781,1.00013,-0.000444716,0,-0.00021537,0.00597549
37,118,0.292969,0.925781,1.00013,-0.000461014,0,-0.000218426,0.00603183
38,118,0.300781,0.925781,1.00011,-0.000476401,0,-0.000220849,0.00607208
39,118,0.308594,0.925781,1.0001,-0.000490688,0,-0.000222599,0.00609538
40,118,0.316406,0.925781,1.00009,-0.000503675,0,-0.000223636,0.00610084
41,118,0.324219,0.925781,1.00007,-0.000515147,0,-0.000223922,0.00608758
42,118,0.332031,0.925781,1.00005,-0.00052488,0,-0.00022342,0.00605475
43,118,0.339844,0.925781,1.00003,-0.000532639,0,-0.000222094,0.00600149
44,118,0.347656,0.925781,1.00001,-0.000538182,0,-0.00021991,0.00592697
45,118,0.355469,0.925781,0.999989,-0.00054126,0,-0.000216836,0.0058304
46,118,0.363281,0.925781,0.999966,-0.000541628,0,-0.000212843,0.00571103
47,118,0.371094,0.925781,0.999941,-0.000539043,0,-0.000207908,0.00556818
48,118,0.378906,0.925781,0.999915,-0.000533273,0,-0.000202008,0.00540129
49,118,0.386719,0.925781,0.999888,-0.000524106,0,-0.000195129,0.00520988
50,118,0.394531,0.925781,0.999861,-0.000511352,0,-0.000187262,0.00499366
51,118,0.402344,0.925781,0.999834,-0.000494859,0,-0.000178406,0.00475247
52,118,0.410156,0.925781,0.999807,-0.000474515,0,-0.000168568,0.00448642
53,118,0.417969,0.925781,0.999781,-0.000450259,0,-0.000157767,0.00419583
54,118,0.425781,0.925781,0.999755,-0.00042209,0,-0.000146029,0.0038813
55,118,0.433594,0.925781,0.999731,-0.000390068,0,-0.000133394,0.00354372
56,118,0.441406,0.925781,0.999708,-0.000354329,0,-0.000119912,0.00318433
57,118,0.449219,0.925781,0.999687,-0.000315079,0,-0.000105647,0.00280467
58,118,0.457031,0.925781,0.999668,-0.000272596,0,-9.06735e-05,0.0024066
59,118,0.464844,0.925781,0.999652,-0.000227235,0,-7.50781e-05,0.00199234
60,118,0.472656,0.925781,0.999639,-0.000179414,0,-5.89578e-05,0.00156436
61,118,0.480469,0.925781,0.999629,-0.000129613,0,-4.24187e-05,0.00112543
62,118,0.488281,0.925781,0.999622,-7.83592e-05,0,-2.55748e-05,0.000678501
63,118,0.496094,0.925781,0.999619,-2.62191e-05,0,-8.54565e-06,0.000226711
64,118,0.503906,0.925781,0.999619,2.62191e-05,0,8.54565e-06,-0.000226711
65,118,0.511719,0.925781,0.999622,7.83592e-05,0,2.55748e-05,-0.000678501
66,118,0.519531,0.925781,0.999629,0.000129613,0,4.24187e-05,-0.00112543
67,118,0.527344,0.925781,0.999639,0.000179414,0,5.89578e-05,-0.00156436
68,118,0.535156,0.925781,0.999652,0.000227235,0,7.50781e-05,-0.00199234
69,118,0.542969,0.925781,0.999668,0.000272596,0,9.06735e-05,-0.0024066
70,118,0.550781,0.925781,0.999687,0.000315079,0,0.000105647,-0.00280467
71,118,0.558594,0.925781,0.999708,0.000354329,0,0.000119912,-0.00318433
72,118,0.566406,0.925781,0.999731,0.000390068,0,0.000133394,-0.00354372
73,118,0.574219,0.925781,0.999755,0.00042209,0,0.000146029,-0.0038813
74,118,0.582031,0.925781,0.999781,0.000450259,0,0.000157767,-0.00419583
75,118,0.589844,0.925781,0.999807,0.000474515,0,0.000168568,-0.00448642
76,118,0.597656,0.925781,0.999834,0.000494859,0,0.000178406,-0.00475247
77,118,0.605469,0.925781,0.999861,0.000511352,0,0.000187262,-0.00499366
78,118,0.613281,0.925781,0.999888,0.000524106,0,0.000195129,-0.00520988
79,118,0.621094,0.925781,0.999915,0.000533273,0,0.000202008,-0.00540129
80,118,0.628906,0.925781,0.999941,0.000539043,0,0.000207908,-0.00556818
81,118,0.636719,0.925781,0.999966,0.000541628,0,0.000212843,-0.00571103
82,118,0.644531,0.925781,0.999989,0.00054126,0,0.000216836,-0.0058304
83,118,0.652344,0.925781,1.00001,0.000538182,0,0.00021991,-0.00592697
84,118,0.660156,0.925781,1.00003,0.000532639,0,0.000222094,-0.00600149
85,118,0.667969,0.925781,1.00005,0.00052488,0,0.00022342,-0.00605475
86,118,0.675781,0.925781,1.00007,0.000515147,0,0.000223922,-0.00608758
87,118,0.683594,0.925781,1.00009,0.000503675,0,0.000223636,-0.00610084
88,118,0.691406,0.925781,1.0001,0.000490688,0,0.000222599,-0.00609538
89,118,0.699219,0.925781,1.00011,0.000476401,0,0.000220849,-0.00607208
90,118,0.707031,0.925781,1.00013,0.000461014,0,0.000218426,-0.00603183
91,118,0.714844,0.925781,1.00013,0.000444716,0,0.00021537,-0.00597549
92,118,0.722656,0.925781,1.00014,0.000427682,0,0.000211721,-0.00590395
93,118,0.730469,0.925781,1.00015,0.000410073,0,0.000207521,-0.00581807
94,118,0.738281,0.925781,1.00015,0.00039204,0,0.000202811,-0.00571874
95,118,0.746094,0.925781,1.00016,0.00037372,0,0.000197634,-0.00560682
96,118,0.753906,0.925781,1.00016,0.000355241,0,0.000192033,-0.00548318
97,118,0.761719,0.925781,1.00016,0.000336717,0,0.00018605,-0.0053487
98,118,0.769531,0.925781,1.00016,0.000318254,0,0.000179728,-0.00520425
99,118,0.777344,0.925781,1.00016,0.000299948,0,0.000173111,-0.0050507
100,118,0.785156,0.925781,1.00016,0.000281886,0,0.000166242,-0.00488893
101,118,0.792969,0.925781,1.00015,0.000264146,0,0.000159164,-0.00471983
102,118,0.800781,0.925781,1.00015,0.000246798,0,0.000151921,-0.00454425
103,118,0.808594,0.925781,1.00014,0.000229904,0,0.000144553,-0.00436309
104,118,0.816406,0.925781,1.00014,0.000213517,0,0.000137104,-0.00417721
105,118,0.824219,0.925781,1.00013,0.000197686,0,0.000129612,-0.00398748
106,118,0.832031,0.925781,1.00013,0.000182449,0,0.000122117,-0.00379474
107,118,0.839844,0.925781,1.00012,0.00016784,0,0.000114657,-0.00359983
108,118,0.847656,0.925781,1.00011,0.000153884,0,0.000107266,-0.00340357
109,118,0.855469,0.925781,1.00011,0.0001406,0,9.99775e-05,-0.00320674
110,118,0.863281,0.925781,1.0001,0.000128,0,9.28208e-05,-0.00301007
111,118,0.871094,0.925781,1.00009,0.00011609,0,8.58232e-05,-0.00281427
112,118,0.878906,0.925781,1.00009,0.000104871,0,7.9008e-05,-0.00261998
113,118,0.886719,0.925781,1.00008,9.43346e-05,0,7.23951e-05,-0.00242778
114,118,0.894531,0.925781,1.00007,8.44692e-05,0,6.6e-05,-0.00223819
115,118,0.902344,0.925781,1.00007,7.52562e-05,0,5.98344e-05,-0.00205162
116,118,0.910156,0.925781,1.00006,6.66716e-05,0,5.39055e-05,-0.00186842
117,118,0.917969,0.925781,1.00006,5.86863e-05,0,4.82158e-05,-0.00168883
118,118,0.925781,0.925781,1.00005,5.12659e-05,0,4.27636e-05,-0.001513
119,118,0.933594,0.925781,1.00005,4.43715e-05,0,3.75425e-05,-0.00134098
120,118,0.941406,0.925781,1.00004,3.796e-05,0,3.25419e-05,-0.00117271
121,118,0.949219,0.925781,1.00004,3.19841e-05,0,2.7747e-05,-0.00100804
122,118,0.957031,0.925781,1.00004,2.63932e-05,0,2.31389e-05,-0.000846698
123,118,0.964844,0.925781,1.00003,2.11333e-05,0,1.86955e-05,-0.000688354
124,118,0.972656,0.925781,1.00003,1.6148e-05,0,1.43913e-05,-0.00053258
125,118,0.980469,0.925781,1.00003,1.13786e-05,0,1.01982e-05,-0.000378882
126,118,0.988281,0.925781,1.00003,6.76465e-06,0,6.08612e-06,-0.000226707
127,118,0.996094,0.925781,1.00003,2.24444e-06,0,2.02321e-06,-7.54646e-05
0,119,0.00390625,0.933594,1.00003,-1.93146e-06,0,-1.80305e-06,6.85936e-05
1,119,0.0117188,0.933594,1.00003,-5.82225e-06,0,-5.42546e-06,0.000206123
2,119,0.0195312,0.933594,1.00003,-9.79645e-06,0,-9.09649e-06,0.000344669
3,119,0.0273438,0.933594,1.00003,-1.39089e-05,0,-1.28476e-05,0.000484881
4,119,0.0351562,0.933594,1.00003,-1.82135e-05,0,-1.67088e-05,0.000627368
5,119,0.0429688,0.933594,1.00003,-2.27624e-05,0,-2.07081e-05,0.00077268
6,119,0.0507812,0.933594,1.00004,-2.7606e-05,0,-2.48713e-05,0.000921297
7,119,0.0585938,0.933594,1.00004,-3.27924e-05,0,-2.92209e-05,0.00107362
8,119,0.0664062,0.933594,1.00004,-3.83668e-05,0,-3.37765e-05,0.00122995
9,119,0.0742188,0.933594,1.00005,-4.43715e-05,0,-3.85538e-05,0.0013905
10,119,0.0820312,0.933594,1.00005,-5.08451e-05,0,-4.35646e-05,0.00155537
11,119,0.0898438,0.933594,1.00006,-5.78225e-05,0,-4.88167e-05,0.00172456
12,119,0.0976562,0.933594,1.00006,-6.53343e-05,0,-5.43135e-05,0.00189796
13,119,0.105469,0.933594,1.00007,-7.34068e-05,0,-6.00541e-05,0.00207536
14,119,0.113281,0.933594,1.00007,-8.20614e-05,0,-6.60333e-05,0.00225646
15,119,0.121094,0.933594,1.00008,-9.13145e-05,0,-7.22416e-05,0.00244083
16,119,0.128906,0.933594,1.00008,-0.000101178,0,-7.86652e-05,0.002628
17,119,0.136719,0.933594,1.00009,-0.000111656,0,-8.52864e-05,0.00281739
18,119,0.144531,0.933594,1.0001,-0.000122751,0,-9.20836e-05,0.00300835
19,119,0.152344,0.933594,1.0001,-0.000134456,0,-9.90319e-05,0.00320018
20,119,0.160156,0.933594,1.00011,-0.000146759,0,-0.000106103,0.00339213
21,119,0.167969,0.933594,1.00011,-0.000159645,0,-0.000113265,0.00358338
22,119,0.175781,0.933594,1.00012,-0.000173088,0,-0.000120485,0.00377311
23,119,0.183594,0.933594,1.00012,-0.000187059,0,-0.000127726,0.00396045
24,119,0.191406,0.933594,1.00013,-0.000201523,0,-0.00013495,0.0041445
25,119,0.199219,0.933594,1.00013,-0.000216435,0,-0.000142117,0.00432438
26,119,0.207031,0.933594,1.00014,-0.000231748,0,-0.000149187,0.00449915
27,119,0.214844,0.933594,1.00014,-0.000247404,0,-0.000156116,0.00466792
28,119,0.222656,0.933594,1.00014,-0.00026334,0,-0.000162861,0.00482975
29,119,0.230469,0.933594,1.00014,-0.000279486,0,-0.00016938,0.00498374
30,119,0.238281,0.933594,1.00015,-0.000295763,0,-0.000175628,0.00512895
31,119,0.246094,0.933594,1.00014,-0.000312085,0,-0.00018156,0.00526448
32,119,0.253906,0.933594,1.00014,-0.000328357,0,-0.000187134,0.00538942
33,119,0.261719,0.933594,1.00014,-0.000344474,0,-0.000192305,0.00550286
34,119,0.269531,0.933594,1.00014,-0.000360325,0,-0.000197029,0.0056039
35,119,0.277344,0.933594,1.00013,-0.000375786,0,-0.000201264,0.00569166
36,119,0.285156,0.933594,1.00012,-0.000390724,0,-0.000204967,0.00576524
37,119,0.292969,0.933594,1.00011,-0.000404995,0,-0.000208095,0.00582375
38,119,0.300781,0.933594,1.0001,-0.000418445,0,-0.000210608,0.00586632
39,119,0.308594,0.933594,1.00009,-0.000430907,0,-0.000212465,0.00589206
