i,j,x,y,Bx,By,Bz,psi,divB_centered,normDivB_centered,divB_fv,normDivB_fv,divB_analytic_initial,Bmag
26,1,0.207031,0.0117188,1.00012,0.000274249,0,0,0.00361497,2.82386e-05,0.00357173,2.79007e-05,8.89459e-14,1.00012
27,1,0.214844,0.0117188,1.00012,0.000291914,0,0,0.00372425,2.90923e-05,0.00367633,2.87179e-05,1.37694e-13,1.00012
28,1,0.222656,0.0117188,1.00012,0.000310227,0,0,0.00382811,2.99036e-05,0.00377484,2.94875e-05,2.10528e-13,1.00012
29,1,0.230469,0.0117188,1.00011,0.000329161,0,0,0.00392604,3.06687e-05,0.00386669,3.02051e-05,3.17911e-13,1.00011
30,1,0.238281,0.0117188,1.00011,0.000348684,0,0,0.00401752,3.13835e-05,0.00395132,3.08664e-05,4.74131e-13,1.00011
31,1,0.246094,0.0117188,1.0001,0.000368757,0,0,0.00410203,3.20438e-05,0.00402818,3.14669e-05,6.98372e-13,1.0001
32,1,0.253906,0.0117188,1.0001,0.000389334,0,0,0.00417905,3.26456e-05,0.00409672,3.20025e-05,1.01594e-12,1.0001
33,1,0.261719,0.0117188,1.00009,0.000410366,0,0,0.00424806,3.3185e-05,0.00415638,3.24688e-05,1.4596e-12,1.00009
34,1,0.269531,0.0117188,1.00008,0.000431794,0,0,0.00430857,3.36579e-05,0.00420666,3.28618e-05,2.07103e-12,1.00008
35,1,0.277344,0.0117188,1.00007,0.000453554,0,0,0.00436007,3.40605e-05,0.00424704,3.31775e-05,2.90216e-12,1.00007
36,1,0.285156,0.0117188,1.00007,0.000475577,0,0,0.0044021,3.43891e-05,0.00427705,3.34123e-05,4.01635e-12,1.00007
37,1,0.292969,0.0117188,1.00006,0.000497787,0,0,0.00443419,3.46402e-05,0.00429625,3.35626e-05,5.48927e-12,1.00006
38,1,0.300781,0.0117188,1.00004,0.000520101,0,0,0.00445591,3.48102e-05,0.00430422,3.36252e-05,7.40911e-12,1.00004
39,1,0.308594,0.0117188,1.00003,0.000542433,0,0,0.00446686,3.48962e-05,0.00430059,3.35973e-05,9.876e-12,1.00003
40,1,0.316406,0.0117188,1.00002,0.00056469,0,0,0.00446666,3.4895e-05,0.00428505,3.34763e-05,1.30003e-11,1.00002
41,1,0.324219,0.0117188,1.00001,0.000586774,0,0,0.00445497,3.48042e-05,0.00425731,3.326e-05,1.68998e-11,1.00001
42,1,0.332031,0.0117188,0.999994,0.000608585,0,0,0.00443151,3.46214e-05,0.00421716,3.29467e-05,2.16949e-11,0.999994
43,1,0.339844,0.0117188,0.99998,0.000630019,0,0,0.00439601,3.43445e-05,0.00416442,3.25352e-05,2.75028e-11,0.99998
44,1,0.347656,0.0117188,0.999966,0.000650967,0,0,0.00434825,3.39719e-05,0.004099,3.20245e-05,3.44295e-11,0.999966
45,1,0.355469,0.0117188,0.999951,0.000671323,0,0,0.0042881,3.35024e-05,0.00402085,3.14144e-05,4.25614e-11,0.999951
46,1,0.363281,0.0117188,0.999936,0.000690976,0,0,0.00421542,3.29351e-05,0.00393,3.0705e-05,5.19545e-11,0.999936
47,1,0.371094,0.0117188,0.999921,0.000709817,0,0,0.00413018,3.22695e-05,0.00382653,2.98971e-05,6.26248e-11,0.999921
48,1,0.378906,0.0117188,0.999906,0.000727737,0,0,0.00403237,3.15059e-05,0.0037106,2.89918e-05,7.45381e-11,0.999906
49,1,0.386719,0.0117188,0.99989,0.000744633,0,0,0.00392207,3.06445e-05,0.00358246,2.7991e-05,8.7601e-11,0.999891
50,1,0.394531,0.0117188,0.999875,0.000760401,0,0,0.00379941,2.96865e-05,0.00344238,2.68969e-05,1.01656e-10,0.999876
51,1,0.402344,0.0117188,0.999861,0.000774943,0,0,0.00366457,2.86335e-05,0.00329073,2.57124e-05,1.16476e-10,0.999861
52,1,0.410156,0.0117188,0.999846,0.000788167,0,0,0.00351783,2.74873e-05,0.00312796,2.44409e-05,1.31768e-10,0.999847
53,1,0.417969,0.0117188,0.999833,0.000799988,0,0,0.00335952,2.62506e-05,0.00295456,2.30864e-05,1.47179e-10,0.999833
54,1,0.425781,0.0117188,0.99982,0.000810327,0,0,0.00319003,2.49266e-05,0.0027711,2.16531e-05,1.62305e-10,0.99982
55,1,0.433594,0.0117188,0.999807,0.000819115,0,0,0.00300982,2.35188e-05,0.0025782,2.01461e-05,1.76708e-10,0.999808
56,1,0.441406,0.0117188,0.999796,0.000826293,0,0,0.00281944,2.20314e-05,0.00237655,1.85706e-05,1.89933e-10,0.999796
57,1,0.449219,0.0117188,0.999785,0.00083181,0,0,0.00261949,2.04691e-05,0.00216689,1.69324e-05,2.01538e-10,0.999786
58,1,0.457031,0.0117188,0.999776,0.000835628,0,0,0.00241063,1.88372e-05,0.00195,1.52378e-05,2.11108e-10,0.999776
59,1,0.464844,0.0117188,0.999768,0.000837718,0,0,0.00219359,1.71414e-05,0.00172673,1.34932e-05,2.18289e-10,0.999768
60,1,0.472656,0.0117188,0.999761,0.000838064,0,0,0.00196916,1.53877e-05,0.00149795,1.17055e-05,2.228e-10,0.999761
