i,j,x,y,Bx,By,Bz,psi,divB,normDivB,Bmag
65,81,0.511719,0.636719,0.995946,0.0129835,0,-0.000403752,-0.00406551,3.18884e-05,0.99603
66,81,0.519531,0.636719,0.996671,0.0139301,0,-0.000474534,-0.00443651,3.47726e-05,0.996768
67,81,0.527344,0.636719,0.997404,0.014662,0,-0.000549342,-0.00481492,3.77104e-05,0.997512
68,81,0.535156,0.636719,0.998133,0.0151756,0,-0.000627746,-0.00520616,4.07445e-05,0.998248
69,81,0.542969,0.636719,0.998844,0.0154746,0,-0.000709212,-0.00561628,4.39227e-05,0.998964
70,81,0.550781,0.636719,0.999527,0.0155692,0,-0.000793144,-0.00605177,4.72961e-05,0.999648
71,81,0.558594,0.636719,1.00017,0.0154755,0,-0.000878935,-0.00651941,5.09181e-05,1.00029
72,81,0.566406,0.636719,1.00077,0.0152136,0,-0.000966017,-0.00702603,5.48424e-05,1.00088
73,81,0.574219,0.636719,1.00131,0.014807,0,-0.0010539,-0.00757836,5.91218e-05,1.00142
74,81,0.582031,0.636719,1.0018,0.0142806,0,-0.00114224,-0.00818284,6.38069e-05,1.0019
75,81,0.589844,0.636719,1.00223,0.0136598,0,-0.00123081,-0.00884547,6.89449e-05,1.00233
76,81,0.597656,0.636719,1.0026,0.0129691,0,-0.0013196,-0.0095717,7.45786e-05,1.00269
77,81,0.605469,0.636719,1.00291,0.0122315,0,-0.00140878,-0.0103662,8.07453e-05,1.00298
78,81,0.613281,0.636719,1.00316,0.0114673,0,-0.00149871,-0.011233,8.74753e-05,1.00323
79,81,0.621094,0.636719,1.00336,0.010694,0,-0.00158994,-0.0121746,9.47903e-05,1.00341
80,81,0.628906,0.636719,1.0035,0.00992627,0,-0.0016832,-0.0131923,0.000102701,1.00355
81,81,0.636719,0.636719,1.00359,0.00917531,0,-0.00177935,-0.0142857,0.000111203,1.00364
82,81,0.644531,0.636719,1.00364,0.00844955,0,-0.00187941,-0.0154516,0.000120273,1.00368
83,81,0.652344,0.636719,1.00365,0.00775473,0,-0.00198446,-0.0166838,0.000129864,1.00368
84,81,0.660156,0.636719,1.00362,0.00709428,0,-0.00209568,-0.0179721,0.000139897,1.00365
85,81,0.667969,0.636719,1.00356,0.00646974,0,-0.00221424,-0.0193011,0.000150252,1.00358
86,81,0.675781,0.636719,1.00347,0.00588121,0,-0.00234133,-0.0206489,0.00016076,1.00348
87,81,0.683594,0.636719,1.00335,0.00532766,0,-0.00247809,-0.0219864,0.000171193,1.00336
88,81,0.691406,0.636719,1.00321,0.00480737,0,-0.00262557,-0.0232751,0.000181254,1.00322
89,81,0.699219,0.636719,1.00304,0.00431819,0,-0.0027847,-0.0244666,0.000190563,1.00305
90,81,0.707031,0.636719,1.00286,0.0038578,0,-0.00295622,-0.0255007,0.000198654,1.00287
91,81,0.714844,0.636719,1.00267,0.00342387,0,-0.00314066,-0.0263052,0.000204961,1.00268
92,81,0.722656,0.636719,1.00247,0.00301427,0,-0.00333826,-0.0267946,0.000208817,1.00247
93,81,0.730469,0.636719,1.00225,0.00262707,0,-0.00354891,-0.0268708,0.000209455,1.00226
94,81,0.738281,0.636719,1.00204,0.0022607,0,-0.00377214,-0.0264233,0.000206011,1.00204
95,81,0.746094,0.636719,1.00183,0.0019139,0,-0.00400699,-0.025331,0.000197537,1.00183
96,81,0.753906,0.636719,1.00163,0.00158575,0,-0.00425203,-0.0234647,0.00018302,1.00163
97,81,0.761719,0.636719,1.00144,0.00127569,0,-0.00450525,-0.0206906,0.000161413,1.00144
98,81,0.769531,0.636719,1.00127,0.00098344,0,-0.00476404,-0.0168754,0.000131672,1.00127
99,81,0.777344,0.636719,1.00113,0.000708979,0,-0.0050252,-0.011892,9.28012e-05,1.00113
100,81,0.785156,0.636719,1.00103,0.000452515,0,-0.00528489,-0.00562661,4.39124e-05,1.00103
101,81,0.792969,0.636719,1.00098,0.00021441,0,-0.00553868,0.00201333,1.57137e-05,1.00098
102,81,0.800781,0.636719,1.00099,-4.87329e-06,0,-0.00578154,0.0110905,8.65585e-05,1.00099
103,81,0.808594,0.636719,1.00107,-0.000204841,0,-0.00600799,0.0216288,0.000168795,1.00107
104,81,0.816406,0.636719,1.00122,-0.000385032,0,-0.00621211,0.033605,0.000262219,1.00122
105,81,0.824219,0.636719,1.00146,-0.000545095,0,-0.00638774,0.0469405,0.000366188,1.00146
106,81,0.832031,0.636719,1.0018,-0.000684846,0,-0.00652857,0.0614952,0.000479569,1.0018
107,81,0.839844,0.636719,1.00224,-0.000804342,0,-0.00662837,0.0770629,0.000600708,1.00224
108,81,0.847656,0.636719,1.00279,-0.00090393,0,-0.00668113,0.0933691,0.000727415,1.00279
109,81,0.855469,0.636719,1.00346,-0.000984296,0,-0.0066813,0.110073,0.00085698,1.00346
110,81,0.863281,0.636719,1.00424,-0.00104649,0,-0.00662399,0.12677,0.000986215,1.00424
111,81,0.871094,0.636719,1.00513,-0.00109195,0,-0.00650512,0.143006,0.00111153,1.00513
112,81,0.878906,0.636719,1.00613,-0.00112248,0,-0.00632168,0.158282,0.00122904,1.00613
113,81,0.886719,0.636719,1.00723,-0.00114025,0,-0.00607182,0.172076,0.00133469,1.00723
114,81,0.894531,0.636719,1.00841,-0.00114772,0,-0.00575497,0.18386,0.00142442,1.00841
115,81,0.902344,0.636719,1.00967,-0.00114758,0,-0.00537198,0.193122,0.00149432,1.00967
116,81,0.910156,0.636719,1.01097,-0.0011427,0,-0.00492506,0.199389,0.00154082,1.01097
117,81,0.917969,0.636719,1.0123,-0.00113601,0,-0.00441787,0.20225,0.00156088,1.0123
118,81,0.925781,0.636719,1.01363,-0.00113038,0,-0.00385536,0.201379,0.00155212,1.01363
119,81,0.933594,0.636719,1.01493,-0.00112855,0,-0.00324371,0.196555,0.00151299,1.01493
120,81,0.941406,0.636719,1.01618,-0.00113301,0,-0.00259018,0.187675,0.00144287,1.01618
121,81,0.949219,0.636719,1.01734,-0.00114592,0,-0.00190291,0.174772,0.00134214,1.01734
122,81,0.957031,0.636719,1.01839,-0.00116901,0,-0.0011907,0.158015,0.0012122,1.01839
123,81,0.964844,0.636719,1.0193,-0.00120354,0,-0.000462815,0.137707,0.00105547,1.0193
124,81,0.972656,0.636719,1.02005,-0.00125028,0,0.000271276,0.114286,0.000875312,1.02005
125,81,0.980469,0.636719,1.02062,-0.00130949,0,0.00100212,0.0883022,0.000675925,1.02062
126,81,0.988281,0.636719,1.02099,-0.00138094,0,0.0017205,0.0604021,0.00046219,1.02099
127,81,0.996094,0.636719,1.02115,-0.00146394,0,0.00241764,0.0313042,0.000239497,1.02116
0,82,0.00390625,0.644531,1.021,-0.00138857,0,0.00322797,0.00118237,9.04725e-06,1.021
1,82,0.0117188,0.644531,1.02073,-0.00151237,0,0.00378837,-0.0281418,0.000215392,1.02073
2,82,0.0195312,0.644531,1.02026,-0.00164407,0,0.00430638,-0.0563499,0.000431491,1.02026
3,82,0.0273438,0.644531,1.0196,-0.00178151,0,0.00477807,-0.0827437,0.000634009,1.0196
4,82,0.0351562,0.644531,1.01876,-0.0019226,0,0.00520033,-0.106701,0.000818252,1.01876
5,82,0.0429688,0.644531,1.01776,-0.00206538,0,0.00557094,-0.127699,0.000980231,1.01777
6,82,0.0507812,0.644531,1.01664,-0.00220816,0,0.00588849,-0.145328,0.0011168,1.01664
7,82,0.0585938,0.644531,1.0154,-0.00234955,0,0.00615233,-0.159309,0.00122572,1.01541
8,82,0.0664062,0.644531,1.01409,-0.00248859,0,0.00636252,-0.169493,0.00130576,1.01409
9,82,0.0742188,0.644531,1.01272,-0.0026247,0,0.00651979,-0.17586,0.00135664,1.01273
10,82,0.0820312,0.644531,1.01133,-0.00275772,0,0.00662546,-0.178516,0.00137902,1.01134
11,82,0.0898438,0.644531,1.00995,-0.00288792,0,0.0066814,-0.177676,0.00137442,1.00995
12,82,0.0976562,0.644531,1.00858,-0.00301593,0,0.00668998,-0.173651,0.0013451,1.00858
13,82,0.105469,0.644531,1.00726,-0.00314267,0,0.00665401,-0.166826,0.00129393,1.00727
14,82,0.113281,0.644531,1.00601,-0.00326934,0,0.00657669,-0.15764,0.00122421,1.00601
15,82,0.121094,0.644531,1.00483,-0.00339731,0,0.00646153,-0.146563,0.00113952,1.00483
16,82,0.128906,0.644531,1.00374,-0.00352805,0,0.00631233,-0.134077,0.00104357,1.00374
17,82,0.136719,0.644531,1.00274,-0.00366307,0,0.00613307,-0.120653,0.000940017,1.00275
18,82,0.144531,0.644531,1.00185,-0.00380387,0,0.00592788,-0.10674,0.000832358,1.00186
19,82,0.152344,0.644531,1.00106,-0.00395187,0,0.00570096,-0.0927435,0.000723789,1.00106
20,82,0.160156,0.644531,1.00036,-0.00410835,0,0.0054565,-0.0790224,0.000617135,1.00037
21,82,0.167969,0.644531,0.999759,-0.00427448,0,0.0051986,-0.065877,0.000514784,0.999768
22,82,0.175781,0.644531,0.999246,-0.00445123,0,0.00493122,-0.0535479,0.000418655,0.999256
23,82,0.183594,0.644531,0.998812,-0.00463943,0,0.00465811,-0.042215,0.000330193,0.998823
24,82,0.191406,0.644531,0.998449,-0.00483973,0,0.00438274,-0.0319999,0.000250385,0.998461
25,82,0.199219,0.644531,0.998148,-0.00505261,0,0.00410827,-0.0229706,0.000179789,0.998161
26,82,0.207031,0.644531,0.997898,-0.00527841,0,0.0038375,-0.0151476,0.000118588,0.997912
27,82,0.214844,0.644531,0.997689,-0.00551731,0,0.00357286,-0.00851087,6.66442e-05,0.997705
28,82,0.222656,0.644531,0.997512,-0.00576936,0,0.00331635,-0.00300798,2.35581e-05,0.997529
29,82,0.230469,0.644531,0.997358,-0.00603441,0,0.00306962,0.00143848,1.12677e-05,0.997376
30,82,0.238281,0.644531,0.997217,-0.00631217,0,0.0028339,0.0049233,3.85699e-05,0.997237
31,82,0.246094,0.644531,0.997083,-0.00660209,0,0.00261006,0.00755195,5.91709e-05,0.997105
32,82,0.253906,0.644531,0.996948,-0.00690336,0,0.00239864,0.0094346,7.39317e-05,0.996972
33,82,0.261719,0.644531,0.996806,-0.00721474,0,0.00219986,0.0106812,8.37122e-05,0.996832
34,82,0.269531,0.644531,0.996652,-0.00753455,0,0.00201368,0.0113976,8.93406e-05,0.99668
35,82,0.277344,0.644531,0.996481,-0.00786043,0,0.00183986,0.0116826,9.15897e-05,0.996512
36,82,0.285156,0.644531,0.996289,-0.00818925,0,0.00167797,0.0116258,9.11617e-05,0.996323
37,82,0.292969,0.644531,0.996075,-0.00851693,0,0.00152743,0.0113067,8.86782e-05,0.996111
38,82,0.300781,0.644531,0.995835,-0.00883823,0,0.00138761,0.0107939,8.46766e-05,0.995875
39,82,0.308594,0.644531,0.99557,-0.0091466,0,0.0012578,0.0101455,7.96107e-05,0.995612
40,82,0.316406,0.644531,0.995278,-0.00943404,0,0.00113728,0.0094091,7.3854e-05,0.995323
41,82,0.324219,0.644531,0.994961,-0.00969102,0,0.00102535,0.00862314,6.77062e-05,0.995009
42,82,0.332031,0.644531,0.994621,-0.0099064,0,0.000921339,0.00781735,6.14003e-05,0.99467
43,82,0.339844,0.644531,0.994259,-0.0100676,0,0.000824637,0.00701406,5.51109e-05,0.99431
44,82,0.347656,0.644531,0.993881,-0.0101605,0,0.000734687,0.00622921,4.89627e-05,0.993933
45,82,0.355469,0.644531,0.993491,-0.0101702,0,0.000651001,0.00547338,4.30387e-05,0.993543
46,82,0.363281,0.644531,0.993094,-0.0100812,0,0.000573147,0.0047528,3.73875e-05,0.993145
47,82,0.371094,0.644531,0.992699,-0.00987798,0,0.000500744,0.00407027,3.20313e-05,0.992748
48,82,0.378906,0.644531,0.992313,-0.00954575,0,0.00043344,0.00342594,2.69712e-05,0.992359
49,82,0.386719,0.644531,0.991945,-0.00907147,0,0.000370897,0.00281805,2.21939e-05,0.991986
50,82,0.394531,0.644531,0.991604,-0.00844463,0,0.000312764,0.00224358,1.76757e-05,0.99164
51,82,0.402344,0.644531,0.991301,-0.00765823,0,0.000258657,0.00169876,1.33876e-05,0.991331
52,82,0.410156,0.644531,0.991046,-0.00670962,0,0.000208136,0.00117956,9.2984e-06,0.991069
53,82,0.417969,0.644531,0.990848,-0.00560134,0,0.00016069,0.000682021,5.37742e-06,0.990864
54,82,0.425781,0.644531,0.990716,-0.00434158,0,0.000115725,0.000202524,1.59703e-06,0.990726
55,82,0.433594,0.644531,0.990659,-0.00294454,0,7.25662e-05,-0.000262001,2.06617e-06,0.990663
56,82,0.441406,0.644531,0.990682,-0.00143038,0,3.0459e-05,-0.000713998,5.63057e-06,0.990683
57,82,0.449219,0.644531,0.990791,0.000175211,0,-1.14098e-05,-0.00115528,9.10955e-06,0.990791
58,82,0.457031,0.644531,0.990988,0.0018417,0,-5.3888e-05,-0.00158712,1.25121e-05,0.990989
59,82,0.464844,0.644531,0.991272,0.00353486,0,-9.78252e-05,-0.00201037,1.58442e-05,0.991278
60,82,0.472656,0.644531,0.991642,0.00521808,0,-0.000144036,-0.00242568,1.911e-05,0.991656
61,82,0.480469,0.644531,0.992093,0.006854,0,-0.000193259,-0.00283371,2.23143e-05,0.992117
62,82,0.488281,0.644531,0.992619,0.00840615,0,-0.00024612,-0.00323541,2.54637e-05,0.992654
63,82,0.496094,0.644531,0.993208,0.0098406,0,-0.000303102,-0.0036322,2.85692e-05,0.993257
64,82,0.503906,0.644531,0.993852,0.0111275,0,-0.000364516,-0.00402617,3.16471e-05,0.993914
65,82,0.511719,0.644531,0.994537,0.0122424,0,-0.000430491,-0.00442022,3.472e-05,0.994612
66,82,0.519531,0.644531,0.99525,0.0131671,0,-0.000500974,-0.0048181,3.78178e-05,0.995337
67,82,0.527344,0.644531,0.995979,0.0138905,0,-0.000575739,-0.00522445,4.09768e-05,0.996075
68,82,0.535156,0.644531,0.996709,0.0144084,0,-0.000654414,-0.00564466,4.42399e-05,0.996813
69,82,0.542969,0.644531,0.997428,0.0147236,0,-0.000736514,-0.00608481,4.7655e-05,0.997537
70,82,0.550781,0.644531,0.998126,0.0148449,0,-0.000821487,-0.00655145,5.12737e-05,0.998236
71,82,0.558594,0.644531,0.998791,0.0147867,0,-0.000908756,-0.00705142,5.51499e-05,0.9989
72,82,0.566406,0.644531,0.999415,0.0145675,0,-0.000997772,-0.00759165,5.93381e-05,0.999521
73,82,0.574219,0.644531,0.999992,0.0142088,0,-0.00108806,-0.00817896,6.38922e-05,1.00009
74,82,0.582031,0.644531,1.00052,0.0137336,0,-0.00117926,-0.0088199,6.88635e-05,1.00061
75,82,0.589844,0.644531,1.00098,0.0131657,0,-0.00127115,-0.00952053,7.42996e-05,1.00107
76,82,0.597656,0.644531,1.00139,0.0125281,0,-0.00136368,-0.0102863,8.02435e-05,1.00147
77,82,0.605469,0.644531,1.00175,0.0118422,0,-0.00145701,-0.0111219,8.67318e-05,1.00182
78,82,0.613281,0.644531,1.00204,0.0111274,0,-0.00155146,-0.0120308,9.37932e-05,1.00211
79,82,0.621094,0.644531,1.00229,0.0104005,0,-0.00164753,-0.0130155,0.000101446,1.00234
80,82,0.628906,0.644531,1.00248,0.00967523,0,-0.00174591,-0.0140767,0.000109698,1.00252
81,82,0.636719,0.644531,1.00262,0.00896271,0,-0.00184742,-0.015213,0.000118536,1.00266
82,82,0.644531,0.644531,1.00271,0.00827116,0,-0.001953,-0.0164201,0.000127931,1.00275
83,82,0.652344,0.644531,1.00276,0.00760633,0,-0.0020637,-0.0176906,0.000137823,1.00279
84,82,0.660156,0.644531,1.00278,0.00697182,0,-0.00218061,-0.0190125,0.00014812,1.0028
85,82,0.667969,0.644531,1.00276,0.00636945,0,-0.00230482,-0.0203682,0.000158685,1.00278
86,82,0.675781,0.644531,1.00271,0.00579962,0,-0.00243743,-0.0217336,0.000169333,1.00272
87,82,0.683594,0.644531,1.00263,0.0052617,0,-0.00257947,-0.0230768,0.000179813,1.00264
88,82,0.691406,0.644531,1.00252,0.00475436,0,-0.00273185,-0.0243563,0.000189803,1.00253
89,82,0.699219,0.644531,1.00239,0.00427582,0,-0.00289534,-0.0255204,0.0001989,1.0024
90,82,0.707031,0.644531,1.00225,0.00382417,0,-0.0030705,-0.0265057,0.00020661,1.00225
91,82,0.714844,0.644531,1.00208,0.00339746,0,-0.00325765,-0.0272364,0.000212341,1.00209
92,82,0.722656,0.644531,1.00191,0.00299388,0,-0.00345677,-0.0276241,0.000215402,1.00191
93,82,0.730469,0.644531,1.00172,0.00261189,0,-0.0036675,-0.0275676,0.000215,1.00173
94,82,0.738281,0.644531,1.00154,0.00225019,0,-0.00388906,-0.0269541,0.000210255,1.00154
95,82,0.746094,0.644531,1.00135,0.00190783,0,-0.00412017,-0.0256608,0.000200204,1.00136
96,82,0.753906,0.644531,1.00118,0.0015842,0,-0.00435906,-0.0235578,0.000183829,1.00118
97,82,0.761719,0.644531,1.00101,0.00127896,0,-0.00460339,-0.0205119,0.000160087,1.00101
98,82,0.769531,0.644531,1.00087,0.000992084,0,-0.00485024,-0.0163914,0.000127947,1.00087
99,82,0.777344,0.644531,1.00076,0.000723779,0,-0.00509607,-0.0110726,8.64394e-05,1.00076
100,82,0.785156,0.644531,1.00069,0.000474439,0,-0.0053368,-0.00444662,3.47154e-05,1.00069
101,82,0.792969,0.644531,1.00066,0.000244587,0,-0.00556778,0.00357268,2.78932e-05,1.00066
102,82,0.800781,0.644531,1.00069,3.48093e-05,0,-0.00578389,0.0130399,0.000101804,1.00069
103,82,0.808594,0.644531,1.00079,-0.000154318,0,-0.0059796,0.0239697,0.000187115,1.00079
104,82,0.816406,0.644531,1.00097,-0.000322303,0,-0.00614911,0.0363283,0.00028354,1.00097
105,82,0.824219,0.644531,1.00124,-0.000468812,0,-0.00628649,0.050026,0.000390346,1.00124
106,82,0.832031,0.644531,1.0016,-0.000593741,0,-0.00638582,0.0649113,0.00050631,1.0016
107,82,0.839844,0.644531,1.00207,-0.000697284,0,-0.00644142,0.0807666,0.000629688,1.00207
108,82,0.847656,0.644531,1.00264,-0.000779988,0,-0.00644798,0.0973072,0.00075821,1.00264
109,82,0.855469,0.644531,1.00333,-0.000842796,0,-0.00640083,0.114183,0.000889094,1.00333
110,82,0.863281,0.644531,1.00413,-0.000887074,0,-0.00629606,0.130984,0.0010191,1.00413
111,82,0.871094,0.644531,1.00504,-0.000914614,0,-0.00613075,0.147248,0.0011446,1.00504
112,82,0.878906,0.644531,1.00606,-0.000927625,0,-0.00590308,0.162476,0.0012617,1.00606
113,82,0.886719,0.644531,1.00718,-0.00092869,0,-0.00561247,0.176147,0.00136635,1.00718
114,82,0.894531,0.644531,1.00837,-0.000920706,0,-0.00525964,0.187737,0.00145452,1.00837
115,82,0.902344,0.644531,1.00963,-0.000906807,0,-0.00484667,0.19674,0.00152237,1.00964
116,82,0.910156,0.644531,1.01094,-0.000890262,0,-0.00437695,0.202693,0.0015664,1.01094
117,82,0.917969,0.644531,1.01228,-0.000874362,0,-0.0038551,0.205196,0.00158365,1.01228
118,82,0.925781,0.644531,1.01361,-0.000862306,0,-0.00328693,0.203935,0.00157186,1.01361
119,82,0.933594,0.644531,1.01491,-0.000857079,0,-0.0026792,0.198703,0.00152957,1.01491
120,82,0.941406,0.644531,1.01615,-0.000861337,0,-0.00203948,0.189413,0.00145627,1.01615
121,82,0.949219,0.644531,1.0173,-0.000877309,0,-0.00137594,0.176107,0.00135243,1.0173
122,82,0.957031,0.644531,1.01834,-0.000906711,0,-0.000697097,0.158965,0.00121955,1.01834
123,82,0.964844,0.644531,1.01924,-0.000950693,0,-1.16329e-05,0.138304,0.0010601,1.01925
124,82,0.972656,0.644531,1.01998,-0.00100981,0,0.00067187,0.114565,0.000877505,1.01998
125,82,0.980469,0.644531,1.02054,-0.00108401,0,0.00134511,0.0883037,0.000675987,1.02054
126,82,0.988281,0.644531,1.0209,-0.00117268,0,0.00200024,0.0601678,0.000460437,1.0209
127,82,0.996094,0.644531,1.02106,-0.00127472,0,0.00263002,0.0308749,0.000236236,1.02106
0,83,0.00390625,0.652344,1.02087,-0.00121503,0,0.00336844,0.000386897,2.96085e-06,1.02087
1,83,0.0117188,0.652344,1.02059,-0.00136209,0,0.00385528,-0.0289835,0.000221865,1.02059
2,83,0.0195312,0.652344,1.02011,-0.00151721,0,0.00430096,-0.0572117,0.000438153,1.02011
3,83,0.0273438,0.652344,1.01944,-0.00167769,0,0.0047032,-0.0836095,0.00064074,1.01945
4,83,0.0351562,0.652344,1.0186,-0.00184089,0,0.00506044,-0.107565,0.000825001,1.0186
5,83,0.0429688,0.652344,1.0176,-0.0020044,0,0.00537181,-0.128562,0.000987013,1.01761
6,83,0.0507812,0.652344,1.01648,-0.00216609,0,0.00563699,-0.146201,0.00112368,1.01648
7,83,0.0585938,0.652344,1.01524,-0.00232423,0,0.00585618,-0.160206,0.00123281,1.01524
8,83,0.0664062,0.652344,1.01393,-0.00247758,0,0.00603001,-0.17043,0.00131319,1.01393
9,83,0.0742188,0.652344,1.01257,-0.00262538,0,0.00615949,-0.176856,0.00136454,1.01257
10,83,0.0820312,0.652344,1.01118,-0.00276738,0,0.00624593,-0.179587,0.00138751,1.01118
11,83,0.0898438,0.652344,1.00979,-0.0029038,0,0.00629098,-0.178836,0.0013836,1.00979
12,83,0.0976562,0.652344,1.00842,-0.00303532,0,0.0062965,-0.174907,0.00135504,1.00843
13,83,0.105469,0.652344,1.0071,-0.00316299,0,0.00626463,-0.168181,0.00130464,1.00711
14,83,0.113281,0.652344,1.00585,-0.00328815,0,0.00619774,-0.159089,0.00123565,1.00585
15,83,0.121094,0.652344,1.00467,-0.00341237,0,0.00609842,-0.148097,0.00115163,1.00467
16,83,0.128906,0.652344,1.00357,-0.00353734,0,0.00596946,-0.13568,0.00105622,1.00358
17,83,0.136719,0.652344,1.00257,-0.00366483,0,0.00581383,-0.122305,0.000953053,1.00258
18,83,0.144531,0.652344,1.00167,-0.00379655,0,0.00563468,-0.108418,0.000845594,1.00168
19,83,0.152344,0.652344,1.00087,-0.00393415,0,0.00543524,-0.0944223,0.000737027,1.00088
20,83,0.160156,0.652344,1.00017,-0.00407915,0,0.00521883,-0.0806759,0.00063017,1.00018
21,83,0.167969,0.652344,0.999557,-0.00423287,0,0.0049888,-0.06748,0.000527417,0.999566
22,83,0.175781,0.652344,0.999033,-0.00439646,0,0.00474844,-0.0550773,0.000430704,0.999043
23,83,0.183594,0.652344,0.998589,-0.00457086,0,0.00450098,-0.0436506,0.000341499,0.9986
24,83,0.191406,0.652344,0.998216,-0.0047568,0,0.00424947,-0.0333254,0.000260817,0.998227
25,83,0.199219,0.652344,0.997903,-0.00495481,0,0.00399678,-0.0241739,0.000189253,0.997916
26,83,0.207031,0.652344,0.997642,-0.00516526,0,0.00374553,-0.0162208,0.000127023,0.997656
27,83,0.214844,0.652344,0.997422,-0.00538831,0,0.00349804,-0.00945064,7.40228e-05,0.997437
28,83,0.222656,0.652344,0.997234,-0.00562396,0,0.00325633,-0.00381489,2.9886e-05,0.99725
29,83,0.230469,0.652344,0.997069,-0.00587205,0,0.0030221,0.000760225,5.95662e-06,0.997086
30,83,0.238281,0.652344,0.996918,-0.0061322,0,0.0027967,0.00436649,3.4218e-05,0.996936
31,83,0.246094,0.652344,0.996773,-0.00640383,0,0.00258118,0.00710699,5.5702e-05,0.996793
32,83,0.253906,0.652344,0.996627,-0.00668606,0,0.00237624,0.0090902,7.12559e-05,0.996649
33,83,0.261719,0.652344,0.996474,-0.00697768,0,0.00218232,0.010425,8.17316e-05,0.996499
34,83,0.269531,0.652344,0.99631,-0.00727699,0,0.00199959,0.0112168,8.79536e-05,0.996336
35,83,0.277344,0.652344,0.996128,-0.00758172,0,0.001828,0.0115644,9.06953e-05,0.996157
36,83,0.285156,0.652344,0.995926,-0.0078889,0,0.00166732,0.0115579,9.06627e-05,0.995957
37,83,0.292969,0.652344,0.995701,-0.00819463,0,0.00151716,0.0112776,8.8484e-05,0.995734
38,83,0.300781,0.652344,0.99545,-0.00849401,0,0.00137704,0.0107933,8.47049e-05,0.995486
39,83,0.308594,0.652344,0.995173,-0.00878089,0,0.0012464,0.010164,7.97887e-05,0.995211
40,83,0.316406,0.652344,0.994869,-0.00904781,0,0.00112465,0.00943893,7.4119e-05,0.99491
41,83,0.324219,0.652344,0.994539,-0.00928587,0,0.00101119,0.00865751,6.80052e-05,0.994582
42,83,0.332031,0.652344,0.994184,-0.00948469,0,0.000905457,0.00785076,6.169e-05,0.994229
43,83,0.339844,0.652344,0.993807,-0.00963251,0,0.000806901,0.00704213,5.53568e-05,0.993854
44,83,0.347656,0.652344,0.993413,-0.0097163,0,0.000715033,0.00624855,4.91382e-05,0.99346
45,83,0.355469,0.652344,0.993004,-0.00972207,0,0.000629418,0.00548147,4.31236e-05,0.993052
46,83,0.363281,0.652344,0.992588,-0.00963532,0,0.000549667,0.00474783,3.73677e-05,0.992635
47,83,0.371094,0.652344,0.992171,-0.00944153,0,0.000475434,0.004051,3.18967e-05,0.992216
48,83,0.378906,0.652344,0.991761,-0.00912691,0,0.000406399,0.00339157,2.67156e-05,0.991803
49,83,0.386719,0.652344,0.991368,-0.00867916,0,0.00034225,0.0027681,2.18133e-05,0.991406
50,83,0.394531,0.652344,0.990999,-0.00808834,0,0.00028266,0.00217776,1.71677e-05,0.991032
51,83,0.402344,0.652344,0.990666,-0.00734772,0,0.000227265,0.0016169,1.27507e-05,0.990693
52,83,0.410156,0.652344,0.990378,-0.00645465,0,0.000175643,0.00108149,8.53106e-06,0.990399
53,83,0.417969,0.652344,0.990146,-0.00541122,0,0.000127299,0.000567531,4.47789e-06,0.990161
54,83,0.425781,0.652344,0.989978,-0.00422484,0,8.165e-05,7.13095e-05,5.62741e-07,0.989987
55,83,0.433594,0.652344,0.989882,-0.0029085,0,3.80283e-05,-0.000410376,3.23882e-06,0.989886
56,83,0.441406,0.652344,0.989866,-0.00148074,0,-4.31786e-06,-0.000880126,6.94637e-06,0.989867
57,83,0.449219,0.652344,0.989935,3.46518e-05,0,-4.62061e-05,-0.00133992,1.05745e-05,0.989935
58,83,0.457031,0.652344,0.990091,0.00160936,0,-8.84963e-05,-0.00179116,1.41335e-05,0.990093
59,83,0.464844,0.652344,0.990336,0.00321152,0,-0.000132059,-0.00223487,1.76302e-05,0.990342
60,83,0.472656,0.652344,0.990668,0.00480697,0,-0.000177736,-0.00267179,2.10697e-05,0.99068
61,83,0.480469,0.652344,0.991083,0.00636072,0,-0.000226306,-0.00310268,2.44573e-05,0.991103
62,83,0.488281,0.652344,0.991574,0.00783852,0,-0.000278441,-0.00352855,2.78001e-05,0.991605
63,83,0.496094,0.652344,0.992133,0.00920838,0,-0.000334677,-0.00395082,3.11092e-05,0.992176
64,83,0.503906,0.652344,0.99275,0.010442,0,-0.000395386,-0.00437161,3.44007e-05,0.992805
65,83,0.511719,0.652344,0.993413,0.011516,0,-0.00046076,-0.00479379,3.76973e-05,0.99348
66,83,0.519531,0.652344,0.994109,0.0124129,0,-0.000530811,-0.0052211,4.10283e-05,0.994186
67,83,0.527344,0.652344,0.994825,0.0131216,0,-0.000605379,-0.00565812,4.44301e-05,0.994912
68,83,0.535156,0.652344,0.995549,0.0136375,0,-0.000684152,-0.00611026,4.79453e-05,0.995643
69,83,0.542969,0.652344,0.996268,0.0139625,0,-0.000766702,-0.00658356,5.16217e-05,0.996366
70,83,0.550781,0.652344,0.99697,0.0141045,0,-0.000852521,-0.0070846,5.55111e-05,0.99707
71,83,0.558594,0.652344,0.997645,0.0140761,0,-0.000941073,-0.00762025,5.96678e-05,0.997744
72,83,0.566406,0.652344,0.998284,0.0138943,0,-0.00103184,-0.00819747,6.41466e-05,0.99838
73,83,0.574219,0.652344,0.998879,0.0135787,0,-0.00112435,-0.00882312,6.90016e-05,0.998972
