step,time,dt,L1_centered,L2_centered,Linf_centered,L1_norm_centered,L2_norm_centered,Linf_norm_centered,L1_fv,L2_fv,Linf_fv,L1_norm_fv,L2_norm_fv,Linf_norm_fv
111,0.021167,0.000190694,0.0342259,0.104461,0.625398,0.000260141,0.000787779,0.00464316,0.0342655,0.104662,0.633917,0.000260431,0.000789228,0.00469247
112,0.0213577,0.000190694,0.034187,0.104224,0.623355,0.000259859,0.000786038,0.00462851,0.0342265,0.104424,0.631696,0.000260148,0.000787477,0.00467693
113,0.0215484,0.000190694,0.0341484,0.103989,0.621322,0.000259577,0.000784305,0.00461393,0.0341876,0.104188,0.629485,0.000259865,0.000785735,0.00466146
114,0.0217391,0.000190694,0.0341098,0.103754,0.619299,0.000259297,0.000782579,0.00459943,0.0341488,0.103952,0.627286,0.000259583,0.000784,0.00464607
115,0.0219298,0.000190694,0.0340714,0.103521,0.617286,0.000259017,0.000780861,0.00458499,0.0341102,0.103717,0.625098,0.000259302,0.000782273,0.00463075
116,0.0221205,0.000190694,0.0340331,0.103288,0.615283,0.000258738,0.000779151,0.00457061,0.0340717,0.103483,0.622921,0.000259022,0.000780553,0.00461551
117,0.0223112,0.000190694,0.033995,0.103057,0.613289,0.000258461,0.000777448,0.00455631,0.0340334,0.103251,0.620755,0.000258742,0.000778841,0.00460033
118,0.0225019,0.000190694,0.0339569,0.102827,0.611305,0.000258184,0.000775753,0.00454207,0.0339952,0.103019,0.6186,0.000258464,0.000777136,0.00458523
119,0.0226926,0.000190694,0.0339191,0.102597,0.609331,0.000257908,0.000774065,0.0045279,0.0339571,0.102788,0.616456,0.000258187,0.00077544,0.0045702
120,0.0228833,0.000190694,0.0338813,0.102369,0.607366,0.000257633,0.000772385,0.00451379,0.0339191,0.102559,0.614323,0.00025791,0.00077375,0.00455524
121,0.023074,0.000190694,0.0338436,0.102142,0.60541,0.000257359,0.000770712,0.00449975,0.0338813,0.10233,0.6122,0.000257635,0.000772068,0.00454035
122,0.0232647,0.000190694,0.0338061,0.101916,0.603464,0.000257085,0.000769046,0.00448577,0.0338436,0.102103,0.610088,0.00025736,0.000770393,0.00452553
123,0.0234554,0.000190694,0.0337687,0.101691,0.601528,0.000256813,0.000767388,0.00447186,0.033806,0.101876,0.607987,0.000257086,0.000768726,0.00451078
124,0.0236461,0.000190694,0.0337314,0.101466,0.5996,0.000256541,0.000765736,0.00445802,0.0337685,0.101651,0.605896,0.000256813,0.000767065,0.0044961
125,0.0238368,0.000190694,0.0336943,0.101243,0.597682,0.000256271,0.000764092,0.00444423,0.0337312,0.101426,0.603857,0.000256541,0.000765412,0.00448149
126,0.0240275,0.000190694,0.0336573,0.101021,0.595773,0.000256001,0.000762455,0.00443051,0.033694,0.101203,0.601898,0.00025627,0.000763767,0.00446695
127,0.0242182,0.000190694,0.0336204,0.100799,0.593874,0.000255732,0.000760826,0.00441686,0.0336569,0.10098,0.599947,0.000256,0.000762128,0.00445248
128,0.0244088,0.000190694,0.0335836,0.100579,0.591983,0.000255464,0.000759203,0.00440327,0.0336199,0.100759,0.598006,0.00025573,0.000760496,0.00443807
129,0.0245995,0.000190694,0.033547,0.10036,0.590101,0.000255197,0.000757587,0.00438974,0.033583,0.100538,0.596074,0.000255462,0.000758871,0.00442373
130,0.0247902,0.000190694,0.0335104,0.100141,0.588228,0.000254931,0.000755978,0.00437627,0.0335463,0.100319,0.59415,0.000255194,0.000757254,0.00440946
131,0.0249809,0.000190694,0.033474,0.099924,0.586365,0.000254665,0.000754376,0.00436287,0.0335097,0.1001,0.592236,0.000254927,0.000755643,0.00439526
132,0.0251716,0.000190694,0.0334377,0.0997075,0.58451,0.000254401,0.00075278,0.00434952,0.0334732,0.0998823,0.59033,0.000254661,0.000754039,0.00438112
133,0.0253623,0.000190694,0.0334015,0.099492,0.582664,0.000254137,0.000751192,0.00433624,0.0334369,0.0996655,0.588434,0.000254396,0.000752442,0.00436704
134,0.025553,0.000190694,0.0333655,0.0992773,0.580854,0.000253874,0.00074961,0.00432302,0.0334006,0.0994497,0.586546,0.000254131,0.000750852,0.00435304
135,0.0257437,0.000190694,0.0333296,0.0990636,0.579085,0.000253612,0.000748035,0.00430986,0.0333645,0.0992348,0.584666,0.000253868,0.000749268,0.00433909
136,0.0259344,0.000190694,0.0332937,0.0988509,0.577325,0.000253351,0.000746467,0.00429676,0.0333284,0.0990209,0.582796,0.000253605,0.000747691,0.00432521
137,0.0261251,0.000190694,0.033258,0.098639,0.575573,0.00025309,0.000744905,0.00428372,0.0332925,0.0988078,0.580934,0.000253343,0.000746121,0.0043114
138,0.0263158,0.000190694,0.0332224,0.0984281,0.573828,0.000252831,0.00074335,0.00427074,0.0332568,0.0985957,0.57908,0.000253082,0.000744558,0.00429765
139,0.0265065,0.000190694,0.033187,0.098218,0.572092,0.000252572,0.000741802,0.00425781,0.0332211,0.0983845,0.577235,0.000252822,0.000743001,0.00428396
140,0.0266972,0.000190694,0.0331516,0.0980089,0.570363,0.000252314,0.00074026,0.00424495,0.0331855,0.0981742,0.575399,0.000252562,0.00074145,0.00427034
141,0.0268879,0.000190694,0.0331164,0.0978006,0.568642,0.000252056,0.000738724,0.00423215,0.0331501,0.0979648,0.57357,0.000252304,0.000739906,0.00425678
142,0.0270786,0.000190694,0.0330812,0.0975933,0.566929,0.0002518,0.000737195,0.0042194,0.0331148,0.0977562,0.571751,0.000252046,0.000738369,0.00424328
143,0.0272693,0.000190694,0.0330462,0.0973868,0.565224,0.000251544,0.000735672,0.00420671,0.0330795,0.0975486,0.569939,0.000251789,0.000736838,0.00422984
144,0.02746,0.000190694,0.0330113,0.0971812,0.563526,0.00025129,0.000734156,0.00419408,0.0330444,0.0973418,0.568136,0.000251532,0.000735313,0.00421647
145,0.0276506,0.000190694,0.0329765,0.0969765,0.561836,0.000251036,0.000732646,0.0041815,0.0330094,0.097136,0.566341,0.000251277,0.000733795,0.00420316
146,0.0278413,0.000190694,0.0329418,0.0967726,0.560153,0.000250782,0.000731142,0.00416899,0.0329746,0.0969309,0.564554,0.000251022,0.000732283,0.0041899
147,0.028032,0.000190694,0.0329072,0.0965696,0.558478,0.00025053,0.000729644,0.00415653,0.0329398,0.0967268,0.562776,0.000250768,0.000730777,0.00417671
148,0.0282227,0.000190694,0.0328728,0.0963674,0.556811,0.000250278,0.000728153,0.00414412,0.0329051,0.0965235,0.561005,0.000250515,0.000729277,0.00416358
149,0.0284134,0.000190694,0.0328384,0.0961661,0.555151,0.000250027,0.000726668,0.00413177,0.0328706,0.0963211,0.559243,0.000250263,0.000727784,0.00415051
150,0.0286041,0.000190694,0.0328042,0.0959656,0.553498,0.000249777,0.000725189,0.00411948,0.0328361,0.0961195,0.557488,0.000250011,0.000726297,0.0041375
151,0.0287948,0.000190694,0.03277,0.095766,0.551853,0.000249528,0.000723715,0.00410724,0.0328018,0.0959187,0.555741,0.000249761,0.000724816,0.00412454
152,0.0289855,0.000190694,0.032736,0.0955672,0.550215,0.000249279,0.000722248,0.00409506,0.0327676,0.0957188,0.554003,0.000249511,0.000723341,0.00411165
153,0.0291762,0.000190694,0.0327021,0.0953692,0.548585,0.000249031,0.000720787,0.00408293,0.0327335,0.0955197,0.552272,0.000249261,0.000721871,0.00409881
154,0.0293669,0.000190694,0.0326683,0.0951721,0.546961,0.000248784,0.000719332,0.00407086,0.0326994,0.0953215,0.550549,0.000249013,0.000720408,0.00408604
155,0.0295576,0.000190694,0.0326346,0.0949757,0.545345,0.000248538,0.000717883,0.00405884,0.0326655,0.095124,0.548833,0.000248765,0.000718951,0.00407348
156,0.0297483,0.000190694,0.032601,0.0947802,0.543736,0.000248292,0.00071644,0.00404687,0.0326317,0.0949274,0.547126,0.000248518,0.0007175,0.00406116
157,0.029939,0.000190694,0.0325674,0.0945855,0.542135,0.000248047,0.000715002,0.00403496,0.032598,0.0947316,0.545426,0.000248272,0.000716055,0.0040489
158,0.0301297,0.000190694,0.032534,0.0943916,0.54054,0.000247803,0.000713571,0.0040231,0.0325644,0.0945366,0.543734,0.000248026,0.000714615,0.00403668
159,0.0303204,0.000190694,0.0325007,0.0941985,0.538952,0.00024756,0.000712145,0.00401129,0.032531,0.0943424,0.542049,0.000247781,0.000713182,0.00402452
160,0.0305111,0.000190694,0.0324675,0.0940061,0.537372,0.000247317,0.000710725,0.00399953,0.0324976,0.094149,0.540372,0.000247537,0.000711754,0.00401242
161,0.0307018,0.000190694,0.0324344,0.0938146,0.535798,0.000247075,0.00070931,0.00398783,0.0324643,0.0939564,0.538702,0.000247294,0.000710332,0.00400037
162,0.0308924,0.000190694,0.0324015,0.0936238,0.534232,0.000246834,0.000707902,0.00397618,0.0324311,0.0937646,0.53704,0.000247051,0.000708915,0.00398836
