step,time,dt,L1,L2,Linf,L1_norm,L2_norm,Linf_norm
138,0.269531,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
139,0.271484,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
140,0.273438,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
141,0.275391,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
142,0.277344,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
143,0.279297,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
144,0.28125,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
145,0.283203,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
146,0.285156,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
147,0.287109,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
148,0.289062,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
149,0.291016,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
150,0.292969,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
151,0.294922,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
152,0.296875,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
153,0.298828,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
154,0.300781,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
155,0.302734,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
156,0.304688,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
157,0.306641,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
158,0.308594,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
159,0.310547,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
160,0.3125,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
161,0.314453,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
162,0.316406,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
163,0.318359,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
164,0.320312,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
165,0.322266,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
166,0.324219,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
167,0.326172,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
168,0.328125,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
169,0.330078,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
170,0.332031,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
171,0.333984,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
172,0.335938,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
173,0.337891,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
174,0.339844,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
175,0.341797,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
176,0.34375,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
177,0.345703,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
178,0.347656,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
179,0.349609,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
180,0.351562,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
181,0.353516,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
182,0.355469,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
183,0.357422,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
184,0.359375,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
185,0.361328,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
186,0.363281,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
187,0.365234,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
188,0.367188,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
189,0.369141,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
190,0.371094,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
191,0.373047,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
192,0.375,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
193,0.376953,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
194,0.378906,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
195,0.380859,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
196,0.382812,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
197,0.384766,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
198,0.386719,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
199,0.388672,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
200,0.390625,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
201,0.392578,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
202,0.394531,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
203,0.396484,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
204,0.398438,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
205,0.400391,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
206,0.402344,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
207,0.404297,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
208,0.40625,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
209,0.408203,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
210,0.410156,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
211,0.412109,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
212,0.414062,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
213,0.416016,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
214,0.417969,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
215,0.419922,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
216,0.421875,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
217,0.423828,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
218,0.425781,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
219,0.427734,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
220,0.429688,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
221,0.431641,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
222,0.433594,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
223,0.435547,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
224,0.4375,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
225,0.439453,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
226,0.441406,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
227,0.443359,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
228,0.445312,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
229,0.447266,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
230,0.449219,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
231,0.451172,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
232,0.453125,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
233,0.455078,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
234,0.457031,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
235,0.458984,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
236,0.460938,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
237,0.462891,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
238,0.464844,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
239,0.466797,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
240,0.46875,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
241,0.470703,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
242,0.472656,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
243,0.474609,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
244,0.476562,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
245,0.478516,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
246,0.480469,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
247,0.482422,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
248,0.484375,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
249,0.486328,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
250,0.488281,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
251,0.490234,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
252,0.492188,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
253,0.494141,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
254,0.496094,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
255,0.498047,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
256,0.5,0.00195312,0.0395825,0.139698,0.951866,0.000298826,0.00104551,0.00702527
