step,time,dt,L1_centered,L2_centered,Linf_centered,L1_norm_centered,L2_norm_centered,Linf_norm_centered,L1_fv,L2_fv,Linf_fv,L1_norm_fv,L2_norm_fv,Linf_norm_fv
119,0.116211,0.000976562,0.0339432,0.0748542,0.420135,0.000260952,0.000571309,0.00314029,0.0340343,0.0751638,0.441161,0.00026165,0.000573666,0.00330086
120,0.117188,0.000976562,0.034188,0.0752983,0.422713,0.000262839,0.000574689,0.00316037,0.0342803,0.0756072,0.443674,0.000263547,0.000577041,0.00332049
121,0.118164,0.000976562,0.0344311,0.0757331,0.42503,0.000264715,0.000578004,0.0031785,0.0345229,0.0760412,0.445928,0.000265419,0.000580351,0.00333819
122,0.119141,0.000976562,0.0346708,0.0761583,0.427091,0.000266564,0.00058125,0.00319473,0.0347652,0.0764655,0.447926,0.000267289,0.000583591,0.00335398
123,0.120117,0.000976562,0.0349103,0.0765736,0.428899,0.000268414,0.000584425,0.00320958,0.0350066,0.0768799,0.449671,0.000269153,0.00058676,0.00336789
124,0.121094,0.000976562,0.0351515,0.0769786,0.4305,0.000270277,0.000587526,0.00322511,0.0352451,0.077284,0.451167,0.000270995,0.000589855,0.00337993
125,0.12207,0.000976562,0.0353907,0.0773731,0.43222,0.000272126,0.000590551,0.0032388,0.0354825,0.0776776,0.452418,0.00027283,0.000592874,0.00339015
126,0.123047,0.000976562,0.0356258,0.0777569,0.433694,0.000273944,0.000593499,0.00325065,0.0357179,0.0780604,0.453427,0.00027465,0.000595815,0.00339856
127,0.124023,0.000976562,0.0358607,0.0781299,0.434928,0.00027576,0.000596368,0.00326071,0.0359505,0.0784323,0.4542,0.00027645,0.000598677,0.00340519
128,0.125,0.000976562,0.0360913,0.0784918,0.435925,0.000277545,0.000599156,0.00326899,0.0361814,0.0787932,0.454739,0.000278238,0.000601458,0.00341151
129,0.125977,0.000976562,0.0363161,0.0788426,0.436689,0.000279286,0.000601864,0.00327553,0.0364086,0.0791428,0.455049,0.000279998,0.000604158,0.00341809
