x,rho,u,v,w,p,Bx,By,Bz
-1.2375000000e-01,8.0314749697e-01,3.3224710138e-01,-1.0458879341e-01,0.0000000000e+00,6.4774986142e-01,7.0000616838e-01,7.8729800928e-01,0.0000000000e+00
-1.2125000000e-01,7.9595565051e-01,3.4751666421e-01,-1.0794031210e-01,0.0000000000e+00,6.3632391074e-01,7.0005550625e-01,7.7807412686e-01,0.0000000000e+00
-1.1875000000e-01,7.8876969627e-01,3.6287458343e-01,-1.1139839236e-01,0.0000000000e+00,6.2499987759e-01,7.0015413331e-01,7.6880524787e-01,0.0000000000e+00
-1.1625000000e-01,7.8159685737e-01,3.7830650386e-01,-1.1496253429e-01,0.0000000000e+00,6.1378841593e-01,7.0030195223e-01,7.5949935679e-01,0.0000000000e+00
-1.1375000000e-01,7.7444452629e-01,3.9379747853e-01,-1.1863184238e-01,0.0000000000e+00,6.0270004880e-01,7.0049881711e-01,7.5016469969e-01,0.0000000000e+00
-1.1125000000e-01,7.6732039344e-01,4.0933169059e-01,-1.2240489572e-01,0.0000000000e+00,5.9174535303e-01,7.0074453369e-01,7.4080996325e-01,0.0000000000e+00
-1.0875000000e-01,7.6023259570e-01,4.2489212683e-01,-1.2627959017e-01,0.0000000000e+00,5.8093516437e-01,7.0103885947e-01,7.3144448449e-01,0.0000000000e+00
-1.0625000000e-01,7.5318988997e-01,4.4046019094e-01,-1.3025294556e-01,0.0000000000e+00,5.7028080919e-01,7.0138150398e-01,7.2207849869e-01,0.0000000000e+00
-1.0375000000e-01,7.4620185780e-01,4.5601524239e-01,-1.3432086907e-01,0.0000000000e+00,5.5979436966e-01,7.0177212908e-01,7.1272343508e-01,0.0000000000e+00
-1.0125000000e-01,7.3927914829e-01,4.7153404375e-01,-1.3847786453e-01,0.0000000000e+00,5.4948899068e-01,7.0221034926e-01,7.0339227122e-01,0.0000000000e+00
-9.8750000000e-02,7.3243376736e-01,4.8699009730e-01,-1.4271667525e-01,0.0000000000e+00,5.3937923808e-01,7.0269573206e-01,6.9409995900e-01,0.0000000000e+00
-9.6250000000e-02,7.2567942219e-01,5.0235284956e-01,-1.4702784659e-01,0.0000000000e+00,5.2948151790e-01,7.0322779846e-01,6.8486393626e-01,0.0000000000e+00
-9.3750000000e-02,7.1903192935e-01,5.1758674259e-01,-1.5139919348e-01,0.0000000000e+00,5.1981456653e-01,7.0380602337e-01,6.7570473820e-01,0.0000000000e+00
-9.1250000000e-02,7.1250969366e-01,5.3265009467e-01,-1.5581515931e-01,0.0000000000e+00,5.1040001927e-01,7.0442983617e-01,6.6664672070e-01,0.0000000000e+00
-8.8750000000e-02,7.0613425979e-01,5.4749380288e-01,-1.6025605689e-01,0.0000000000e+00,5.0126305907e-01,7.0509862121e-01,6.5771890099e-01,0.0000000000e+00
-8.6250000000e-02,6.9993092897e-01,5.6205988292e-01,-1.6469719342e-01,0.0000000000e+00,4.9243313604e-01,7.0581171850e-01,6.4895590715e-01,0.0000000000e+00
-8.3750000000e-02,6.9392941544e-01,5.7627990179e-01,-1.6910790278e-01,0.0000000000e+00,4.8394472698e-01,7.0656842428e-01,6.4039900144e-01,0.0000000000e+00
-8.1250000000e-02,6.8816448654e-01,5.9007342989e-01,-1.7345054754e-01,0.0000000000e+00,4.7583806921e-01,7.0736799178e-01,6.3209709706e-01,0.0000000000e+00
-7.8750000000e-02,6.8267648315e-01,6.0334674941e-01,-1.7767961509e-01,0.0000000000e+00,4.6815974727e-01,7.0820963193e-01,6.2410761576e-01,0.0000000000e+00
-7.6250000000e-02,6.7751154829e-01,6.1599221784e-01,-1.8174112675e-01,0.0000000000e+00,4.6096293041e-01,7.0909251413e-01,6.1649692824e-01,0.0000000000e+00
-7.3750000000e-02,6.7272130273e-01,6.2788889523e-01,-1.8557270299e-01,0.0000000000e+00,4.5430695408e-01,7.1001576708e-01,6.0933998155e-01,0.0000000000e+00
-7.1250000000e-02,6.6836161169e-01,6.3890527163e-01,-1.8910476768e-01,0.0000000000e+00,4.4825582353e-01,7.1097847963e-01,6.0271856745e-01,0.0000000000e+00
-6.8750000000e-02,6.6449002345e-01,6.4890508678e-01,-1.9226347770e-01,0.0000000000e+00,4.4287513730e-01,7.1197970172e-01,5.9671758160e-01,0.0000000000e+00
-6.6250000000e-02,6.6116150274e-01,6.5775714707e-01,-1.9497593339e-01,0.0000000000e+00,4.3822696715e-01,7.1301844525e-01,5.9141867566e-01,0.0000000000e+00
-6.3750000000e-02,6.5842233412e-01,6.6534946603e-01,-1.9717791669e-01,0.0000000000e+00,4.3436251748e-01,7.1409368511e-01,5.8689107354e-01,0.0000000000e+00
-6.1250000000e-02,6.5630262803e-01,6.7160676138e-01,-1.9882370063e-01,0.0000000000e+00,4.3131304696e-01,7.1520436017e-01,5.8318014406e-01,0.0000000000e+00
-5.8750000000e-02,6.5480871378e-01,6.7650837113e-01,-1.9989643671e-01,0.0000000000e+00,4.2908057369e-01,7.1634937432e-01,5.8029554124e-01,0.0000000000e+00
-5.6250000000e-02,6.5391761562e-01,6.8010159691e-01,-2.0041672976e-01,0.0000000000e+00,4.2763104428e-01,7.1752759758e-01,5.7820185904e-01,0.0000000000e+00
-5.3750000000e-02,6.5357635746e-01,6.8250449926e-01,-2.0044734174e-01,0.0000000000e+00,4.2689341793e-01,7.1873786718e-01,5.7681472950e-01,0.0000000000e+00
-5.1250000000e-02,6.5370888763e-01,6.8389314846e-01,-2.0009560508e-01,0.0000000000e+00,4.2676832083e-01,7.1997898873e-01,5.7600234711e-01,0.0000000000e+00
-4.8750000000e-02,6.5423448610e-01,6.8446979252e-01,-1.9952725820e-01,0.0000000000e+00,4.2715151133e-01,7.2124973740e-01,5.7558292253e-01,0.0000000000e+00
-4.6250000000e-02,6.5511038287e-01,6.8440236821e-01,-1.9904428719e-01,0.0000000000e+00,4.2798925692e-01,7.2254885910e-01,5.7528054434e-01,0.0000000000e+00
-4.3750000000e-02,6.5645012642e-01,6.8368835563e-01,-1.9941255284e-01,0.0000000000e+00,4.2943507195e-01,7.2387507176e-01,5.7450941546e-01,0.0000000000e+00
-4.1250000000e-02,6.5890512321e-01,6.8175756385e-01,-2.0307903670e-01,0.0000000000e+00,4.3237219833e-01,7.2522706658e-01,5.7153985391e-01,0.0000000000e+00
-3.8750000000e-02,6.6483746376e-01,6.7628083817e-01,-2.1823099787e-01,0.0000000000e+00,4.4018924666e-01,7.2660350929e-01,5.6062762417e-01,0.0000000000e+00
-3.6250000000e-02,6.8073476577e-01,6.6068251410e-01,-2.6906440160e-01,0.0000000000e+00,4.6375740257e-01,7.2800304151e-01,5.2410896687e-01,0.0000000000e+00
-3.3750000000e-02,7.1624889842e-01,6.2447022739e-01,-4.0206706866e-01,0.0000000000e+00,5.2489800709e-01,7.2942428207e-01,4.2403786127e-01,0.0000000000e+00
-3.1250000000e-02,7.6715342813e-01,5.6834047823e-01,-6.3195135654e-01,0.0000000000e+00,6.2176753656e-01,7.3086582838e-01,2.3761349739e-01,0.0000000000e+00
-2.8750000000e-02,8.0260947608e-01,5.2246290791e-01,-8.7407721972e-01,0.0000000000e+00,6.9254906102e-01,7.3232625781e-01,2.6200481777e-02,0.0000000000e+00
-2.6250000000e-02,8.0655296812e-01,5.0928959321e-01,-1.0544686717e+00,0.0000000000e+00,7.0432503926e-01,7.3380412909e-01,-1.3672788501e-01,0.0000000000e+00
-2.3750000000e-02,7.9246973406e-01,5.1938699923e-01,-1.1777212829e+00,0.0000000000e+00,6.8218235299e-01,7.3529798374e-01,-2.4652094910e-01,0.0000000000e+00
-2.1250000000e-02,7.7341920741e-01,5.3761980634e-01,-1.2677877386e+00,0.0000000000e+00,6.5076558310e-01,7.3680634750e-01,-3.2394174402e-01,0.0000000000e+00
-1.8750000000e-02,7.5419233705e-01,5.5733810586e-01,-1.3389477711e+00,0.0000000000e+00,6.1907721049e-01,7.3832773181e-01,-3.8282613341e-01,0.0000000000e+00
-1.6250000000e-02,7.3592845447e-01,5.7676362411e-01,-1.3980722911e+00,0.0000000000e+00,5.8923907496e-01,7.3986063523e-01,-4.3000044923e-01,0.0000000000e+00
-1.3750000000e-02,7.1887501920e-01,5.9542721606e-01,-1.4486461300e+00,0.0000000000e+00,5.6167135075e-01,7.4140354499e-01,-4.6897933820e-01,0.0000000000e+00
-1.1250000000e-02,7.0312216275e-01,6.1312401875e-01,-1.4925379093e+00,0.0000000000e+00,5.3646425945e-01,7.4295493840e-01,-5.0172143524e-01,0.0000000000e+00
-8.7500000000e-03,6.8874968068e-01,6.2969206276e-01,-1.5307758153e+00,0.0000000000e+00,5.1365982969e-01,7.4451328445e-01,-5.2939236340e-01,0.0000000000e+00
-6.2500000000e-03,6.7585529410e-01,6.4495861775e-01,-1.5639195268e+00,0.0000000000e+00,4.9331190617e-01,7.4607704521e-01,-5.5272424179e-01,0.0000000000e+00
-3.7500000000e-03,6.6454947294e-01,6.5873646762e-01,-1.5922658096e+00,0.0000000000e+00,4.7548661516e-01,7.4764467746e-01,-5.7220503919e-01,0.0000000000e+00
-1.2500000000e-03,6.5493691951e-01,6.7084034453e-01,-1.6159859964e+00,0.0000000000e+00,4.6024253992e-01,7.4921463413e-01,-5.8819343992e-01,0.0000000000e+00
1.2500000000e-03,6.4709008606e-01,6.8111567489e-01,-1.6352349260e+00,0.0000000000e+00,4.4760088778e-01,7.5078536587e-01,-6.0099838598e-01,0.0000000000e+00
3.7500000000e-03,6.4101973340e-01,6.8947378978e-01,-1.6502403213e+00,0.0000000000e+00,4.3751239483e-01,7.5235532254e-01,-6.1093632779e-01,0.0000000000e+00
6.2500000000e-03,6.3665103281e-01,6.9592377899e-01,-1.6613626562e+00,0.0000000000e+00,4.2983095521e-01,7.5392295479e-01,-6.1836552019e-01,0.0000000000e+00
8.7500000000e-03,6.3381580518e-01,7.0058773765e-01,-1.6691085516e+00,0.0000000000e+00,4.2430638156e-01,7.5548671555e-01,-6.2369193002e-01,0.0000000000e+00
1.1250000000e-02,6.3226799939e-01,7.0368881307e-01,-1.6740900034e+00,0.0000000000e+00,4.2060484658e-01,7.5704506160e-01,-6.2734590667e-01,0.0000000000e+00
1.3750000000e-02,6.3171987188e-01,7.0551211252e-01,-1.6769436718e+00,0.0000000000e+00,4.1835426473e-01,7.5859645501e-01,-6.2973968943e-01,0.0000000000e+00
1.6250000000e-02,6.3188585454e-01,7.0635184380e-01,-1.6782434330e+00,0.0000000000e+00,4.1719922700e-01,7.6013936477e-01,-6.3122446114e-01,0.0000000000e+00
1.8750000000e-02,6.3251747095e-01,7.0646439861e-01,-1.6784395852e+00,0.0000000000e+00,4.1684556547e-01,7.6167226819e-01,-6.3206408311e-01,0.0000000000e+00
2.1250000000e-02,6.3341839365e-01,7.0604179760e-01,-1.6778396592e+00,0.0000000000e+00,4.1708167945e-01,7.6319365250e-01,-6.3243175304e-01,0.0000000000e+00
2.3750000000e-02,6.3443882120e-01,7.0520787586e-01,-1.6766243012e+00,0.0000000000e+00,4.1777647416e-01,7.6470201626e-01,-6.3242445937e-01,0.0000000000e+00
2.6250000000e-02,6.3545559977e-01,7.0402972442e-01,-1.6748799651e+00,0.0000000000e+00,4.1886306452e-01,7.6619587091e-01,-6.3208459981e-01,0.0000000000e+00
2.8750000000e-02,6.3634512390e-01,7.0253485824e-01,-1.6726331166e+00,0.0000000000e+00,4.2031808669e-01,7.6767374219e-01,-6.3142068615e-01,0.0000000000e+00
3.1250000000e-02,6.3695417315e-01,7.0072734493e-01,-1.6698774433e+00,0.0000000000e+00,4.2214351112e-01,7.6913417162e-01,-6.3042306554e-01,0.0000000000e+00
3.3750000000e-02,6.3707152603e-01,6.9859970932e-01,-1.6665922053e+00,0.0000000000e+00,4.2435346364e-01,7.7057571793e-01,-6.2907432636e-01,0.0000000000e+00
3.6250000000e-02,6.3640266782e-01,6.9614072236e-01,-1.6627535685e+00,0.0000000000e+00,4.2696547662e-01,7.7199695849e-01,-6.2735582957e-01,0.0000000000e+00
3.8750000000e-02,6.3455160563e-01,6.9334023849e-01,-1.6583414247e+00,0.0000000000e+00,4.2999465948e-01,7.7339649071e-01,-6.2525199066e-01,0.0000000000e+00
4.1250000000e-02,6.3101629415e-01,6.9019213407e-01,-1.6533435697e+00,0.0000000000e+00,4.3344953114e-01,7.7477293342e-01,-6.2275349486e-01,0.0000000000e+00
4.3750000000e-02,6.2520557196e-01,6.8669598592e-01,-1.6477584384e+00,0.0000000000e+00,4.3732870765e-01,7.7612492824e-01,-6.1986016508e-01,0.0000000000e+00
4.6250000000e-02,6.1648424174e-01,6.8285836542e-01,-1.6415967528e+00,0.0000000000e+00,4.4161791683e-01,7.7745114090e-01,-6.1658340819e-01,0.0000000000e+00
4.8750000000e-02,6.0424873387e-01,6.7869338148e-01,-1.6348822456e+00,0.0000000000e+00,4.4628780811e-01,7.7875026260e-01,-6.1294820246e-01,0.0000000000e+00
5.1250000000e-02,5.8802749293e-01,6.7422268403e-01,-1.6276513401e+00,0.0000000000e+00,4.5129287843e-01,7.8002101127e-01,-6.0899406660e-01,0.0000000000e+00
5.3750000000e-02,5.6759072525e-01,6.6947485228e-01,-1.6199517447e+00,0.0000000000e+00,4.5657207877e-01,7.8126213282e-01,-6.0477451291e-01,0.0000000000e+00
5.6250000000e-02,5.4304606043e-01,6.6448418324e-01,-1.6118400606e+00,0.0000000000e+00,4.6205147259e-01,7.8247240242e-01,-6.0035464299e-01,0.0000000000e+00
5.8750000000e-02,5.1489390082e-01,6.5928899507e-01,-1.6033786968e+00,0.0000000000e+00,4.6764892785e-01,7.8365062568e-01,-5.9580690711e-01,0.0000000000e+00
6.1250000000e-02,4.8402138730e-01,6.5392965537e-01,-1.5946325370e+00,0.0000000000e+00,4.7328033258e-01,7.8479563983e-01,-5.9120549526e-01,0.0000000000e+00
6.3750000000e-02,4.5162693954e-01,6.4844659281e-01,-1.5856658432e+00,0.0000000000e+00,4.7886640453e-01,7.8590631489e-01,-5.8662020315e-01,0.0000000000e+00
6.6250000000e-02,4.1908484610e-01,6.4287853540e-01,-1.5765397902e+00,0.0000000000e+00,4.8433897504e-01,7.8698155475e-01,-5.8211078455e-01,0.0000000000e+00
6.8750000000e-02,3.8777565082e-01,6.3726115516e-01,-1.5673108514e+00,0.0000000000e+00,4.8964573248e-01,7.8802029828e-01,-5.7772270482e-01,0.0000000000e+00
7.1250000000e-02,3.5891736145e-01,6.3162621551e-01,-1.5580300499e+00,0.0000000000e+00,4.9475276442e-01,7.8902152037e-01,-5.7348489359e-01,0.0000000000e+00
7.3750000000e-02,3.3343156529e-01,6.2600123621e-01,-1.5487429224e+00,0.0000000000e+00,4.9964471324e-01,7.8998423292e-01,-5.6940966804e-01,0.0000000000e+00
7.6250000000e-02,3.1186803017e-01,6.2040961680e-01,-1.5394899387e+00,0.0000000000e+00,5.0432280511e-01,7.9090748587e-01,-5.6549459296e-01,0.0000000000e+00
7.8750000000e-02,2.9439537868e-01,6.1487109200e-01,-1.5303070977e+00,0.0000000000e+00,5.0880132321e-01,7.9179036807e-01,-5.6172574942e-01,0.0000000000e+00
8.1250000000e-02,2.8084950362e-01,6.0940234327e-01,-1.5212264822e+00,0.0000000000e+00,5.1310324362e-01,7.9263200822e-01,-5.5808173509e-01,0.0000000000e+00
8.3750000000e-02,2.7082025605e-01,6.0401759038e-01,-1.5122766637e+00,0.0000000000e+00,5.1725576470e-01,7.9343157572e-01,-5.5453770901e-01,0.0000000000e+00
8.6250000000e-02,2.6375286956e-01,5.9872905472e-01,-1.5034829722e+00,0.0000000000e+00,5.2128636548e-01,7.9418828150e-01,-5.5106889741e-01,0.0000000000e+00
8.8750000000e-02,2.5904314610e-01,5.9354728602e-01,-1.4948677119e+00,0.0000000000e+00,5.2521983972e-01,7.9490137879e-01,-5.4765317030e-01,0.0000000000e+00
9.1250000000e-02,2.5611226311e-01,5.8848140374e-01,-1.4864504010e+00,0.0000000000e+00,5.2907650248e-01,7.9557016383e-01,-5.4427254143e-01,0.0000000000e+00
9.3750000000e-02,2.5445518459e-01,5.8353929918e-01,-1.4782480860e+00,0.0000000000e+00,5.3287151198e-01,7.9619397663e-01,-5.4091368660e-01,0.0000000000e+00
9.6250000000e-02,2.5366359807e-01,5.7872780523e-01,-1.4702757401e+00,0.0000000000e+00,5.3661503489e-01,7.9677220154e-01,-5.3756773315e-01,0.0000000000e+00
9.8750000000e-02,2.5342874557e-01,5.7405303054e-01,-1.4625464307e+00,0.0000000000e+00,5.4031299336e-01,7.9730426794e-01,-5.3422945743e-01,0.0000000000e+00
1.0125000000e-01,2.5353126101e-01,5.6951979826e-01,-1.4550716457e+00,0.0000000000e+00,5.4396830572e-01,7.9778965074e-01,-5.3089653615e-01,0.0000000000e+00
1.0375000000e-01,2.5382443690e-01,5.6513269164e-01,-1.4478615468e+00,0.0000000000e+00,5.4758137526e-01,7.9822787092e-01,-5.2756857341e-01,0.0000000000e+00
1.0625000000e-01,2.5421632160e-01,5.6089571819e-01,-1.4409250205e+00,0.0000000000e+00,5.5115112333e-01,7.9861849602e-01,-5.2424640796e-01,0.0000000000e+00
1.0875000000e-01,2.5465355328e-01,5.5681231556e-01,-1.4342696687e+00,0.0000000000e+00,5.5467558063e-01,7.9896114053e-01,-5.2093160195e-01,0.0000000000e+00
1.1125000000e-01,2.5510840358e-01,5.5288528788e-01,-1.4279016161e+00,0.0000000000e+00,5.5815221169e-01,7.9925546631e-01,-5.1762617771e-01,0.0000000000e+00
1.1375000000e-01,2.5556925637e-01,5.4911660510e-01,-1.4218249585e+00,0.0000000000e+00,5.6157793792e-01,7.9950118289e-01,-5.1433264330e-01,0.0000000000e+00
1.1625000000e-01,2.5603406532e-01,5.4550694017e-01,-1.4160405133e+00,0.0000000000e+00,5.6494876330e-01,7.9969804777e-01,-5.1105441348e-01,0.0000000000e+00
1.1875000000e-01,2.5650604381e-01,5.4205467657e-01,-1.4105432092e+00,0.0000000000e+00,5.6825878734e-01,7.9984586669e-01,-5.0779687845e-01,0.0000000000e+00
1.2125000000e-01,2.5699076594e-01,5.3875384005e-01,-1.4053168182e+00,0.0000000000e+00,5.7149815767e-01,7.9994449375e-01,-5.0456965389e-01,0.0000000000e+00
1.2375000000e-01,2.5749384861e-01,5.3558989387e-01,-1.4003235021e+00,0.0000000000e+00,5.7464905774e-01,7.9999383162e-01,-5.0139109523e-01,0.0000000000e+00
1.2625000000e-01,2.5801833398e-01,5.3253140753e-01,-1.3954833114e+00,0.0000000000e+00,5.7767789180e-01,7.9999383162e-01,-4.9829725192e-01,0.0000000000e+00
1.2875000000e-01,2.5856066782e-01,5.2951388200e-01,-1.3906342726e+00,0.0000000000e+00,5.8051994391e-01,7.9994449375e-01,-4.9535957984e-01,0.0000000000e+00
1.3125000000e-01,2.5910354755e-01,5.2640850687e-01,-1.3854548045e+00,0.0000000000e+00,5.8304914419e-01,7.9984586669e-01,-4.9271982330e-01,0.0000000000e+00
1.3375000000e-01,2.5960249759e-01,5.2296133443e-01,-1.3793127234e+00,0.0000000000e+00,5.8501864909e-01,7.9969804777e-01,-4.9065806542e-01,0.0000000000e+00
1.3625000000e-01,2.5996006118e-01,5.1867404035e-01,-1.3709720084e+00,0.0000000000e+00,5.8594431816e-01,7.9950118289e-01,-4.8972334996e-01,0.0000000000e+00
1.3875000000e-01,2.5997566176e-01,5.1256833582e-01,-1.3580315011e+00,0.0000000000e+00,5.8487672386e-01,7.9925546631e-01,-4.9097815811e-01,0.0000000000e+00
1.4125000000e-01,2.5924893953e-01,5.0271242003e-01,-1.3358889034e+00,0.0000000000e+00,5.7996031750e-01,7.9896114053e-01,-4.9643470973e-01,0.0000000000e+00
1.4375000000e-01,2.5699990443e-01,4.8527101212e-01,-1.2959631449e+00,0.0000000000e+00,5.6760566149e-01,7.9861849602e-01,-5.0974420465e-01,0.0000000000e+00
1.4625000000e-01,2.5176043082e-01,4.5271600989e-01,-1.2231137609e+00,0.0000000000e+00,5.4109162327e-01,7.9822787092e-01,-5.3693192962e-01,0.0000000000e+00
1.4875000000e-01,2.4101799819e-01,3.9110892614e-01,-1.0937305057e+00,0.0000000000e+00,4.8922480956e-01,7.9778965074e-01,-5.8592552874e-01,0.0000000000e+00
1.5125000000e-01,2.2162129576e-01,2.7949252511e-01,-8.8163957339e-01,0.0000000000e+00,3.9993978547e-01,7.9730426794e-01,-6.6138256608e-01,0.0000000000e+00
1.5375000000e-01,1.9329454326e-01,1.0495950688e-01,-5.8791257886e-01,0.0000000000e+00,2.8068880486e-01,7.9677220154e-01,-7.5159496715e-01,0.0000000000e+00
1.5625000000e-01,1.6545194890e-01,-9.1366857490e-02,-2.9061726339e-01,0.0000000000e+00,1.8209120741e-01,7.9619397663e-01,-8.2378156403e-01,0.0000000000e+00
1.5875000000e-01,1.4967981828e-01,-2.3560156944e-01,-9.2189007287e-02,0.0000000000e+00,1.3811010833e-01,7.9557016383e-01,-8.6154205511e-01,0.0000000000e+00
1.6125000000e-01,1.4262872819e-01,-3.1052330819e-01,3.6901704881e-03,0.0000000000e+00,1.2192475343e-01,7.9490137879e-01,-8.7662499637e-01,0.0000000000e+00
1.6375000000e-01,1.3968981801e-01,-3.4580533229e-01,4.5126696265e-02,0.0000000000e+00,1.1560281376e-01,7.9418828150e-01,-8.8176481290e-01,0.0000000000e+00
1.6625000000e-01,1.3828858544e-01,-3.6486483962e-01,6.5079596739e-02,0.0000000000e+00,1.1234467473e-01,7.9343157572e-01,-8.8333124557e-01,0.0000000000e+00
1.6875000000e-01,1.3739482635e-01,-3.7820794131e-01,7.7550281505e-02,0.0000000000e+00,1.1001587142e-01,7.9263200822e-01,-8.8372208641e-01,0.0000000000e+00
1.7125000000e-01,1.3665148296e-01,-3.8962080531e-01,8.7499968168e-02,0.0000000000e+00,1.0796109813e-01,7.9179036807e-01,-8.8374929359e-01,0.0000000000e+00
1.7375000000e-01,1.3594243935e-01,-4.0035253028e-01,9.6567678980e-02,0.0000000000e+00,1.0598066401e-01,7.9090748587e-01,-8.8367774724e-01,0.0000000000e+00
1.7625000000e-01,1.3523146802e-01,-4.1079237323e-01,1.0527625988e-01,0.0000000000e+00,1.0401662045e-01,7.8998423292e-01,-8.8359255853e-01,0.0000000000e+00
1.7875000000e-01,1.3450806312e-01,-4.2105000000e-01,1.1378648452e-01,0.0000000000e+00,1.0205521073e-01,7.8902152037e-01,-8.8352109766e-01,0.0000000000e+00
1.8125000000e-01,1.3376988047e-01,-4.3114594716e-01,1.2214352106e-01,0.0000000000e+00,1.0009629561e-01,7.8802029828e-01,-8.8347238670e-01,0.0000000000e+00
1.8375000000e-01,1.3301714389e-01,-4.4107277958e-01,1.3035584825e-01,0.0000000000e+00,9.8143784462e-02,7.8698155475e-01,-8.8344961118e-01,0.0000000000e+00
1.8625000000e-01,1.3225088362e-01,-4.5081447215e-01,1.3842024716e-01,0.0000000000e+00,9.6202653827e-02,7.8590631489e-01,-8.8345406558e-01,0.0000000000e+00
1.8875000000e-01,1.3147238494e-01,-4.6035251041e-01,1.4632966927e-01,0.0000000000e+00,9.4278017970e-02,7.8479563983e-01,-8.8348639596e-01,0.0000000000e+00
1.9125000000e-01,1.3068301476e-01,-4.6966782217e-01,1.5407572022e-01,0.0000000000e+00,9.2374833862e-02,7.8365062568e-01,-8.8354699537e-01,0.0000000000e+00
1.9375000000e-01,1.2988416455e-01,-4.7874141825e-01,1.6164946763e-01,0.0000000000e+00,9.0497801449e-02,7.8247240242e-01,-8.8363613447e-01,0.0000000000e+00
1.9625000000e-01,1.2907723050e-01,-4.8755463948e-01,1.6904172926e-01,0.0000000000e+00,8.8651327139e-02,7.8126213282e-01,-8.8375400741e-01,0.0000000000e+00
1.9875000000e-01,1.2826361078e-01,-4.9608932429e-01,1.7624316362e-01,0.0000000000e+00,8.6839516285e-02,7.8002101127e-01,-8.8390072914e-01,0.0000000000e+00
2.0125000000e-01,1.2744470722e-01,-5.0432704138e-01,1.8324367148e-01,0.0000000000e+00,8.5066172818e-02,7.7875026260e-01,-8.8407630292e-01,0.0000000000e+00
2.0375000000e-01,1.2662192206e-01,-5.1225105791e-01,1.9003403283e-01,0.0000000000e+00,8.3334797569e-02,7.7745114090e-01,-8.8428079791e-01,0.0000000000e+00
2.0625000000e-01,1.2579658696e-01,-5.1984508492e-01,1.9660496963e-01,0.0000000000e+00,8.1648496280e-02,7.7612492824e-01,-8.8451422322e-01,0.0000000000e+00
2.0875000000e-01,1.2497001277e-01,-5.2709351318e-01,2.0294723067e-01,0.0000000000e+00,8.0010057192e-02,7.7477293342e-01,-8.8477654971e-01,0.0000000000e+00
2.1125000000e-01,1.2414348403e-01,-5.3398145156e-01,2.0905165719e-01,0.0000000000e+00,7.8421951891e-02,7.7339649071e-01,-8.8506772310e-01,0.0000000000e+00
2.1375000000e-01,1.2331825396e-01,-5.4049475361e-01,2.1490925793e-01,0.0000000000e+00,7.6886338935e-02,7.7199695849e-01,-8.8538768090e-01,0.0000000000e+00
2.1625000000e-01,1.2249554072e-01,-5.4662002667e-01,2.2051128599e-01,0.0000000000e+00,7.5405070593e-02,7.7057571793e-01,-8.8573637236e-01,0.0000000000e+00
2.1875000000e-01,1.2167652468e-01,-5.5234462245e-01,2.2584931628e-01,0.0000000000e+00,7.3979702270e-02,7.6913417162e-01,-8.8611378121e-01,0.0000000000e+00
2.2125000000e-01,1.2086234659e-01,-5.5765661036e-01,2.3091532447e-01,0.0000000000e+00,7.2611504072e-02,7.6767374219e-01,-8.8651995127e-01,0.0000000000e+00
2.2375000000e-01,1.2005410652e-01,-5.6254473546e-01,2.3570176785e-01,0.0000000000e+00,7.1301474016e-02,7.6619587091e-01,-8.8695501461e-01,0.0000000000e+00
2.2625000000e-01,1.1925286346e-01,-5.6699836300e-01,2.4020166802e-01,0.0000000000e+00,7.0050352502e-02,7.6470201626e-01,-8.8741922193e-01,0.0000000000e+00
2.2875000000e-01,1.1845963534e-01,-5.7100741165e-01,2.4440869432e-01,0.0000000000e+00,6.8858637731e-02,7.6319365250e-01,-8.8791297442e-01,0.0000000000e+00
2.3125000000e-01,1.1767539966e-01,-5.7456227782e-01,2.4831724657e-01,0.0000000000e+00,6.7726601802e-02,7.6167226819e-01,-8.8843685636e-01,0.0000000000e+00
2.3375000000e-01,1.1690109439e-01,-5.7765375383e-01,2.5192253494e-01,0.0000000000e+00,6.6654307211e-02,7.6013936477e-01,-8.8899166722e-01,0.0000000000e+00
2.3625000000e-01,1.1613761916e-01,-5.8027294369e-01,2.5522065409e-01,0.0000000000e+00,6.5641623538e-02,7.5859645501e-01,-8.8957845212e-01,0.0000000000e+00
2.3875000000e-01,1.1538583662e-01,-5.8241118043e-01,2.5820864845e-01,0.0000000000e+00,6.4688244044e-02,7.5704506160e-01,-8.9019852871e-01,0.0000000000e+00
2.4125000000e-01,1.1464657383e-01,-5.8405995024e-01,2.6088456475e-01,0.0000000000e+00,6.3793701962e-02,7.5548671555e-01,-8.9085350890e-01,0.0000000000e+00
2.4375000000e-01,1.1392062339e-01,-5.8521082865e-01,2.6324748782e-01,0.0000000000e+00,6.2957386238e-02,7.5392295479e-01,-8.9154531327e-01,0.0000000000e+00
2.4625000000e-01,1.1320874442e-01,-5.8585543446e-01,2.6529755553e-01,0.0000000000e+00,6.2178556488e-02,7.5235532254e-01,-8.9227617610e-01,0.0000000000e+00
2.4875000000e-01,1.1251166301e-01,-5.8598540724e-01,2.6703594908e-01,0.0000000000e+00,6.1456356993e-02,7.5078536587e-01,-8.9304863920e-01,0.0000000000e+00
2.5125000000e-01,1.1183007207e-01,-5.8559241306e-01,2.6846485534e-01,0.0000000000e+00,6.0789829539e-02,7.4921463413e-01,-8.9386553285e-01,0.0000000000e+00
