x,rho,u,v,w,p,Bx,By,Bz
-1.7375000000e-01,9.5197128741e-01,9.9081575250e-02,-3.4620983074e-02,0.0000000000e+00,8.5958393921e-01,7.7813795340e-01,9.5333816422e-01,0.0000000000e+00
-1.7125000000e-01,9.4675537183e-01,1.0781117695e-01,-3.7374453943e-02,0.0000000000e+00,8.4922021915e-01,7.7874523829e-01,9.4701120020e-01,0.0000000000e+00
-1.6875000000e-01,9.4129884045e-01,1.1699392816e-01,-4.0295419508e-02,0.0000000000e+00,8.3854389777e-01,7.7932415510e-01,9.4035752995e-01,0.0000000000e+00
-1.6625000000e-01,9.3561735575e-01,1.2660592887e-01,-4.3378466683e-02,0.0000000000e+00,8.2758948978e-01,7.7987413251e-01,9.3339663946e-01,0.0000000000e+00
-1.6375000000e-01,9.2972685120e-01,1.3662271719e-01,-4.6617864142e-02,0.0000000000e+00,8.1639124531e-01,7.8039462776e-01,9.2614847505e-01,0.0000000000e+00
-1.6125000000e-01,9.2364325688e-01,1.4701972923e-01,-5.0007713067e-02,0.0000000000e+00,8.0498264121e-01,7.8088512718e-01,9.1863307826e-01,0.0000000000e+00
-1.5875000000e-01,9.1738228130e-01,1.5777266809e-01,-5.3542074483e-02,0.0000000000e+00,7.9339599065e-01,7.8134514671e-01,9.1087028711e-01,0.0000000000e+00
-1.5625000000e-01,9.1095924274e-01,1.6885778770e-01,-5.7215073620e-02,0.0000000000e+00,7.8166215998e-01,7.8177423236e-01,9.0287950025e-01,0.0000000000e+00
-1.5375000000e-01,9.0438894482e-01,1.8025210024e-01,-6.1020982539e-02,0.0000000000e+00,7.6981037937e-01,7.8217196068e-01,8.9467949862e-01,0.0000000000e+00
-1.5125000000e-01,8.9768559385e-01,1.9193351661e-01,-6.4954282804e-02,0.0000000000e+00,7.5786813274e-01,7.8253793917e-01,8.8628831813e-01,0.0000000000e+00
-1.4875000000e-01,8.9086274840e-01,2.0388092991e-01,-6.9009710194e-02,0.0000000000e+00,7.4586111263e-01,7.8287180663e-01,8.7772316631e-01,0.0000000000e+00
-1.4625000000e-01,8.8393329678e-01,2.1607425145e-01,-7.3182283453e-02,0.0000000000e+00,7.3381322698e-01,7.8317323359e-01,8.6900037639e-01,0.0000000000e+00
-1.4375000000e-01,8.7690945723e-01,2.2849440754e-01,-7.7467318939e-02,0.0000000000e+00,7.2174664592e-01,7.8344192257e-01,8.6013539248e-01,0.0000000000e+00
-1.4125000000e-01,8.6980279610e-01,2.4112330466e-01,-8.1860432788e-02,0.0000000000e+00,7.0968187883e-01,7.8367760841e-01,8.5114278062e-01,0.0000000000e+00
-1.3875000000e-01,8.6262426026e-01,2.5394376880e-01,-8.6357531938e-02,0.0000000000e+00,6.9763787341e-01,7.8388005852e-01,8.4203626102e-01,0.0000000000e+00
-1.3625000000e-01,8.5538422123e-01,2.6693946387e-01,-9.0954794991e-02,0.0000000000e+00,6.8563213027e-01,7.8404907311e-01,8.3282875788e-01,0.0000000000e+00
-1.3375000000e-01,8.4809252800e-01,2.8009479238e-01,-9.5648643542e-02,0.0000000000e+00,6.7368082826e-01,7.8418448536e-01,8.2353246404e-01,0.0000000000e+00
-1.3125000000e-01,8.4075856771e-01,2.9339478083e-01,-1.0043570421e-01,0.0000000000e+00,6.6179895713e-01,7.8428616166e-01,8.1415891859e-01,0.0000000000e+00
-1.2875000000e-01,8.3339133299e-01,3.0682495061e-01,-1.0531276115e-01,0.0000000000e+00,6.5000045511e-01,7.8435400166e-01,8.0471909635e-01,0.0000000000e+00
