x,rho,u,v,w,p,Bx,By,Bz
-2.8375000000e-01,9.9999998569e-01,2.5640718622e-08,-7.2574051830e-09,0.0000000000e+00,9.9999997139e-01,7.5000000000e-01,9.9999998266e-01,0.0000000000e+00
-2.8125000000e-01,9.9999997353e-01,4.7440577014e-08,-1.3427685174e-08,0.0000000000e+00,9.9999994706e-01,7.5000000000e-01,9.9999996791e-01,0.0000000000e+00
-2.7875000000e-01,9.9999995163e-01,8.6691376540e-08,-2.4537318489e-08,0.0000000000e+00,9.9999990326e-01,7.5000000000e-01,9.9999994136e-01,0.0000000000e+00
-2.7625000000e-01,9.9999991271e-01,1.5645254451e-07,-4.4282675089e-08,0.0000000000e+00,9.9999982542e-01,7.5000000000e-01,9.9999989418e-01,0.0000000000e+00
-2.7375000000e-01,9.9999984443e-01,2.7883306689e-07,-7.8921536013e-08,0.0000000000e+00,9.9999968885e-01,7.5000000000e-01,9.9999981140e-01,0.0000000000e+00
-2.7125000000e-01,9.9999972620e-01,4.9072076928e-07,-1.3889472489e-07,0.0000000000e+00,9.9999945241e-01,7.5000000000e-01,9.9999966808e-01,0.0000000000e+00
-2.6875000000e-01,9.9999952421e-01,8.5275881956e-07,-2.4136685454e-07,0.0000000000e+00,9.9999904841e-01,7.5000000000e-01,9.9999942320e-01,0.0000000000e+00
-2.6625000000e-01,9.9999918363e-01,1.4631613384e-06,-4.1413676943e-07,0.0000000000e+00,9.9999836727e-01,7.5000000000e-01,9.9999901033e-01,0.0000000000e+00
-2.6375000000e-01,9.9999861708e-01,2.4785892175e-06,-7.0154639461e-07,0.0000000000e+00,9.9999723416e-01,7.5000000000e-01,9.9999832351e-01,0.0000000000e+00
-2.6125000000e-01,9.9999768725e-01,4.1450991226e-06,-1.1732408951e-06,0.0000000000e+00,9.9999537452e-01,7.5000000000e-01,9.9999719630e-01,0.0000000000e+00
-2.5875000000e-01,9.9999618190e-01,6.8431271560e-06,-1.9369016535e-06,0.0000000000e+00,9.9999236382e-01,7.5000000000e-01,9.9999537138e-01,0.0000000000e+00
-2.5625000000e-01,9.9999377804e-01,1.1151534366e-05,-3.1563755401e-06,0.0000000000e+00,9.9998755615e-01,7.5000000000e-01,9.9999245721e-01,0.0000000000e+00
-2.5375000000e-01,9.9998999221e-01,1.7936834660e-05,-5.0769340993e-06,0.0000000000e+00,9.9997998460e-01,7.5000000000e-01,9.9998786770e-01,0.0000000000e+00
-2.5125000000e-01,9.9998411266e-01,2.8474689113e-05,-8.0596704027e-06,0.0000000000e+00,9.9996822578e-01,7.5000000000e-01,9.9998073999e-01,0.0000000000e+00
-2.4875000000e-01,9.9997510932e-01,4.4611344065e-05,-1.2627212099e-05,0.0000000000e+00,9.9995021974e-01,7.5000000000e-01,9.9996982527e-01,0.0000000000e+00
-2.4625000000e-01,9.9996151717e-01,6.8972585634e-05,-1.9522904987e-05,0.0000000000e+00,9.9992303692e-01,7.5000000000e-01,9.9995334748e-01,0.0000000000e+00
-2.4375000000e-01,9.9994128966e-01,1.0522657769e-04,-2.9785290093e-05,0.0000000000e+00,9.9988258526e-01,7.5000000000e-01,9.9992882544e-01,0.0000000000e+00
