step,time,dt,i,j,rho_before,rho_after,vx_before,vy_before,vz_before,vx_after,vy_after,vz_after,Bx_before,By_before,Bz_before,Bx_after,By_after,Bz_after,E_before,E_after,kinetic_before,kinetic_after,magnetic_before,magnetic_after,thermal_before,thermal_after,p_before,p_after,divB,s_minus_dt_divB,delta_mx,delta_my,delta_mz,delta_Bx,delta_By,delta_Bz,delta_E,u_dot_B_before
40,0.0543921,0.00104353,100,69,0.236449,0.236449,0.720752,-1.59282,0,0.873043,-1.90783,0,0.271582,-0.561742,0,0.367147,-0.772935,0,0.626889,0.771479,0.361361,0.520424,0.194655,0.366113,0.0708724,-0.115058,0.0472483,-0.0767052,-127.06,0.13259,0.0360092,-0.0744816,0,0.0955648,-0.211193,0,0.14459,1.0905
