problem,method,stage,step,time,reason,i,j,rho,pressure,total_energy,kinetic_energy,magnetic_energy,internal_energy,Bx,By,Bz,psi,divB,energy_policy,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used
blast_wave,gi_mixed_eglm,after_cleaning,11,0.00669843,non_positive_pressure,75,52,1.02093,-0.00349165,0.68289,0.00267624,0.685451,-0.00523748,0.821862,0.833933,0,-0.0310518,-16.8464,conserve_total_energy,after_cleaning_B_update,0.0266434,0.0291184,-0.00349165,-0.00349165,-0.00349165,1,0,0.000560372
