step,time,dt,i,j,rho_before,rho_after,vx_before,vy_before,vz_before,vx_after,vy_after,vz_after,Bx_before,By_before,Bz_before,Bx_after,By_after,Bz_after,E_before,E_after,kinetic_before,kinetic_after,magnetic_before,magnetic_after,thermal_before,thermal_after,p_before,p_after,divB,s_minus_dt_divB,delta_mx,delta_my,delta_mz,delta_Bx,delta_By,delta_Bz,delta_E,u_dot_B_before
16,0.00890986,4.06601e-05,60,51,0.456519,0.456519,-1.79508,-4.57907,0,-1.84361,-4.68802,0,1.37935,3.09677,0,1.40818,3.17032,0,11.4788,11.7463,5.52164,5.7924,5.74631,6.01694,0.210811,-0.0630709,0.140541,-0.0420473,395.002,-0.0160608,-0.0221535,-0.0497368,0,0.0288305,0.0735437,0,0.267516,-16.6564
