step,time,dt,limited_cells,theta_min,theta_mean,min_pressure_before_source,min_pressure_after_source,max_abs_divB
316,0.153911,5.44757e-05,10568,0,0.0414789,4.21108e-13,4.21108e-13,2768.44
317,0.153966,5.42215e-05,10570,0,0.0411097,4.20626e-13,4.20626e-13,2819.07
318,0.15402,5.40896e-05,10563,0,0.0404766,4.20219e-13,4.20219e-13,2865.52
319,0.154074,5.41212e-05,10576,0,0.0414303,4.19775e-13,4.19775e-13,2907.59
320,0.154128,5.43815e-05,10576,0,0.0410929,4.19368e-13,4.19368e-13,2944.9
321,0.154183,5.45663e-05,10570,0,0.0406716,4.18961e-13,4.18961e-13,2977.93
322,0.154237,5.46326e-05,10576,0,0.0412763,4.18591e-13,4.18591e-13,3006.28
323,0.154292,5.43115e-05,10571,0,0.0402756,4.18184e-13,4.18184e-13,3030.11
324,0.154345,5.36675e-05,10578,0,0.0406543,4.17814e-13,4.17814e-13,3048.51
325,0.154398,5.24064e-05,10579,0,0.0404016,4.17444e-13,4.17444e-13,3061.64
326,0.154449,5.12082e-05,10582,0,0.0402185,4.17037e-13,4.17037e-13,3067.26
327,0.154499,5.00625e-05,10586,0,0.0402102,4.16667e-13,4.16667e-13,3068.04
328,0.154548,4.89685e-05,10588,0,0.0402243,4.16334e-13,4.16334e-13,3067.83
329,0.154596,4.79348e-05,10594,0,0.0399817,4.16038e-13,4.16038e-13,3066.79
330,0.154643,4.69799e-05,10598,0,0.0398106,4.15668e-13,4.15668e-13,3064.98
331,0.154689,4.61125e-05,10604,0,0.0394574,4.15371e-13,4.15371e-13,3062.42
332,0.154734,4.53286e-05,10604,0,0.0395134,4.15038e-13,4.15038e-13,3059.13
333,0.154779,4.46203e-05,10611,0,0.0395282,4.14668e-13,4.14668e-13,3055.11
334,0.154823,4.39784e-05,10626,0,0.0395136,4.14298e-13,4.14298e-13,3050.32
335,0.154866,4.33904e-05,10631,0,0.0393928,4.13928e-13,4.13928e-13,3112.03
336,0.154909,4.28422e-05,10638,0,0.0392419,4.13632e-13,4.13632e-13,3168.99
337,0.154952,4.23205e-05,10649,0,0.0389519,4.13336e-13,4.13336e-13,3220.33
338,0.154993,4.18132e-05,10654,0,0.0390883,4.12966e-13,4.12966e-13,3265.3
339,0.155035,4.13099e-05,10656,0,0.03927,4.12633e-13,4.12633e-13,3302.91
340,0.155075,4.08023e-05,10673,0,0.0395762,4.12337e-13,4.12337e-13,3331.98
341,0.155116,4.02851e-05,10678,0,0.0393219,4.12004e-13,4.12004e-13,3351.05
342,0.155156,3.97559e-05,10686,0,0.0394345,4.11708e-13,4.11708e-13,3358.23
343,0.155195,3.92151e-05,10694,0,0.0390579,4.11079e-13,4.11079e-13,3351.06
344,0.155233,3.86659e-05,10698,0,0.0395226,4.10412e-13,4.10412e-13,3329.64
345,0.155272,3.8114e-05,10696,0,0.0395483,4.0982e-13,4.0982e-13,3303.39
346,0.155309,3.75657e-05,10697,0,0.0390495,4.09191e-13,4.09191e-13,3372.74
347,0.155346,3.70278e-05,10701,0,0.039046,4.08599e-13,4.08599e-13,3454.06
348,0.155383,3.6506e-05,10708,0,0.0387809,4.08007e-13,4.08007e-13,3529.58
349,0.155419,3.60047e-05,10712,0,0.0389848,4.07452e-13,4.07452e-13,3599.94
350,0.155454,3.55272e-05,10723,0,0.0392778,4.06897e-13,4.06897e-13,3665.47
351,0.155489,3.50751e-05,10722,0,0.0393859,4.06305e-13,4.06305e-13,3726.17
352,0.155524,3.46486e-05,10733,0,0.039657,4.0575e-13,4.0575e-13,3781.98
353,0.155558,3.42468e-05,10727,0,0.0392971,4.05194e-13,4.05194e-13,3832.74
354,0.155592,3.38678e-05,10736,0,0.0393876,4.04602e-13,4.04602e-13,3878.17
355,0.155626,3.35098e-05,10739,0,0.0396227,4.04047e-13,4.04047e-13,3917.86
356,0.155659,3.3171e-05,10748,0,0.0391581,4.03529e-13,4.03529e-13,3951.2
357,0.155692,3.28358e-05,10732,0,0.0386656,4.03011e-13,4.03011e-13,3977.5
358,0.155724,3.25037e-05,10746,0,0.0394955,4.02456e-13,4.02456e-13,3995.88
359,0.155756,3.21891e-05,10747,0,0.0387801,4.01975e-13,4.01975e-13,4005.15
360,0.155788,3.18726e-05,10747,0,0.0382332,4.01494e-13,4.01494e-13,4003.92
361,0.15582,3.15527e-05,10750,0,0.0385782,4.01013e-13,4.01013e-13,3990.52
362,0.155851,3.12285e-05,10758,0,0.0390047,4.00568e-13,4.00568e-13,3964.72
363,0.155882,3.09165e-05,10758,0,0.0386394,4.00161e-13,4.00161e-13,3935.4
364,0.155912,3.05979e-05,10760,0,0.0383956,3.9968e-13,3.9968e-13,3905.29
365,0.155943,3.02913e-05,10764,0,0.0384836,3.99273e-13,3.99273e-13,3874.43
366,0.155973,2.99803e-05,10764,0,0.038271,3.98866e-13,3.98866e-13,3843.01
367,0.156002,2.955e-05,10767,0,0.038454,3.98459e-13,3.98459e-13,3811.64
368,0.156032,2.93279e-05,10769,0,0.0383752,3.98015e-13,3.98015e-13,3778.72
369,0.15606,2.88951e-05,10773,0,0.0382774,3.97608e-13,3.97608e-13,3746.26
370,0.156089,2.87259e-05,10776,0,0.0380756,3.97201e-13,3.97201e-13,3711.84
371,0.156117,2.83592e-05,10773,0,0.037896,3.96794e-13,3.96794e-13,3677.48
372,0.156146,2.82476e-05,10779,0,0.038331,3.96387e-13,3.96387e-13,3664.17
373,0.156174,2.81529e-05,10780,0,0.0381967,3.96017e-13,3.96017e-13,3697.6
374,0.156202,2.78708e-05,10780,0,0.0380077,3.95646e-13,3.95646e-13,3723.97
375,0.15623,2.78217e-05,10786,0,0.038444,3.95276e-13,3.95276e-13,3739.55
376,0.156257,2.76881e-05,10794,0,0.0381682,3.94906e-13,3.94906e-13,3744.96
377,0.156285,2.7584e-05,10790,0,0.037693,3.94573e-13,3.94573e-13,3744.66
378,0.156312,2.75082e-05,10797,0,0.0381513,3.94203e-13,3.94203e-13,3745.17
379,0.15634,2.74579e-05,10797,0,0.037903,3.93833e-13,3.93833e-13,3754.79
380,0.156367,2.74287e-05,10795,0,0.037967,3.935e-13,3.935e-13,3864.6
381,0.156395,2.74206e-05,10800,0,0.0381501,3.93167e-13,3.93167e-13,3971.14
382,0.156422,2.74235e-05,10793,0,0.0379266,3.92797e-13,3.92797e-13,4074.38
383,0.15645,2.74309e-05,10794,0,0.038035,3.92464e-13,3.92464e-13,4174.02
384,0.156477,2.74359e-05,10801,0,0.0382201,3.92094e-13,3.92094e-13,4269.48
385,0.156504,2.74324e-05,10796,0,0.0378657,3.91724e-13,3.91724e-13,4359.91
386,0.156532,2.74145e-05,10799,0,0.0383343,3.91354e-13,3.91354e-13,4444.13
387,0.156559,2.73773e-05,10795,0,0.0384512,3.91021e-13,3.91021e-13,4520.62
388,0.156587,2.73175e-05,10798,0,0.0387244,3.9065e-13,3.9065e-13,4587.46
389,0.156614,2.71931e-05,10806,0,0.0387955,3.90243e-13,3.90243e-13,4642.46
390,0.156641,2.70004e-05,10809,0,0.0386057,3.89873e-13,3.89873e-13,4682.41
391,0.156668,2.68065e-05,10819,0,0.0391292,3.89503e-13,3.89503e-13,4702.55
392,0.156694,2.66103e-05,10812,0,0.0383759,3.89207e-13,3.89207e-13,4701.02
393,0.156721,2.64115e-05,10816,0,0.038703,3.88911e-13,3.88911e-13,4692.46
394,0.156747,2.62103e-05,10818,0,0.0385035,3.88541e-13,3.88541e-13,4722.27
395,0.156773,2.6008e-05,10820,0,0.0388107,3.88208e-13,3.88208e-13,4859.21
396,0.156799,2.5804e-05,10825,0,0.0383497,3.87912e-13,3.87912e-13,4986.71
397,0.156824,2.55999e-05,10828,0,0.0385953,3.87579e-13,3.87579e-13,5105.51
398,0.15685,2.53949e-05,10820,0,0.0380612,3.8732e-13,3.8732e-13,5215.36
399,0.156875,2.51905e-05,10824,0,0.0383291,3.87024e-13,3.87024e-13,5315.31
400,0.1569,2.49856e-05,10833,0,0.0382348,3.86728e-13,3.86728e-13,5403.82
401,0.156925,2.47803e-05,10840,0,0.0383847,3.86432e-13,3.86432e-13,5478.64
402,0.156949,2.45743e-05,10843,0,0.0385886,3.86173e-13,3.86173e-13,5536.95
403,0.156973,2.43672e-05,10842,0,0.0383525,3.8584e-13,3.8584e-13,5574.81
404,0.156998,2.41588e-05,10839,0,0.0379863,3.85543e-13,3.85543e-13,5586.61
405,0.157022,2.39486e-05,10841,0,0.0386164,3.85284e-13,3.85284e-13,5569.89
406,0.157045,2.37365e-05,10845,0,0.0385297,3.85025e-13,3.85025e-13,5548.21
407,0.157069,2.35226e-05,10838,0,0.0381375,3.84803e-13,3.84803e-13,5526.56
408,0.157092,2.33073e-05,10853,0,0.0382941,3.84507e-13,3.84507e-13,5505.36
409,0.157115,2.30912e-05,10855,0,0.0381708,3.84248e-13,3.84248e-13,5485.04
410,0.157138,2.28652e-05,10846,0,0.037162,3.84026e-13,3.84026e-13,5465.95
411,0.157161,2.26289e-05,10851,0,0.0379946,3.83804e-13,3.83804e-13,5448.24
412,0.157183,2.24001e-05,10846,0,0.0374217,3.83545e-13,3.83545e-13,5431.69
413,0.157205,2.21777e-05,10859,0,0.0378273,3.83286e-13,3.83286e-13,5416.14
414,0.157227,2.19625e-05,10853,0,0.0374891,3.8299e-13,3.8299e-13,5401.3
415,0.157249,2.17525e-05,10848,0,0.0376876,3.82731e-13,3.82731e-13,5386.81
416,0.157271,2.1547e-05,10855,0,0.0375552,3.82509e-13,3.82509e-13,5371.76
417,0.157292,2.13468e-05,10856,0,0.0374564,3.8225e-13,3.8225e-13,5356.6
418,0.157313,2.11506e-05,10858,0,0.0373377,3.82028e-13,3.82028e-13,5342.56
419,0.157334,2.0957e-05,10858,0,0.0375056,3.81769e-13,3.81769e-13,5329.61
420,0.157355,2.07646e-05,10862,0,0.0379875,3.81547e-13,3.81547e-13,5317.92
421,0.157375,2.05726e-05,10862,0,0.0375278,3.81325e-13,3.81325e-13,5307.72
422,0.157396,2.03805e-05,10870,0,0.038249,3.81103e-13,3.81103e-13,5298.68
423,0.157416,2.01886e-05,10874,0,0.0380893,3.80881e-13,3.80881e-13,5290.86
424,0.157436,1.99973e-05,10870,0,0.0375494,3.80695e-13,3.80695e-13,5284.2
425,0.157456,1.98076e-05,10866,0,0.0376363,3.80473e-13,3.80473e-13,5278.63
426,0.157475,1.96206e-05,10864,0,0.0377838,3.80251e-13,3.80251e-13,5274.03
427,0.157495,1.9489e-05,10869,0,0.0379794,3.80029e-13,3.80029e-13,5269.65
428,0.157514,1.9385e-05,10871,0,0.0374213,3.79807e-13,3.79807e-13,5265.37
429,0.157534,1.93004e-05,10867,0,0.0374476,3.79585e-13,3.79585e-13,5261.03
430,0.157553,1.92298e-05,10866,0,0.0376622,3.79363e-13,3.79363e-13,5256.51
431,0.157572,1.91692e-05,10866,0,0.0374188,3.79178e-13,3.79178e-13,5251.7
432,0.157591,1.90753e-05,10859,0,0.037322,3.78993e-13,3.78993e-13,5246.77
433,0.15761,1.90069e-05,10864,0,0.0372191,3.78808e-13,3.78808e-13,5241.22
434,0.157629,1.89503e-05,10872,0,0.0373528,3.78623e-13,3.78623e-13,5235.07
435,0.157648,1.88641e-05,10879,0,0.0373394,3.78438e-13,3.78438e-13,5228.55
436,0.157666,1.86485e-05,10868,0,0.0370225,3.78216e-13,3.78216e-13,5222.28
437,0.157685,1.82334e-05,10877,0,0.0373454,3.77957e-13,3.77957e-13,5246.45
438,0.157703,1.78718e-05,10886,0,0.0370648,3.77735e-13,3.77735e-13,5300.54
439,0.15772,1.75515e-05,10883,0,0.036735,3.77587e-13,3.77587e-13,5352.35
440,0.157737,1.72617e-05,10887,0,0.0366974,3.77402e-13,3.77402e-13,5402.15
441,0.157754,1.69925e-05,10898,0,0.0368404,3.77217e-13,3.77217e-13,5450.17
442,0.157771,1.67362e-05,10892,0,0.0362044,3.77032e-13,3.77032e-13,5496.64
443,0.157788,1.64888e-05,10896,0,0.0366765,3.7681e-13,3.7681e-13,5541.71
444,0.157804,1.62499e-05,10894,0,0.0365533,3.76625e-13,3.76625e-13,5585.43
445,0.15782,1.6024e-05,10895,0,0.0361451,3.76403e-13,3.76403e-13,5627.79
446,0.157836,1.58142e-05,10892,0,0.0358929,3.76292e-13,3.76292e-13,5668.85
447,0.157851,1.56229e-05,10890,0,0.0358681,3.76107e-13,3.76107e-13,5708.66
448,0.157867,1.5451e-05,10892,0,0.0355494,3.75959e-13,3.75959e-13,5747.37
449,0.157882,1.52975e-05,10894,0,0.0356601,3.75848e-13,3.75848e-13,5785.1
450,0.157897,1.51465e-05,10897,0,0.0355979,3.75699e-13,3.75699e-13,5822.32
451,0.157912,1.49904e-05,10903,0,0.0357926,3.75551e-13,3.75551e-13,5859.23
452,0.157927,1.48353e-05,10895,0,0.0357095,3.7544e-13,3.7544e-13,5895.7
453,0.157942,1.46768e-05,10898,0,0.0358348,3.75255e-13,3.75255e-13,5931.82
454,0.157956,1.45138e-05,10901,0,0.0359264,3.75107e-13,3.75107e-13,5967.63
455,0.157971,1.43485e-05,10906,0,0.0355522,3.74922e-13,3.74922e-13,6003.14
456,0.157985,1.41835e-05,10903,0,0.0353255,3.74811e-13,3.74811e-13,6038.34
457,0.157999,1.40221e-05,10898,0,0.0350796,3.747e-13,3.747e-13,6073.21
458,0.158013,1.38673e-05,10896,0,0.0347815,3.74589e-13,3.74589e-13,6107.73
459,0.158026,1.37218e-05,10892,0,0.0344498,3.74478e-13,3.74478e-13,6201.22
460,0.15804,1.3587e-05,10901,0,0.0349047,3.74293e-13,3.74293e-13,6313.5
461,0.158053,1.34635e-05,10903,0,0.0345383,3.74108e-13,3.74108e-13,6425.95
462,0.158067,1.33511e-05,10905,0,0.0343149,3.73997e-13,3.73997e-13,6538.69
463,0.15808,1.32489e-05,10908,0,0.0341478,3.73923e-13,3.73923e-13,6650.52
464,0.158093,1.31554e-05,10913,0,0.034582,3.73812e-13,3.73812e-13,6762.48
465,0.158106,1.30691e-05,10913,0,0.0343969,3.73701e-13,3.73701e-13,6874.34
466,0.158119,1.29881e-05,10917,0,0.0345585,3.73627e-13,3.73627e-13,6986.37
467,0.158132,1.29109e-05,10911,0,0.0343261,3.73553e-13,3.73553e-13,7098.79
468,0.158145,1.2836e-05,10918,0,0.0349281,3.73442e-13,3.73442e-13,7211.76
469,0.158158,1.27623e-05,10923,0,0.0344954,3.73331e-13,3.73331e-13,7325.39
470,0.15817,1.26891e-05,10916,0,0.0343679,3.73183e-13,3.73183e-13,7439.71
471,0.158183,1.26161e-05,10921,0,0.0346209,3.73072e-13,3.73072e-13,7554.68
472,0.158196,1.25436e-05,10927,0,0.0344278,3.72998e-13,3.72998e-13,7670.22
473,0.158208,1.24724e-05,10931,0,0.0343161,3.7285e-13,3.7285e-13,7786.34
474,0.15822,1.24033e-05,10928,0,0.0342464,3.72739e-13,3.72739e-13,7903.08
475,0.158233,1.23375e-05,10928,0,0.0342912,3.72628e-13,3.72628e-13,8020.32
476,0.158245,1.2276e-05,10930,0,0.0344763,3.72517e-13,3.72517e-13,8138.2
477,0.158257,1.22197e-05,10930,0,0.0341356,3.72406e-13,3.72406e-13,8256.46
478,0.158269,1.21693e-05,10930,0,0.0335088,3.72258e-13,3.72258e-13,8375.2
479,0.158282,1.21254e-05,10930,0,0.0334792,3.72147e-13,3.72147e-13,8493.66
480,0.158294,1.20882e-05,10928,0,0.0339325,3.72073e-13,3.72073e-13,8607.44
481,0.158306,1.20577e-05,10926,0,0.0338755,3.71962e-13,3.71962e-13,8715.63
482,0.158318,1.20335e-05,10932,0,0.0339,3.71851e-13,3.71851e-13,8812.54
483,0.15833,1.20151e-05,10938,0,0.0337,3.71703e-13,3.71703e-13,8903.96
484,0.158342,1.20017e-05,10934,0,0.0340562,3.71629e-13,3.71629e-13,8989.26
485,0.158354,1.19925e-05,10939,0,0.0338481,3.71518e-13,3.71518e-13,9067.74
486,0.158366,1.19869e-05,10936,0,0.0335844,3.7137e-13,3.7137e-13,9138.55
487,0.158378,1.1984e-05,10942,0,0.0336969,3.71259e-13,3.71259e-13,9200.73
488,0.15839,1.19827e-05,10936,0,0.0337055,3.71148e-13,3.71148e-13,9253.2
489,0.158402,1.19817e-05,10937,0,0.0342249,3.71074e-13,3.71074e-13,9294.72
490,0.158414,1.198e-05,10941,0,0.0340861,3.70963e-13,3.70963e-13,9323.88
491,0.158426,1.19765e-05,10942,0,0.0340126,3.70851e-13,3.70851e-13,9340.43
492,0.158438,1.19341e-05,10937,0,0.0338453,3.70703e-13,3.70703e-13,9347.46
493,0.158449,1.18774e-05,10937,0,0.0338016,3.70629e-13,3.70629e-13,9345.87
494,0.158461,1.18175e-05,10938,0,0.0338879,3.70518e-13,3.70518e-13,9334.92
495,0.158473,1.17553e-05,10943,0,0.033633,3.70407e-13,3.70407e-13,9314.01
496,0.158485,1.16916e-05,10944,0,0.0336079,3.70296e-13,3.70296e-13,9282.63
497,0.158496,1.16271e-05,10939,0,0.0334525,3.70222e-13,3.70222e-13,9240.35
498,0.158508,1.15623e-05,10932,0,0.033202,3.70148e-13,3.70148e-13,9186.83
499,0.158519,1.14977e-05,10946,0,0.0339396,3.70074e-13,3.70074e-13,9121.82
500,0.158531,1.14334e-05,10935,0,0.0328396,3.69963e-13,3.69963e-13,9045.14
501,0.158542,1.13696e-05,10942,0,0.0332936,3.69852e-13,3.69852e-13,8956.63
502,0.158554,1.13063e-05,10950,0,0.0330079,3.69778e-13,3.69778e-13,8856.3
503,0.158565,1.12434e-05,10945,0,0.0326698,3.69704e-13,3.69704e-13,8774.72
504,0.158576,1.11807e-05,10948,0,0.0333115,3.69667e-13,3.69667e-13,8809.64
505,0.158587,1.11182e-05,10946,0,0.032879,3.69556e-13,3.69556e-13,8843.53
506,0.158598,1.10555e-05,10943,0,0.03308,3.69482e-13,3.69482e-13,8877.07
507,0.158609,1.09926e-05,10945,0,0.0331025,3.69371e-13,3.69371e-13,8909.84
508,0.15862,1.09291e-05,10947,0,0.032912,3.69334e-13,3.69334e-13,8941.71
509,0.158631,1.08652e-05,10949,0,0.0328167,3.69297e-13,3.69297e-13,8972.63
510,0.158642,1.08008e-05,10948,0,0.0327072,3.69223e-13,3.69223e-13,9002.74
511,0.158652,1.07376e-05,10951,0,0.0326825,3.69149e-13,3.69149e-13,9032.21
512,0.158663,1.06737e-05,10948,0,0.0326169,3.69112e-13,3.69112e-13,9061.19
513,0.158674,1.06099e-05,10944,0,0.0319146,3.69075e-13,3.69075e-13,9089.79
514,0.158684,1.0548e-05,10947,0,0.032335,3.69001e-13,3.69001e-13,9118.42
515,0.158695,1.04868e-05,10942,0,0.0319615,3.68927e-13,3.68927e-13,9147.1
516,0.158705,1.04273e-05,10946,0,0.0320671,3.6889e-13,3.6889e-13,9176.26
517,0.158716,1.03711e-05,10948,0,0.0316572,3.68853e-13,3.68853e-13,9205.8
518,0.158726,1.03172e-05,10951,0,0.0315239,3.68779e-13,3.68779e-13,9233.72
519,0.158736,1.02667e-05,10946,0,0.0311478,3.68705e-13,3.68705e-13,9255.95
520,0.158746,1.02205e-05,10948,0,0.0315831,3.68668e-13,3.68668e-13,9355.3
521,0.158757,1.0178e-05,10953,0,0.0316671,3.68631e-13,3.68631e-13,9480.22
522,0.158767,1.014e-05,10955,0,0.0317545,3.68557e-13,3.68557e-13,9596.21
523,0.158777,1.01071e-05,10958,0,0.0318653,3.68446e-13,3.68446e-13,9705.41
524,0.158787,1.00786e-05,10958,0,0.0314839,3.68372e-13,3.68372e-13,9821.71
525,0.158797,1.00551e-05,10953,0,0.0314317,3.68335e-13,3.68335e-13,9926.11
526,0.158807,1.00369e-05,10950,0,0.0314891,3.68298e-13,3.68298e-13,10034.1
527,0.158817,1.00232e-05,10959,0,0.0315583,3.68187e-13,3.68187e-13,10131
528,0.158827,1.00144e-05,10954,0,0.0314545,3.68076e-13,3.68076e-13,10232.4
529,0.158837,1.00104e-05,10966,0,0.0318291,3.68039e-13,3.68039e-13,10337.1
530,0.158847,1.00104e-05,10957,0,0.0308828,3.67965e-13,3.67965e-13,10427.3
531,0.158857,1.00145e-05,10951,0,0.0313922,3.67854e-13,3.67854e-13,10514.1
532,0.158867,1.00227e-05,10952,0,0.0315641,3.6778e-13,3.6778e-13,10595.8
533,0.158877,1.00346e-05,10956,0,0.0316141,3.67743e-13,3.67743e-13,10674.1
534,0.158887,1.0049e-05,10956,0,0.0315785,3.67706e-13,3.67706e-13,10747.6
535,0.158897,1.0066e-05,10956,0,0.0316716,3.67669e-13,3.67669e-13,10816.9
536,0.158907,9.9944e-06,10956,0,0.031492,3.67558e-13,3.67558e-13,10882.9
537,0.158917,9.84937e-06,10954,0,0.0311101,3.67484e-13,3.67484e-13,10944
538,0.158927,9.70874e-06,10959,0,0.03114,3.6741e-13,3.6741e-13,10997.7
539,0.158936,9.57198e-06,10958,0,0.0305305,3.67373e-13,3.67373e-13,11043.8
540,0.158946,9.43876e-06,10957,0,0.0304029,3.67299e-13,3.67299e-13,11082.4
541,0.158955,9.30886e-06,10952,0,0.0300882,3.67225e-13,3.67225e-13,11113.9
542,0.158964,9.18213e-06,10955,0,0.0299418,3.67188e-13,3.67188e-13,11138
543,0.158973,9.05852e-06,10960,0,0.0293364,3.67114e-13,3.67114e-13,11157.5
544,0.158982,8.93798e-06,10953,0,0.0289667,3.67077e-13,3.67077e-13,11288.4
545,0.158991,8.82146e-06,10952,0,0.0289729,3.66966e-13,3.66966e-13,11395.9
546,0.159,8.70926e-06,10954,0,0.0289267,3.66929e-13,3.66929e-13,11477.5
547,0.159008,8.60091e-06,10953,0,0.0284442,3.66818e-13,3.66818e-13,11527.3
548,0.159017,8.49605e-06,10946,0,0.0282073,3.66781e-13,3.66781e-13,11541.3
549,0.159025,8.39442e-06,10955,0,0.0285758,3.6667e-13,3.6667e-13,11521.1
550,0.159034,8.3112e-06,10961,0,0.0282675,3.66596e-13,3.66596e-13,11462.3
551,0.159042,8.22816e-06,10961,0,0.0281971,3.66559e-13,3.66559e-13,11359
552,0.15905,8.15879e-06,10967,0,0.0286314,3.66448e-13,3.66448e-13,11211.6
553,0.159058,8.09983e-06,10968,0,0.0280773,3.66374e-13,3.66374e-13,11053.4
554,0.159066,8.03739e-06,10966,0,0.028292,3.66337e-13,3.66337e-13,11366.2
555,0.159074,7.98291e-06,10957,0,0.0282923,3.66263e-13,3.66263e-13,11669.8
556,0.159082,7.93445e-06,10960,0,0.027655,3.66226e-13,3.66226e-13,11965.5
557,0.15909,7.89042e-06,10956,0,0.0272683,3.66226e-13,3.66226e-13,12253.7
558,0.159098,7.84949e-06,10956,0,0.0276234,3.66189e-13,3.66189e-13,12522.8
559,0.159106,7.8106e-06,10953,0,0.0272511,3.66152e-13,3.66152e-13,12751.9
560,0.159113,7.7729e-06,10954,0,0.027627,3.66152e-13,3.66152e-13,12965.5
561,0.159121,7.7357e-06,10954,0,0.0268526,3.66115e-13,3.66115e-13,13150.1
562,0.159129,7.69851e-06,10955,0,0.0273781,3.66078e-13,3.66078e-13,13285.6
563,0.159136,7.66094e-06,10956,0,0.0270638,3.66004e-13,3.66004e-13,13372.3
564,0.159144,7.62272e-06,10958,0,0.0271679,3.6593e-13,3.6593e-13,13429.6
565,0.159152,7.58368e-06,10954,0,0.0268815,3.6593e-13,3.6593e-13,13455.5
566,0.159159,7.54372e-06,10947,0,0.0264536,3.6593e-13,3.6593e-13,13447.5
567,0.159167,7.50282e-06,10946,0,0.0262529,3.65855e-13,3.65855e-13,13403
568,0.159174,7.46097e-06,10947,0,0.0261636,3.65818e-13,3.65818e-13,13319.3
569,0.159182,7.41828e-06,10953,0,0.0264994,3.65818e-13,3.65818e-13,13193.7
570,0.159189,7.37487e-06,10955,0,0.0259186,3.65781e-13,3.65781e-13,13023.9
571,0.159196,7.33087e-06,10954,0,0.0260578,3.65744e-13,3.65744e-13,12807.4
572,0.159204,7.28301e-06,10949,0,0.0257983,3.65633e-13,3.65633e-13,12542.3
573,0.159211,7.23211e-06,10951,0,0.0260619,3.65559e-13,3.65559e-13,12288.8
574,0.159218,7.17892e-06,10956,0,0.0260553,3.65485e-13,3.65485e-13,12645.2
575,0.159225,7.1241e-06,10956,0,0.0257143,3.65411e-13,3.65411e-13,12684.4
576,0.159232,7.06826e-06,10958,0,0.0258313,3.65374e-13,3.65374e-13,12772.3
577,0.159239,7.01191e-06,10955,0,0.0255184,3.653e-13,3.653e-13,12915.8
578,0.159246,6.95549e-06,10958,0,0.0257754,3.65226e-13,3.65226e-13,13340.2
579,0.159253,6.89935e-06,10957,0,0.02531,3.65152e-13,3.65152e-13,13700.9
580,0.15926,6.84378e-06,10963,0,0.0255817,3.65078e-13,3.65078e-13,14040.9
581,0.159267,6.78903e-06,10957,0,0.0252404,3.65004e-13,3.65004e-13,14346.8
582,0.159273,6.7353e-06,10959,0,0.0255486,3.6493e-13,3.6493e-13,14615.8
583,0.15928,6.68268e-06,10965,0,0.0254492,3.64856e-13,3.64856e-13,14841.8
584,0.159287,6.63143e-06,10956,0,0.0249177,3.64782e-13,3.64782e-13,15013.8
585,0.159293,6.58169e-06,10967,0,0.0251066,3.64708e-13,3.64708e-13,15134.9
586,0.1593,6.53354e-06,10965,0,0.0248136,3.64634e-13,3.64634e-13,15190.5
587,0.159306,6.4861e-06,10962,0,0.024632,3.6456e-13,3.6456e-13,15199.6
588,0.159313,6.44131e-06,10965,0,0.0247657,3.64486e-13,3.64486e-13,15144.9
589,0.159319,6.39904e-06,10966,0,0.0242205,3.64412e-13,3.64412e-13,15029.2
590,0.159326,6.35914e-06,10968,0,0.0238685,3.64338e-13,3.64338e-13,15117.7
591,0.159332,6.32139e-06,10965,0,0.0236703,3.64264e-13,3.64264e-13,15354.4
592,0.159338,6.2856e-06,10961,0,0.0239761,3.6419e-13,3.6419e-13,15551.5
593,0.159344,6.28274e-06,10964,0,0.0243153,3.64116e-13,3.64116e-13,15708.1
594,0.159351,6.28444e-06,10971,0,0.0242545,3.64042e-13,3.64042e-13,15826.3
595,0.159357,6.2887e-06,10969,0,0.0239021,3.63968e-13,3.63968e-13,15905.3
596,0.159363,6.294e-06,10966,0,0.0239714,3.63857e-13,3.63857e-13,15941.5
597,0.15937,6.29919e-06,10968,0,0.0240876,3.63746e-13,3.63746e-13,15933.6
598,0.159376,6.30351e-06,10975,0,0.0240307,3.63709e-13,3.63709e-13,15880.3
599,0.159382,6.30643e-06,10972,0,0.0236737,3.63635e-13,3.63635e-13,15791.4
600,0.159388,6.23917e-06,10973,0,0.0236126,3.63524e-13,3.63524e-13,15962.6
601,0.159395,6.16031e-06,10969,0,0.0232363,3.63413e-13,3.63413e-13,16114.2
602,0.159401,6.08246e-06,10978,0,0.0234023,3.63339e-13,3.63339e-13,16246.3
603,0.159407,6.00566e-06,10971,0,0.0232909,3.63265e-13,3.63265e-13,16362.5
604,0.159413,5.92998e-06,10970,0,0.0231258,3.63191e-13,3.63191e-13,16459
605,0.159418,5.85547e-06,10972,0,0.023135,3.6308e-13,3.6308e-13,16536.1
606,0.159424,5.78215e-06,10970,0,0.0227928,3.63006e-13,3.63006e-13,16595.1
607,0.15943,5.70996e-06,10970,0,0.0225852,3.62969e-13,3.62969e-13,16634.7
608,0.159436,5.6388e-06,10970,0,0.0227804,3.62895e-13,3.62895e-13,16651.9
609,0.159441,5.57045e-06,10966,0,0.0222347,3.62821e-13,3.62821e-13,16643.6
610,0.159447,5.64841e-06,10972,0,0.0226674,3.6271e-13,3.6271e-13,16601.7
