step,time,dt,i,j,rho_before,rho_after,vx_before,vy_before,vz_before,vx_after,vy_after,vz_after,Bx_before,By_before,Bz_before,Bx_after,By_after,Bz_after,E_before,E_after,kinetic_before,kinetic_after,magnetic_before,magnetic_after,thermal_before,thermal_after,p_before,p_after,divB,theta,delta_mx_full,delta_my_full,delta_mz_full,delta_Bx_full,delta_By_full,delta_Bz_full,delta_E_full,delta_mx_applied,delta_my_applied,delta_mz_applied,delta_Bx_applied,delta_By_applied,delta_Bz_applied,delta_E_applied,u_dot_B_before
18,0.00997697,0.0003513,60,51,0.431978,0.431978,-1.55633,-4.23222,0,-1.73751,-4.66081,0,1.1869,2.80755,0,1.28953,3.08664,0,10.0338,10.9391,4.39188,5.34402,4.64554,5.59512,0.99635,1.50013e-12,0.664233,1.00009e-12,332.471,0.564606,-0.138626,-0.327913,-0,0.181774,0.494309,-0,1.60355,-0.0782693,-0.185142,0,0.102631,0.27909,0,0.905372,-13.7294
