problem,method,stage,step,time,reason,i,j,rho,pressure,total_energy,kinetic_energy,magnetic_energy,internal_energy,Bx,By,Bz,psi,divB,energy_policy,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used
blast_wave,mixed_glm,after_cleaning,11,0.00670221,non_positive_pressure,75,52,1.01674,-0.00264159,0.680451,0.001242,0.683171,-0.00396238,0.826542,0.826542,0,-8.61007e-17,-19.1528,conserve_total_energy,after_cleaning_B_update,0.0283175,0.0308823,-0.00264159,-0.00264159,-0.00264159,1,0,0.000561909
