step,time,dt,i,j,rho_before,rho_after,vx_before,vy_before,vz_before,vx_after,vy_after,vz_after,Bx_before,By_before,Bz_before,Bx_after,By_after,Bz_after,E_before,E_after,kinetic_before,kinetic_after,magnetic_before,magnetic_after,thermal_before,thermal_after,p_before,p_after,divB,theta,delta_mx_full,delta_my_full,delta_mz_full,delta_Bx_full,delta_By_full,delta_Bz_full,delta_E_full,delta_mx_applied,delta_my_applied,delta_mz_applied,delta_Bx_applied,delta_By_applied,delta_Bz_applied,delta_E_applied,u_dot_B_before
40,0.0543921,0.00104353,100,69,0.236449,0.236449,0.720752,-1.59282,0,0.787128,-1.73012,0,0.271582,-0.561742,0,0.313234,-0.65379,0,0.626889,0.689908,0.361361,0.42713,0.194655,0.262778,0.0708724,1.50008e-12,0.0472483,1.00005e-12,-127.06,0.435849,0.0360092,-0.0744816,0,0.0955648,-0.211193,0,0.14459,0.0156945,-0.0324627,0,0.0416518,-0.0920483,0,0.0630192,1.0905
