problem,method,stage,step,time,reason,i,j,rho,pressure,total_energy,kinetic_energy,magnetic_energy,internal_energy,Bx,By,Bz,psi,divB,energy_policy
orszag_tang,elliptic_projection,after_hydro,230,0.286554,non_positive_pressure,117,52,0.203984,-0.00290075,0.809841,0.439853,0.374339,-0.00435113,-0.465709,-0.729242,0,0,-1.55676,conserve_total_energy
