problem,method,stage,step,time,reason,i,j,rho,pressure,total_energy,kinetic_energy,magnetic_energy,internal_energy,Bx,By,Bz,psi,divB,energy_policy,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used
blast_wave,powell_source,after_cleaning,18,0.00997697,non_positive_pressure,60,51,0.431978,-0.59506,11.6373,6.14213,6.38778,-0.892591,1.36868,3.30186,0,0,407.137,conserve_total_energy,after_cleaning_B_update,0.0996753,0.09972,-0.59506,-0.59506,-0.59506,1,0,0.0003513
