problem,method,stage,step,time,reason,i,j,rho,pressure,total_energy,kinetic_energy,magnetic_energy,internal_energy,Bx,By,Bz,psi,divB,energy_policy,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used
blast_wave,powell_source_subcycled,after_powell_subcycle_update,16,0.00890986,non_positive_pressure,60,51,0.456519,-0.0420473,11.7463,5.7924,6.01694,-0.0630709,1.40818,3.17032,0,0,406.757,conserve_total_energy,after_powell_subcycle_update,0.0998404,0.099764,-0.0420473,-0.0420473,-0.0420473,1,0,0.000365941
