problem,method,stage,step,time,reason,i,j,rho,pressure,total_energy,kinetic_energy,magnetic_energy,internal_energy,Bx,By,Bz,psi,divB,energy_policy,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used
blast_wave,hyperbolic_glm,after_cleaning,11,0.00670324,non_positive_pressure,75,52,1.01621,-0.00503684,0.67997,0.00123027,0.686295,-0.00755526,0.828429,0.828429,0,-1.94289e-16,-19.1296,conserve_total_energy,after_cleaning_B_update,0.0267007,0.0291905,-0.00503684,-0.00503684,-0.00503684,1,0,0.000562042
