step,time,dt,limited_cells,theta_min,theta_mean,min_pressure_before_source,min_pressure_after_source,max_abs_divB
302,0.0356665,9.38016e-06,1043,0,0.0777741,3.41653e-13,3.41653e-13,9755.33
303,0.0356758,9.281e-06,1041,0,0.075621,3.41505e-13,3.41505e-13,9764.75
304,0.035685,9.19256e-06,1047,0,0.0779468,3.41357e-13,3.41357e-13,9753.96
305,0.0356941,9.11007e-06,1043,0,0.0766545,3.41061e-13,3.41061e-13,9983.99
306,0.0357032,9.03416e-06,1045,0,0.0733464,3.40764e-13,3.40764e-13,10698.6
307,0.035712,8.85951e-06,1049,0,0.0775284,3.40468e-13,3.40468e-13,11278
308,0.0357207,8.69821e-06,1051,0,0.0768582,3.40172e-13,3.40172e-13,11451
309,0.0357293,8.54892e-06,1050,0,0.0749364,3.39728e-13,3.39728e-13,11600.4
310,0.0357377,8.41027e-06,1050,0,0.0713075,3.39284e-13,3.39284e-13,11714.7
311,0.035746,8.28257e-06,1052,0,0.071601,3.38988e-13,3.38988e-13,11787.8
312,0.0357541,8.16407e-06,1048,0,0.0713636,3.3884e-13,3.3884e-13,11810.2
313,0.0357622,8.05337e-06,1048,0,0.0720448,3.38544e-13,3.38544e-13,11779.7
314,0.0357701,7.94941e-06,1052,0,0.0727133,3.381e-13,3.381e-13,11676.8
315,0.035778,7.85131e-06,1054,0,0.0733116,3.37804e-13,3.37804e-13,11520.7
316,0.0357857,7.75814e-06,1054,0,0.0703342,3.3736e-13,3.3736e-13,11323
317,0.0357934,7.66871e-06,1052,0,0.0712328,3.36916e-13,3.36916e-13,11078
318,0.035801,7.58566e-06,1052,0,0.0723637,3.3662e-13,3.3662e-13,10832.2
319,0.0358085,7.51468e-06,1050,0,0.0692983,3.36472e-13,3.36472e-13,10748.8
320,0.035816,7.45147e-06,1048,0,0.0711366,3.36324e-13,3.36324e-13,10841.4
321,0.0358233,7.39086e-06,1047,0,0.070406,3.36028e-13,3.36028e-13,10933.5
322,0.0358307,7.33643e-06,1049,0,0.0690413,3.35731e-13,3.35731e-13,11031.6
323,0.035838,7.28941e-06,1052,0,0.0711749,3.35287e-13,3.35287e-13,11130.1
324,0.0358452,7.25144e-06,1052,0,0.0676358,3.35139e-13,3.35139e-13,11235.9
325,0.0358524,7.22223e-06,1052,0,0.0688476,3.34695e-13,3.34695e-13,11352.3
326,0.0358596,7.20298e-06,1049,0,0.0689702,3.34399e-13,3.34399e-13,11482.4
327,0.0358668,7.19588e-06,1048,0,0.069465,3.34103e-13,3.34103e-13,11878.7
328,0.035874,7.19896e-06,1046,0,0.0675426,3.33955e-13,3.33955e-13,12724.7
329,0.0358813,7.21091e-06,1047,0,0.07244,3.33659e-13,3.33659e-13,13696.4
330,0.0358885,7.23047e-06,1049,0,0.0702669,3.33511e-13,3.33511e-13,14672.7
331,0.0358957,7.25439e-06,1048,0,0.0707326,3.33067e-13,3.33067e-13,14997.4
332,0.035903,7.28143e-06,1049,0,0.0723407,3.32623e-13,3.32623e-13,15250.6
333,0.0359103,7.31314e-06,1049,0,0.0724661,3.32327e-13,3.32327e-13,15449.6
334,0.0359177,7.35022e-06,1053,0,0.0728905,3.32031e-13,3.32031e-13,15616.2
335,0.0359251,7.39477e-06,1047,0,0.0732856,3.31735e-13,3.31735e-13,15780
336,0.0359325,7.44452e-06,1046,0,0.0706072,3.31587e-13,3.31587e-13,15948.9
337,0.03594,7.5003e-06,1039,0,0.0687437,3.31291e-13,3.31291e-13,16109.4
338,0.0359476,7.5621e-06,1043,0,0.0719373,3.31143e-13,3.31143e-13,16263.5
339,0.0359552,7.62769e-06,1045,0,0.0707729,3.30846e-13,3.30846e-13,16433.5
340,0.0359629,7.69433e-06,1043,0,0.067982,3.30698e-13,3.30698e-13,16649.3
341,0.0359707,7.75862e-06,1046,0,0.0733623,3.30402e-13,3.30402e-13,16888.9
342,0.0359785,7.8221e-06,1045,0,0.0690634,3.30254e-13,3.30254e-13,17144.6
343,0.0359864,7.88053e-06,1051,0,0.0708117,3.29958e-13,3.29958e-13,17336.3
344,0.0359943,7.9353e-06,1051,0,0.0723335,3.2981e-13,3.2981e-13,17445.4
345,0.0360023,7.98657e-06,1057,0,0.0699089,3.29366e-13,3.29366e-13,17464.1
346,0.0360103,8.02837e-06,1056,0,0.069887,3.2907e-13,3.2907e-13,17404.5
347,0.0360184,8.06082e-06,1059,0,0.0738809,3.28774e-13,3.28774e-13,17203.2
348,0.0360265,8.08341e-06,1056,0,0.0698018,3.28478e-13,3.28478e-13,16788.6
349,0.0360346,8.09598e-06,1062,0,0.0710191,3.28034e-13,3.28034e-13,16123.5
350,0.0360427,8.10024e-06,1056,0,0.0681157,3.27738e-13,3.27738e-13,15237.1
351,0.0360508,8.09846e-06,1055,0,0.0706877,3.27442e-13,3.27442e-13,14160.8
352,0.0360588,8.09163e-06,1062,0,0.0752735,3.26998e-13,3.26998e-13,13774.6
353,0.0360669,8.09504e-06,1056,0,0.070517,3.26702e-13,3.26702e-13,13719.9
354,0.036075,8.07628e-06,1060,0,0.070623,3.26258e-13,3.26258e-13,13659
355,0.0360831,8.07374e-06,1063,0,0.0712994,3.25813e-13,3.25813e-13,13594.2
356,0.0360911,8.05414e-06,1062,0,0.0717095,3.25517e-13,3.25517e-13,13522.9
357,0.0360992,8.05457e-06,1071,0,0.0712779,3.25369e-13,3.25369e-13,14318.9
358,0.0361073,8.05648e-06,1076,0,0.0770602,3.25073e-13,3.25073e-13,15316.9
359,0.0361153,8.06974e-06,1075,0,0.0760813,3.24629e-13,3.24629e-13,16384.9
360,0.0361234,8.09096e-06,1080,0,0.0742647,3.24185e-13,3.24185e-13,16685.2
361,0.0361315,8.12029e-06,1078,0,0.0735068,3.24037e-13,3.24037e-13,17581
362,0.0361397,8.15612e-06,1079,0,0.0764484,3.23741e-13,3.23741e-13,17689.4
363,0.0361479,8.19853e-06,1077,0,0.0738421,3.23445e-13,3.23445e-13,18440
364,0.0361561,8.2473e-06,1080,0,0.0754674,3.23149e-13,3.23149e-13,18941.4
365,0.0361644,8.30245e-06,1076,0,0.0754124,3.22705e-13,3.22705e-13,19157.7
366,0.0361729,8.45315e-06,1077,0,0.075489,3.22409e-13,3.22409e-13,19330.3
367,0.0361815,8.58063e-06,1074,0,0.0725369,3.21965e-13,3.21965e-13,19434
368,0.0361902,8.69361e-06,1080,0,0.0764022,3.21521e-13,3.21521e-13,19432.4
369,0.036199,8.79484e-06,1078,0,0.075975,3.21225e-13,3.21225e-13,19307.1
370,0.0362079,8.88695e-06,1079,0,0.0732032,3.2078e-13,3.2078e-13,19025.2
371,0.0362168,8.96681e-06,1080,0,0.0735674,3.20484e-13,3.20484e-13,18728.9
372,0.0362259,9.0384e-06,1080,0,0.073037,3.20336e-13,3.20336e-13,18121.1
373,0.036235,9.10447e-06,1084,0,0.0736169,3.2004e-13,3.2004e-13,17271.9
374,0.0362441,9.16606e-06,1078,0,0.0710393,3.19596e-13,3.19596e-13,16201.6
375,0.0362534,9.22615e-06,1079,0,0.0736963,3.193e-13,3.193e-13,14744.1
376,0.0362627,9.32785e-06,1076,0,0.0756316,3.19152e-13,3.19152e-13,13824.7
377,0.0362721,9.38918e-06,1075,0,0.072805,3.19004e-13,3.19004e-13,17355.6
378,0.0362815,9.41603e-06,1082,0,0.0782255,3.18708e-13,3.18708e-13,22385.9
379,0.0362909,9.41465e-06,1078,0,0.0759084,3.1856e-13,3.1856e-13,25352.5
380,0.0363003,9.39115e-06,1086,0,0.0756949,3.18116e-13,3.18116e-13,27532.4
381,0.0363096,9.35217e-06,1088,0,0.0759679,3.1782e-13,3.1782e-13,29691.2
382,0.0363189,9.30147e-06,1087,0,0.0767206,3.17524e-13,3.17524e-13,30435.2
383,0.0363282,9.23722e-06,1090,0,0.0739036,3.17376e-13,3.17376e-13,30791.3
384,0.0363373,9.16393e-06,1086,0,0.078325,3.1708e-13,3.1708e-13,31054.1
385,0.0363464,9.09548e-06,1090,0,0.0769661,3.16636e-13,3.16636e-13,31363.9
386,0.0363555,9.01744e-06,1089,0,0.079008,3.1634e-13,3.1634e-13,31802.4
387,0.0363643,8.8865e-06,1091,0,0.0802999,3.16192e-13,3.16192e-13,30783.2
388,0.0363731,8.75911e-06,1090,0,0.0758404,3.15895e-13,3.15895e-13,32203.7
389,0.0363817,8.63523e-06,1091,0,0.0760096,3.15747e-13,3.15747e-13,33281.9
390,0.0363903,8.5147e-06,1087,0,0.0765854,3.15451e-13,3.15451e-13,34376.9
391,0.0363987,8.39633e-06,1087,0,0.0730937,3.15155e-13,3.15155e-13,34814.2
392,0.0364069,8.28054e-06,1083,0,0.071013,3.14859e-13,3.14859e-13,33634.8
393,0.0364151,8.16673e-06,1078,0,0.0700904,3.14711e-13,3.14711e-13,33664.9
394,0.0364232,8.05392e-06,1086,0,0.071797,3.14415e-13,3.14415e-13,33204.8
395,0.0364311,7.95387e-06,1092,0,0.0699535,3.14119e-13,3.14119e-13,32183.9
396,0.036439,7.84222e-06,1092,0,0.0689484,3.13971e-13,3.13971e-13,30609.4
397,0.0364467,7.72338e-06,1086,0,0.0672399,3.13823e-13,3.13823e-13,27797.2
