problem,method,stage,step,time,reason,i,j,rho,pressure,total_energy,kinetic_energy,magnetic_energy,internal_energy,Bx,By,Bz,psi,divB,energy_policy,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used
orszag_tang,parabolic,after_hydro_step,285,0.335849,non_positive_pressure,114,49,0.18771,-4.73936e-06,0.695072,0.398258,0.296821,-7.10904e-06,-0.435683,-0.635471,0,0,-0.615545,preserve_thermal_pressure,after_hydro_step,2.65652e-06,-4.73936e-06,,,,1,8,0.00090484
