step,time,dt,i,j,rho_before,rho_after,vx_before,vy_before,vz_before,vx_after,vy_after,vz_after,Bx_before,By_before,Bz_before,Bx_after,By_after,Bz_after,E_before,E_after,kinetic_before,kinetic_after,magnetic_before,magnetic_after,thermal_before,thermal_after,p_before,p_after,divB,s_minus_dt_divB,delta_mx,delta_my,delta_mz,delta_Bx,delta_By,delta_Bz,delta_E,u_dot_B_before
18,0.00997697,0.0003513,60,51,0.431978,0.431978,-1.55633,-4.23222,0,-1.87724,-4.99131,0,1.1869,2.80755,0,1.36868,3.30186,0,10.0338,11.6373,4.39188,6.14213,4.64554,6.38778,0.99635,-0.892591,0.664233,-0.59506,332.471,-0.116797,-0.138626,-0.327913,0,0.181774,0.494309,0,1.60355,-13.7294
