problem,method,stage,step,time,reason,i,j,rho,pressure,total_energy,kinetic_energy,magnetic_energy,internal_energy,Bx,By,Bz,psi,divB,energy_policy,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used
orszag_tang,powell_source,after_cleaning,40,0.0543921,non_positive_pressure,100,69,0.236449,-0.0767052,0.771479,0.520424,0.366113,-0.115058,0.367147,-0.772935,0,0,-166.957,conserve_total_energy,after_cleaning_B_update,0.0238219,0.0432363,-0.0992582,-0.0992582,-0.0992582,1,0,0.00104353
