problem,method,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_pressure,min_density,cleaning_subcycles_total,projection_iterations_total
orszag_tang,hyperbolic_glm,1,nan,,0.0441928,0.05774,0.164833,0.349257,0.349257,1.27153e-15,0.128143,0.215066,8,0
