problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used,powell_limited_total_cells,powell_limited_max_cells_per_step,powell_limited_theta_min_global,powell_limited_theta_mean,powell_limited_total_activations
orszag_tang,parabolic,finished,1,,,0.134386,0.275355,2.98823,0.349257,0.334359,-0.0426548,0.000194749,0.000194749,0.0439153,preserve_thermal_pressure,,1834,0,after_cleaning_B_update,8.92614e-05,8.92614e-05,-0.0856261,8.92614e-05,8.92614e-05,1,0,0.000494615,0,0,1,1,0
