problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used,powell_limited_total_cells,powell_limited_max_cells_per_step,powell_limited_theta_min_global,powell_limited_theta_mean,powell_limited_total_activations,total_wall_time_sec,initialization_time_sec,hydro_time_sec,cleaning_time_sec,diagnostics_compute_time_sec,diagnostics_write_time_sec,snapshot_write_time_sec,summary_write_time_sec,output_time_sec,steps,total_cell_updates,seconds_per_step,cell_updates_per_second,nx,ny,ncell,reconstruction,limiter,diagnostic_stride,performance_mode
blast_wave,powell_source_subcycled,failed,0,0.00890986,cleaning_induced_failure:non_positive_pressure:retries=0,1.47793,16.5144,596.276,1.12494,1.12822,0.00291678,-0.0420473,1e-20,0.456519,conserve_total_energy,,74,0,after_powell_subcycle_update,0.0996486,0.0996741,-0.0420473,-0.0420473,-0.0420473,1,0,0.000365941,0,0,1,1,0,0.234252,0.000544242,0.144871,0.0259421,0.00628763,0.000277183,0.0438541,9.3498e-05,0.0442248,16,262144,0.0146408,1.11907e+06,128,128,16384,plm,mc,1,0
