problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used
orszag_tang,mixed_eglm,finished,1,,,0.226037,0.381749,6.2081,0.349257,0.348875,-0.00109154,0.041631,0.041631,0.10343,conserve_total_energy,,807,0,none,0.0110657,0.0110663,0.0110657,0.0110657,0.0110657,1,0,0.000673798
