problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used
orszag_tang,hyperbolic_glm,finished,1,,,0.168802,0.309454,3.34374,0.349257,0.349257,-7.31128e-15,0.0429204,0.0429204,0.10898,conserve_total_energy,,801,0,none,0.0108067,0.0108071,0.0108067,0.0108067,0.0108067,1,0,0.000522024
