problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used
orszag_tang,none,finished,1,,,2.0479,4.84342,68.1899,0.349257,0.349258,4.69155e-06,0.00173571,0.00173571,0.0698018,conserve_total_energy,,0,0,none,0.000377497,0.000377497,,,0.000377497,1,0,0.000606251
