problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used,powell_limited_total_cells,powell_limited_max_cells_per_step,powell_limited_theta_min_global,powell_limited_theta_mean,powell_limited_total_activations
orszag_tang,powell_source_subcycled,failed,0,0.0564168,cleaning_induced_failure:non_positive_pressure:retries=0,1.06749,5.30815,138.797,0.349257,0.349556,0.000856644,-0.0132231,1e-20,0.188711,conserve_total_energy,,59,0,after_powell_subcycle_update,0.0254247,0.0441255,-0.0132231,-0.0132231,-0.0132231,1,0,0.0011117,0,0,1,1,0
