problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used,powell_limited_total_cells,powell_limited_max_cells_per_step,powell_limited_theta_min_global,powell_limited_theta_mean,powell_limited_total_activations
orszag_tang,elliptic_projection,finished,1,,,2.47858e-09,3.21586e-09,2.15423e-08,0.349257,0.336873,-0.0354565,0.000178167,0.000178167,0.0394028,preserve_thermal_pressure,2.15423e-08,525,450682,after_cleaning_B_update,7.82145e-05,7.82145e-05,-0.0475764,7.82145e-05,7.82145e-05,1,0,2.33173e-05,0,0,1,1,0
