problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used,powell_limited_total_cells,powell_limited_max_cells_per_step,powell_limited_theta_min_global,powell_limited_theta_mean,powell_limited_total_activations,total_wall_time_sec,initialization_time_sec,hydro_time_sec,cleaning_time_sec,diagnostics_compute_time_sec,diagnostics_write_time_sec,snapshot_write_time_sec,summary_write_time_sec,output_time_sec,steps,total_cell_updates,seconds_per_step,cell_updates_per_second,nx,ny,ncell,reconstruction,limiter,diagnostic_stride,performance_mode
blast_wave,powell_source_limited,failed,0,0.0364467,negative_pressure,118.014,810.107,27001,1.12494,18.5876,15.5232,-1.21266e-12,1e-20,0.02307,conserve_total_energy,,397,0,step_start_diagnostic,3.13971e-13,3.13823e-13,3.13823e-13,3.13823e-13,3.13823e-13,1,0,7.19588e-06,291510,1092,0,0.0817894,380,14.6104,0.000565554,13.336,0.657996,0.159169,0.00489954,0.0509528,8.6532e-05,0.0559389,397,6504448,0.0368019,445194,128,128,16384,plm,mc,1,0
