problem,method,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_pressure,min_density,cleaning_subcycles_total,projection_iterations_total
orszag_tang,elliptic_projection,1,nan,,1.78985e-10,2.60364e-10,1.97289e-09,0.349257,0.349257,1.58941e-16,0.12792,0.215047,4,634
