problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used,powell_limited_total_cells,powell_limited_max_cells_per_step,powell_limited_theta_min_global,powell_limited_theta_mean,powell_limited_total_activations,total_wall_time_sec,initialization_time_sec,hydro_time_sec,cleaning_time_sec,diagnostics_compute_time_sec,diagnostics_write_time_sec,snapshot_write_time_sec,summary_write_time_sec,output_time_sec,steps,total_cell_updates,seconds_per_step,cell_updates_per_second,nx,ny,ncell,reconstruction,limiter,diagnostic_stride,performance_mode
blast_wave,hyperbolic_glm,failed,0,0.00670324,cleaning_induced_failure:non_positive_pressure:retries=0,0.205492,1.66697,40.4507,1.12494,1.12494,2.3686e-14,-0.00503684,1e-20,0.520205,conserve_total_energy,,22,0,after_cleaning_B_update,0.00397453,0.0291905,-0.00503684,-0.00503684,-0.00503684,1,0,0.000562042,0,0,1,1,0,0.218368,0.0020459,0.139469,0.0106366,0.00462304,0.000437888,0.0485761,8.5896e-05,0.0490998,11,180224,0.0198517,825321,128,128,16384,plm,mc,1,0
