problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used
divergence_advection,mixed_glm,finished,1,,,0.00492513,0.00644335,0.0258667,2.6266,2.6266,2.36704e-15,0.987598,0.987598,0.990319,conserve_total_energy,,184,0,none,0.980355,0.98025,0.980304,0.980304,0.980355,1,0,0.00521469
