problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used,powell_limited_total_cells,powell_limited_max_cells_per_step,powell_limited_theta_min_global,powell_limited_theta_mean,powell_limited_total_activations
divergence_advection,mixed_glm,finished,1,,,0.00512723,0.00687191,0.0268424,2.6266,2.6266,3.04333e-15,0.985521,0.985521,0.987514,conserve_total_energy,,369,0,none,0.978241,0.978211,0.978226,0.978226,0.978241,1,0,0.000111036,0,0,1,1,0
