problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used,glm_ch_factor,glm_cd,glm_cr,glm_subcycles,glm_ch,glm_cp,glm_effective_cd,glm_effective_cr,total_wall_time_sec,initialization_time_sec,hydro_time_sec,cleaning_time_sec,diagnostics_compute_time_sec,diagnostics_write_time_sec,snapshot_write_time_sec,summary_write_time_sec,output_time_sec,steps,total_cell_updates,seconds_per_step,cell_updates_per_second,nx,ny,ncell,reconstruction,limiter,diagnostic_stride,performance_mode
field_loop,parabolic,finished,1,,,3.36444e-05,6.78227e-05,0.00053801,2.5,2.5,-1.57046e-10,1,1,1,preserve_thermal_pressure,,1833,0,none,0.999999,0.999999,0.999999,0.999999,0.999999,1,0,0.000762977,4,,,1,,,,,41.5236,0.00125608,26.7506,10.4927,1.26581,0.00691453,0.0542892,9.7612e-05,0.0613013,367,6012928,0.113143,144808,128,128,16384,plm,mc,1,0
