problem,method,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_pressure,min_density,cleaning_subcycles_total,projection_iterations_total
orszag_tang,powell_source,1,nan,,0.0506048,0.0696115,0.19214,0.349257,0.349264,2.11964e-05,0.127935,0.215022,4,0
