problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used,powell_limited_total_cells,powell_limited_max_cells_per_step,powell_limited_theta_min_global,powell_limited_theta_mean,powell_limited_total_activations,total_wall_time_sec,initialization_time_sec,hydro_time_sec,cleaning_time_sec,diagnostics_compute_time_sec,diagnostics_write_time_sec,snapshot_write_time_sec,summary_write_time_sec,output_time_sec,steps,total_cell_updates,seconds_per_step,cell_updates_per_second,nx,ny,ncell,reconstruction,limiter,diagnostic_stride,performance_mode
blast_wave,powell_source,failed,0,0.00997697,cleaning_induced_failure:non_positive_pressure:retries=0,1.67141,17.6481,583.453,1.12494,1.12843,0.00310084,-0.59506,1e-20,0.431978,conserve_total_energy,,18,0,after_cleaning_B_update,0.09965,0.0996788,-0.59506,-0.59506,-0.59506,1,0,0.0003513,0,0,1,1,0,0.220537,0.000577234,0.142156,0.00761252,0.00698955,0.000307672,0.0441551,7.1367e-05,0.0445341,18,294912,0.0122521,1.33724e+06,128,128,16384,plm,mc,1,0
