problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used,total_wall_time_sec,initialization_time_sec,hydro_time_sec,cleaning_time_sec,diagnostics_compute_time_sec,diagnostics_write_time_sec,snapshot_write_time_sec,summary_write_time_sec,output_time_sec,steps,total_cell_updates,seconds_per_step,cell_updates_per_second,nx,ny,ncell,reconstruction,limiter,diagnostic_stride,performance_mode
blast_wave,elliptic_projection,finished,1,,,2.40077e-09,3.04006e-09,2.14523e-08,1.12494,1.12207,-0.00254923,0.000830914,0.000830914,0.064249,preserve_thermal_pressure,2.14523e-08,431,366844,after_cleaning_B_update,0.000676057,0.000676057,-0.138894,0.000676057,0.000676057,1,0,0.000377204,68.1403,0.00365825,10.1835,57.2564,0.119351,0.00555659,0.0429739,7.8233e-05,0.0486087,431,7061504,0.158098,103632,128,128,16384,plm,mc,1,0
