problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used,total_wall_time_sec,initialization_time_sec,hydro_time_sec,cleaning_time_sec,diagnostics_compute_time_sec,diagnostics_write_time_sec,snapshot_write_time_sec,summary_write_time_sec,output_time_sec,steps,total_cell_updates,seconds_per_step,cell_updates_per_second,nx,ny,ncell,reconstruction,limiter,diagnostic_stride,performance_mode
blast_wave,none,finished,1,,,0.591958,1.88447,22.2119,1.12494,1.12494,-8.13221e-14,0.0979967,0.0979967,0.153163,conserve_total_energy,,0,0,none,0.0979989,0.0979967,,,0.0979967,1,0,0.000560511,3.74627,0.0187343,3.30103,0.000183804,0.104563,0.00417802,0.0463099,8.5455e-05,0.0505734,241,3948544,0.0155447,1.05399e+06,128,128,16384,plm,mc,1,0
