problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used,total_wall_time_sec,initialization_time_sec,hydro_time_sec,cleaning_time_sec,diagnostics_compute_time_sec,diagnostics_write_time_sec,snapshot_write_time_sec,summary_write_time_sec,output_time_sec,steps,total_cell_updates,seconds_per_step,cell_updates_per_second,nx,ny,ncell,reconstruction,limiter,diagnostic_stride,performance_mode
blast_wave,gi_mixed_eglm,failed,0,0.00669843,cleaning_induced_failure:non_positive_pressure:retries=0,0.213035,1.70516,38.8088,1.12494,1.12493,-6.42598e-06,-0.00349165,1e-20,0.51585,conserve_total_energy,,22,0,after_cleaning_B_update,0.0102727,0.0291184,-0.00349165,-0.00349165,-0.00349165,1,0,0.000560372,0.27623,0.000520449,0.186037,0.0196532,0.0046773,0.000344618,0.0445717,7.4989e-05,0.0449913,11,180224,0.0251118,652442,128,128,16384,plm,mc,1,0
