problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used
orszag_tang,powell_source,failed,0,0.0570206,cleaning_induced_failure:non_positive_pressure:retries=0,1.04311,5.02685,127.446,0.349257,0.349487,0.000658492,-0.000651035,1e-20,0.188596,conserve_total_energy,,42,0,after_cleaning_B_update,0.0581515,0.0718685,-0.000651035,-0.000651035,-0.000651035,1,0,0.0012135
