problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used,glm_ch_factor,glm_cd,glm_cr,glm_subcycles,glm_ch,glm_cp,glm_effective_cd,glm_effective_cr,total_wall_time_sec,initialization_time_sec,hydro_time_sec,cleaning_time_sec,diagnostics_compute_time_sec,diagnostics_write_time_sec,snapshot_write_time_sec,summary_write_time_sec,output_time_sec,steps,total_cell_updates,seconds_per_step,cell_updates_per_second,nx,ny,ncell,reconstruction,limiter,diagnostic_stride,performance_mode
blast_wave,elliptic_projection,finished,1,,,7.28884e-10,9.13851e-10,4.61812e-09,1.09956,1.09927,-0.000262896,0.0997569,0.0997569,0.377619,preserve_thermal_pressure,4.61812e-09,26,7179,none,0.0986869,0.0986869,0.0740371,0.0986869,0.0986869,1,0,0.000119161,4,,,1,,,,,2.36031,0.0193159,0.829378,1.41095,0.0224579,0.000238427,0,5.4862e-05,0.000293289,26,106496,0.0907813,45119.4,64,64,4096,plm,mc,1,0
