i,j,x,y,rho,u,v,w,p,Bx,By,Bz,psi,divB_fv,Bmag
0,0,0.015625,0.015625,0.998926,1.00262,0.498249,0,0.998041,0.999463,-0.0010118,0,-2.23462e-05,-0.000115479,0.999463
1,0,0.046875,0.015625,0.998823,1.00325,0.497922,0,0.997776,0.99934,-0.000971968,0,-3.37061e-05,0.000552113,0.999341
2,0,0.078125,0.015625,0.998976,1.00372,0.497521,0,0.997992,0.999209,-0.000865011,0,-6.92232e-05,0.00219505,0.999209
3,0,0.109375,0.015625,0.99951,1.00345,0.497445,0,0.998859,0.999073,-0.000578787,0,-8.10618e-05,0.00339177,0.999073
4,0,0.140625,0.015625,1.00101,1.00219,0.497787,0,1.00131,0.998882,0.000155707,0,-0.000121581,0.00586458,0.998882
5,0,0.171875,0.015625,1.00286,1.00028,0.498525,0,1.00435,0.998594,0.0012097,0,-0.000187234,0.00853602,0.998595
6,0,0.203125,0.015625,1.00461,0.998229,0.499685,0,1.00717,0.998224,0.00261517,0,-0.000231796,0.00980674,0.998227
7,0,0.234375,0.015625,1.00587,0.996591,0.50118,0,1.00917,0.997822,0.00430082,0,-0.000231783,0.00836873,0.997831
8,0,0.265625,0.015625,1.00649,0.995449,0.502543,0,1.01004,0.997499,0.0059205,0,-0.000160698,0.00438451,0.997517
9,0,0.296875,0.015625,1.00624,0.995218,0.503531,0,1.00956,0.997398,0.00709577,0,1.62497e-05,-0.00206125,0.997424
10,0,0.328125,0.015625,1.00541,0.995508,0.503606,0,1.00818,0.997605,0.00710023,0,0.00012935,-0.00659184,0.99763
11,0,0.359375,0.015625,1.00441,0.995872,0.502871,0,1.00666,0.998128,0.00629418,0,0.000260487,-0.0114836,0.998148
12,0,0.390625,0.015625,1.00331,0.996336,0.501334,0,1.00511,0.998931,0.00461338,0,0.000278632,-0.0100962,0.998941
13,0,0.421875,0.015625,1.0024,0.996646,0.499676,0,1.00387,0.999853,0.00277549,0,0.000231578,-0.00794525,0.999857
14,0,0.453125,0.015625,1.00158,0.99693,0.498219,0,1.00281,1.00077,0.00108988,0,0.000145196,-0.00451469,1.00077
15,0,0.484375,0.015625,1.00083,0.997139,0.497082,0,1.00194,1.00156,-0.000209884,0,5.09925e-05,-0.00116572,1.00156
16,0,0.515625,0.015625,1.00027,0.997365,0.49635,0,1.00136,1.00217,-0.00108565,0,-2.5281e-05,0.00165522,1.00217
17,0,0.546875,0.015625,0.999886,0.997711,0.495902,0,1.00097,1.00257,-0.00160518,0,-7.3459e-05,0.00339085,1.00257
18,0,0.578125,0.015625,0.999646,0.998081,0.495775,0,1.00094,1.00278,-0.00188734,0,-9.20453e-05,0.00419047,1.00278
19,0,0.609375,0.015625,0.99942,0.998571,0.4959,0,1.00083,1.0028,-0.0020101,0,-8.83653e-05,0.00343396,1.0028
20,0,0.640625,0.015625,0.999264,0.999024,0.496175,0,1.00088,1.00269,-0.00210507,0,-8.41049e-05,0.00319818,1.00269
21,0,0.671875,0.015625,0.999142,0.999473,0.496627,0,1.00093,1.00246,-0.00210857,0,-5.38907e-05,0.00193946,1.00247
22,0,0.703125,0.015625,0.999058,0.99985,0.49711,0,1.00091,1.00217,-0.00209907,0,-2.53904e-05,0.000510047,1.00217
23,0,0.734375,0.015625,0.999064,1.00013,0.497606,0,1.00084,1.00183,-0.00202744,0,3.43473e-07,-0.000691948,1.00183
24,0,0.765625,0.015625,0.999103,1.00032,0.498038,0,1.00067,1.00148,-0.00190516,0,2.09605e-05,-0.0014826,1.00148
25,0,0.796875,0.015625,0.999179,1.00043,0.498386,0,1.00041,1.00112,-0.00174399,0,3.7337e-05,-0.00227573,1.00113
26,0,0.828125,0.015625,0.999258,1.00051,0.498642,0,1.00011,1.00079,-0.00156262,0,4.56176e-05,-0.00269351,1.00079
27,0,0.859375,0.015625,0.999322,1.00059,0.498814,0,0.999792,1.00048,-0.00138247,0,4.69748e-05,-0.00278577,1.00048
28,0,0.890625,0.015625,0.999363,1.00073,0.498919,0,0.999486,1.00021,-0.00123469,0,4.23108e-05,-0.00278696,1.00021
29,0,0.921875,0.015625,0.999357,1.00098,0.49891,0,0.999195,0.999975,-0.00111055,0,3.25684e-05,-0.00224121,0.999976
30,0,0.953125,0.015625,0.999268,1.00137,0.498801,0,0.998862,0.999775,-0.00104915,0,1.45182e-05,-0.00158689,0.999776
31,0,0.984375,0.015625,0.999103,1.00193,0.498575,0,0.998462,0.999605,-0.00101995,0,-2.84437e-06,-0.000899003,0.999606
0,1,0.015625,0.046875,0.998243,1.00241,0.499423,0,0.996929,0.999093,-0.000835902,0,-5.94198e-05,0.000515379,0.999094
1,1,0.046875,0.046875,0.99801,1.00299,0.499151,0,0.996465,0.998959,-0.000795329,0,-8.11708e-05,0.00136199,0.99896
2,1,0.078125,0.046875,0.998065,1.00362,0.498914,0,0.996511,0.998827,-0.000645098,0,-0.000124097,0.00280086,0.998827
3,1,0.109375,0.046875,0.998468,1.00342,0.498829,0,0.997136,0.998711,-0.000339983,0,-0.00014916,0.00393014,0.998711
4,1,0.140625,0.046875,0.999784,1.00239,0.499246,0,0.999233,0.998575,0.000499363,0,-0.000184839,0.00663527,0.998575
5,1,0.171875,0.046875,1.00164,1.00064,0.500095,0,1.00222,0.998378,0.00169887,0,-0.000246316,0.00936343,0.99838
6,1,0.203125,0.046875,1.00352,0.998721,0.501216,0,1.00524,0.998129,0.00318842,0,-0.000281582,0.0103747,0.998134
7,1,0.234375,0.046875,1.00501,0.997094,0.50253,0,1.00755,0.997891,0.00484517,0,-0.000269787,0.00980789,0.997903
8,1,0.265625,0.046875,1.00601,0.996205,0.503492,0,1.00904,0.997753,0.00624769,0,-0.000179933,0.00604287,0.997772
9,1,0.296875,0.046875,1.00603,0.995555,0.503763,0,1.0091,0.997835,0.00690472,0,5.09048e-05,-0.00346861,0.997859
10,1,0.328125,0.046875,1.00547,0.99606,0.503262,0,1.0082,0.998236,0.00653185,0,0.000148515,-0.00536812,0.998257
11,1,0.359375,0.046875,1.00465,0.996523,0.501867,0,1.00703,0.998888,0.00530103,0,0.000276696,-0.0109129,0.998902
12,1,0.390625,0.046875,1.00365,0.996941,0.49998,0,1.00569,0.999729,0.00344522,0,0.000297686,-0.0104837,0.999735
13,1,0.421875,0.046875,1.0027,0.997208,0.49829,0,1.00441,1.00061,0.00165231,0,0.000236196,-0.00789805,1.00061
14,1,0.453125,0.046875,1.00173,0.997433,0.497007,0,1.0031,1.0014,0.000154805,0,0.00014546,-0.00460123,1.0014
15,1,0.484375,0.046875,1.00082,0.997579,0.496243,0,1.00195,1.00202,-0.000872051,0,5.53706e-05,-0.00130234,1.00202
16,1,0.515625,0.046875,1.00004,0.997757,0.495891,0,1.001,1.00244,-0.00148128,0,-7.27588e-06,0.000695382,1.00244
17,1,0.546875,0.046875,0.999534,0.998069,0.495852,0,1.00043,1.00268,-0.00178324,0,-5.31537e-05,0.00210649,1.00268
18,1,0.578125,0.046875,0.999204,0.998519,0.496024,0,1.0001,1.00275,-0.00186103,0,-8.01878e-05,0.00307471,1.00275
19,1,0.609375,0.046875,0.99897,0.999116,0.496371,0,0.999895,1.0027,-0.00184337,0,-8.02421e-05,0.00363123,1.0027
20,1,0.640625,0.046875,0.998923,0.999615,0.496842,0,0.999923,1.00252,-0.00182651,0,-7.3131e-05,0.00328204,1.00252
21,1,0.671875,0.046875,0.998882,1.00008,0.497418,0,0.999911,1.00226,-0.00178116,0,-5.11464e-05,0.00216272,1.00226
22,1,0.703125,0.046875,0.998887,1.00044,0.497968,0,0.999875,1.00195,-0.00174339,0,-3.26078e-05,0.00133171,1.00195
23,1,0.734375,0.046875,0.99894,1.00067,0.498476,0,0.999789,1.0016,-0.00166945,0,-1.22351e-05,0.000362089,1.0016
24,1,0.765625,0.046875,0.999026,1.00078,0.498908,0,0.999632,1.00124,-0.00155998,0,5.55599e-06,-0.000440486,1.00124
25,1,0.796875,0.046875,0.999089,1.0008,0.499245,0,0.999386,1.00088,-0.0014221,0,1.90347e-05,-0.00107597,1.00089
26,1,0.828125,0.046875,0.999128,1.00079,0.499493,0,0.999106,1.00054,-0.00126834,0,2.70474e-05,-0.00158448,1.00054
27,1,0.859375,0.046875,0.999121,1.00079,0.49967,0,0.998827,1.00022,-0.00111784,0,2.77625e-05,-0.00185446,1.00022
28,1,0.890625,0.046875,0.999059,1.00085,0.499792,0,0.998538,0.999926,-0.000998788,0,2.12001e-05,-0.00178919,0.999927
29,1,0.921875,0.046875,0.998924,1.001,0.499836,0,0.998234,0.999667,-0.000906873,0,1.19231e-05,-0.00178064,0.999668
