step,time,dt,L1_fv,L2_fv,Linf_fv,L1_norm_fv,L2_norm_fv,Linf_norm_fv,total_mass,total_momentum_x,total_momentum_y,total_momentum_z,total_energy,min_density,min_pressure,has_nonfinite,has_negative_density,has_negative_pressure
49,0.0665096,0.00129896,0.0384612,0.052786,0.239174,0.00149465,0.00307489,0.113156,0.221049,-1.96353e-17,1.27187e-18,0,0.349257,0.181022,0.0974736,0,0,0
50,0.0678068,0.00129717,0.0392459,0.0542802,0.248061,0.00152548,0.00310474,0.0920415,0.221049,8.22358e-18,-3.22275e-18,0,0.349257,0.179873,0.0964941,0,0,0
51,0.0691024,0.0012956,0.0400338,0.0558006,0.256843,0.00155781,0.00317726,0.0847058,0.221049,-3.18866e-18,-3.42625e-19,0,0.349257,0.178725,0.0955179,0,0,0
52,0.0703964,0.00129401,0.0408247,0.0573462,0.265492,0.00159261,0.00332631,0.124711,0.221049,-2.10362e-17,-2.93852e-18,0,0.349257,0.177578,0.0945454,0,0,0
53,0.071689,0.00129262,0.0416146,0.0589155,0.273787,0.00163077,0.003636,0.193609,0.221049,2.82083e-18,2.79611e-18,0,0.349257,0.176433,0.0935766,0,0,0
54,0.0729804,0.00129138,0.0424025,0.0605054,0.281858,0.0016679,0.00395472,0.24399,0.221049,-1.32197e-17,-1.0211e-18,0,0.349257,0.175289,0.0926104,0,0,0
55,0.0742706,0.00129015,0.0431953,0.0621142,0.289105,0.00169547,0.00382285,0.191783,0.221049,1.5407e-17,-2.46799e-18,0,0.349257,0.174147,0.0916486,0,0,0
56,0.0755593,0.00128875,0.0439952,0.0637407,0.295333,0.00172243,0.00370899,0.138052,0.221049,1.80969e-17,4.11245e-18,0,0.349257,0.173004,0.0906917,0,0,0
57,0.0768466,0.00128732,0.044796,0.0653834,0.30464,0.00175141,0.00369572,0.106296,0.221049,1.51329e-17,2.42373e-18,0,0.349257,0.171861,0.08974,0,0,0
58,0.0781327,0.0012861,0.0456012,0.0670397,0.313397,0.00178272,0.00375406,0.087301,0.221049,-1.52646e-18,3.51805e-18,0,0.349257,0.170721,0.0887938,0,0,0
59,0.0794177,0.00128503,0.0464049,0.0687074,0.321007,0.00181711,0.00391142,0.130441,0.221049,-1.8612e-17,1.96914e-18,0,0.349257,0.169584,0.0878531,0,0,0
60,0.0807017,0.00128397,0.0472055,0.0703855,0.328176,0.0018579,0.00435789,0.228213,0.221049,-7.07887e-18,1.9874e-18,0,0.349257,0.168451,0.0869176,0,0,0
61,0.0819848,0.00128313,0.0480166,0.0720735,0.335691,0.00191102,0.00564647,0.431832,0.221049,2.25928e-17,-1.30125e-19,0,0.349257,0.167322,0.0859834,0,0,0
62,0.0832672,0.00128238,0.0488335,0.0737695,0.342942,0.00193043,0.00496937,0.308175,0.221049,-1.56131e-17,3.10972e-18,0,0.349257,0.166197,0.0850553,0,0,0
63,0.0845487,0.00128145,0.0496421,0.0754718,0.349723,0.00194775,0.00442884,0.183226,0.221049,6.73852e-18,4.17757e-18,0,0.349257,0.165076,0.0841335,0,0,0
64,0.0858293,0.00128057,0.0504458,0.0771796,0.357636,0.0019718,0.0043021,0.129485,0.221049,-1.12434e-17,-5.38856e-18,0,0.349257,0.163959,0.0832183,0,0,0
65,0.0871089,0.00127968,0.0512494,0.0788922,0.366889,0.00199935,0.00430497,0.101284,0.221049,2.12674e-18,-5.97582e-19,0,0.349257,0.162847,0.0823099,0,0,0
66,0.0883879,0.00127895,0.0520595,0.0806088,0.375598,0.00203088,0.00439866,0.1026,0.221049,-8.45688e-18,3.42842e-18,0,0.349257,0.161741,0.0814083,0,0,0
67,0.0896663,0.00127843,0.0528723,0.0823289,0.383538,0.00206791,0.00465638,0.163528,0.221049,-9.49407e-18,2.74073e-18,0,0.349257,0.160639,0.0805135,0,0,0
68,0.0909442,0.00127788,0.0536708,0.0840526,0.390421,0.00211959,0.00572526,0.351317,0.221049,-1.54306e-17,2.84587e-18,0,0.349257,0.159542,0.0796257,0,0,0
69,0.0922217,0.00127751,0.0544542,0.0857801,0.39816,0.00227253,0.0155182,1.43235,0.221049,8.5373e-18,3.86443e-18,0,0.349257,0.15845,0.0787449,0,0,0
70,0.093499,0.00127733,0.0552376,0.0875117,0.40681,0.00217492,0.00576836,0.329098,0.221049,3.5811e-18,-2.38704e-18,0,0.349257,0.157364,0.0778712,0,0,0
71,0.0947758,0.00127675,0.0560174,0.0892477,0.414614,0.0021856,0.00504776,0.18155,0.221049,5.54552e-18,-2.7455e-18,0,0.349257,0.156283,0.0770049,0,0,0
72,0.0960521,0.0012763,0.056787,0.0909894,0.421619,0.00220693,0.00490652,0.127981,0.221049,7.82484e-18,-2.5609e-18,0,0.349257,0.155208,0.076146,0,0,0
73,0.0973281,0.00127604,0.057548,0.0927376,0.42782,0.00223214,0.00490235,0.100314,0.221049,-4.00615e-18,-1.0113e-18,0,0.349257,0.154138,0.0752944,0,0,0
74,0.0986039,0.00127577,0.0583037,0.094493,0.434572,0.00226092,0.00498918,0.0948126,0.221049,2.46725e-18,-2.71908e-18,0,0.349257,0.153075,0.0744504,0,0,0
75,0.0998795,0.00127564,0.0590465,0.0962571,0.440608,0.00229404,0.0052127,0.144369,0.221049,4.03521e-18,9.57677e-18,0,0.349257,0.152017,0.0736138,0,0,0
76,0.101155,0.0012757,0.0597833,0.0980326,0.445681,0.00233792,0.00591632,0.27561,0.221049,-4.65138e-18,1.43683e-18,0,0.349257,0.150965,0.0727846,0,0,0
77,0.102431,0.00127582,0.0605199,0.0998217,0.457573,0.00244499,0.0114015,0.934491,0.221049,-7.15711e-18,3.33535e-18,0,0.349257,0.149917,0.0719629,0,0,0
78,0.103707,0.001276,0.0612436,0.101626,0.472486,0.00241013,0.00699984,0.421654,0.221049,1.24935e-17,1.9955e-18,0,0.349257,0.148871,0.0711486,0,0,0
79,0.104983,0.00127597,0.0619613,0.103448,0.487779,0.00241041,0.00586558,0.214573,0.221049,-1.06955e-17,5.35865e-18,0,0.349257,0.147831,0.0703419,0,0,0
80,0.106259,0.00127604,0.0626758,0.10529,0.503401,0.00242565,0.00564118,0.147,0.221049,2.42956e-17,-2.92946e-18,0,0.349257,0.146798,0.0695428,0,0,0
81,0.107535,0.00127612,0.0633847,0.107155,0.519361,0.00244502,0.00558228,0.126582,0.221049,1.35623e-17,-3.07049e-19,0,0.349257,0.14577,0.0687514,0,0,0
82,0.108812,0.00127637,0.0640966,0.109045,0.536736,0.00246804,0.00561404,0.110195,0.221049,-2.10657e-18,-6.03511e-20,0,0.349257,0.144748,0.0679674,0,0,0
83,0.110088,0.00127678,0.0648185,0.110963,0.554777,0.00249519,0.00572835,0.110474,0.221049,5.85744e-18,2.7734e-18,0,0.349257,0.143732,0.067191,0,0,0
84,0.111366,0.00127726,0.0655467,0.112911,0.573448,0.00252711,0.00596447,0.166619,0.221049,7.92505e-18,-5.26325e-19,0,0.349257,0.142722,0.066422,0,0,0
85,0.112643,0.00127778,0.066278,0.114891,0.592714,0.00256684,0.0065091,0.277556,0.221049,-1.03773e-17,3.5154e-18,0,0.349257,0.141717,0.0656605,0,0,0
86,0.113922,0.00127845,0.0670124,0.116904,0.612572,0.00260984,0.00730755,0.396398,0.221049,-2.68895e-17,1.9972e-18,0,0.349257,0.140719,0.0649063,0,0,0
87,0.115201,0.00127901,0.0677442,0.118953,0.633031,0.00262767,0.00702561,0.291066,0.221049,-9.99277e-18,2.61214e-18,0,0.349257,0.139726,0.0641596,0,0,0
88,0.11648,0.00127942,0.0684903,0.121038,0.654092,0.00264215,0.0068572,0.284354,0.221049,1.18386e-18,3.57977e-19,0,0.349257,0.13874,0.0634204,0,0,0
89,0.11776,0.00127998,0.0692412,0.123159,0.67581,0.00265488,0.00664048,0.249385,0.221049,6.97405e-18,3.18569e-18,0,0.349257,0.13776,0.0626887,0,0,0
90,0.119041,0.00128069,0.0699965,0.125318,0.698536,0.00266941,0.00647643,0.19096,0.221049,-1.25314e-17,6.49251e-19,0,0.349257,0.136785,0.0619616,0,0,0
91,0.120322,0.00128153,0.0707564,0.127513,0.722171,0.00268843,0.00644867,0.149054,0.221049,9.64982e-18,-2.48287e-19,0,0.349257,0.135817,0.0612405,0,0,0
92,0.121605,0.00128245,0.0715199,0.129744,0.746251,0.00271145,0.00650877,0.136621,0.221049,-7.14546e-18,-7.31095e-19,0,0.349257,0.134855,0.0605267,0,0,0
93,0.122888,0.00128338,0.0722985,0.132009,0.77062,0.0027389,0.00664395,0.141768,0.221049,-6.53036e-19,-1.08632e-19,0,0.349257,0.133898,0.0598202,0,0,0
94,0.124173,0.00128445,0.0730895,0.134306,0.795195,0.00277306,0.00691899,0.182121,0.221049,-9.99742e-18,1.93187e-18,0,0.349257,0.132947,0.059121,0,0,0
95,0.125458,0.00128557,0.0738882,0.136633,0.819866,0.00283178,0.00820857,0.521281,0.221049,7.09919e-20,-3.1157e-18,0,0.349257,0.132003,0.0584289,0,0,0
96,0.126745,0.00128649,0.0746932,0.138985,0.84453,0.00285115,0.00786406,0.373506,0.221049,-6.18379e-18,7.40519e-19,0,0.349257,0.131064,0.0577442,0,0,0
97,0.128032,0.00128744,0.075499,0.141359,0.86909,0.00287256,0.00797308,0.395636,0.221049,-5.16195e-18,1.54742e-18,0,0.349257,0.130131,0.0570667,0,0,0
98,0.129321,0.00128851,0.0763012,0.14375,0.89317,0.00298465,0.014295,1.31448,0.221049,5.50982e-18,3.06965e-18,0,0.349257,0.129205,0.0563964,0,0,0
99,0.13061,0.0012897,0.0771097,0.146152,0.923675,0.00293022,0.00883888,0.561929,0.221049,-1.49942e-17,-1.90371e-19,0,0.349257,0.128284,0.0557333,0,0,0
100,0.131901,0.001291,0.0779221,0.148561,0.95505,0.00292768,0.00764181,0.278151,0.221049,9.95986e-18,2.84942e-18,0,0.349257,0.127369,0.0550773,0,0,0
101,0.133194,0.00129241,0.0787435,0.150969,0.986346,0.00294719,0.00753126,0.188529,0.221049,-1.46702e-17,1.13048e-17,0,0.349257,0.126461,0.0544283,0,0,0
102,0.134488,0.00129392,0.0795626,0.15337,1.01749,0.00297178,0.00758046,0.19467,0.221049,2.64767e-18,1.23847e-18,0,0.349257,0.125558,0.0537863,0,0,0
103,0.135783,0.00129541,0.080373,0.155757,1.0484,0.00299781,0.00765777,0.200766,0.221049,1.06262e-17,3.9386e-18,0,0.349257,0.12466,0.0531512,0,0,0
104,0.13708,0.00129686,0.0811712,0.158121,1.07891,0.00302501,0.00775983,0.206765,0.221049,6.71385e-18,-1.78353e-18,0,0.349257,0.123769,0.0525231,0,0,0
105,0.138378,0.00129826,0.0819458,0.160455,1.10887,0.00305283,0.00788898,0.212501,0.221049,4.38565e-18,2.96642e-18,0,0.349257,0.122884,0.0519014,0,0,0
106,0.139678,0.00129975,0.0827242,0.16275,1.13855,0.00308159,0.00803409,0.217903,0.221049,9.69622e-18,8.26948e-18,0,0.349257,0.122005,0.0512814,0,0,0
107,0.140979,0.00130134,0.0834788,0.164998,1.16886,0.00311103,0.00821771,0.222965,0.221049,-1.60531e-17,-3.38919e-19,0,0.349257,0.121131,0.0506683,0,0,0
108,0.142282,0.00130293,0.0842281,0.16719,1.19852,0.00314451,0.00854295,0.302443,0.221049,1.95665e-17,-1.6352e-18,0,0.349257,0.12026,0.0500621,0,0,0
109,0.143587,0.00130458,0.0849622,0.169318,1.22658,0.00317923,0.00897937,0.404832,0.221049,-1.28095e-17,-8.27339e-19,0,0.349257,0.119394,0.0494627,0,0,0
110,0.144893,0.00130632,0.0856663,0.171373,1.2543,0.00319884,0.00887346,0.34272,0.221049,1.50277e-17,-8.28292e-19,0,0.349257,0.118535,0.0488702,0,0,0
111,0.146201,0.00130814,0.0863433,0.173345,1.28367,0.00321716,0.00876554,0.240263,0.221049,7.26175e-18,-3.01639e-18,0,0.349257,0.117682,0.0482843,0,0,0
112,0.147511,0.00131003,0.0869814,0.175225,1.31141,0.00324489,0.00900415,0.308883,0.221049,1.10168e-17,2.6041e-18,0,0.349257,0.116835,0.0477052,0,0,0
113,0.148823,0.001312,0.0875817,0.177005,1.33778,0.00328936,0.0100218,0.559411,0.221049,7.52239e-18,1.2696e-18,0,0.349257,0.115989,0.0471327,0,0,0
114,0.150137,0.00131404,0.0881624,0.178677,1.36284,0.00332003,0.010563,0.648847,0.221049,-5.55304e-18,2.06538e-18,0,0.349257,0.115149,0.0465669,0,0,0
115,0.151453,0.0013159,0.0887197,0.180233,1.38868,0.00331513,0.00948979,0.366693,0.221049,-1.09793e-17,6.49399e-18,0,0.349257,0.114314,0.0460078,0,0,0
116,0.152771,0.00131776,0.0892482,0.181668,1.41603,0.00332536,0.00928883,0.243696,0.221049,-1.05323e-17,-4.43909e-18,0,0.349257,0.113486,0.0454553,0,0,0
117,0.154091,0.0013197,0.0897376,0.182977,1.44182,0.00334121,0.00932338,0.250943,0.221049,-1.46837e-17,1.03232e-19,0,0.349257,0.112664,0.0449094,0,0,0
