step,time,dt,L1_fv,L2_fv,Linf_fv,L1_norm_fv,L2_norm_fv,Linf_norm_fv,total_mass,total_momentum_x,total_momentum_y,total_momentum_z,total_energy,min_density,min_pressure,has_nonfinite,has_negative_density,has_negative_pressure
100,0.131891,0.00129,0.0862752,0.154528,1.11103,0.00325025,0.0083597,0.315281,0.221049,-6.09906e-18,7.36601e-19,0,0.349257,0.127711,0.055354,0,0,0
101,0.133183,0.00129137,0.0873398,0.157048,1.1487,0.00327315,0.00819588,0.27217,0.221049,-6.07955e-18,2.16915e-18,0,0.349257,0.126804,0.0547054,0,0,0
102,0.134475,0.00129279,0.088412,0.159566,1.1865,0.00330524,0.00835,0.280704,0.221049,-5.03836e-18,-3.63684e-18,0,0.349257,0.125903,0.0540637,0,0,0
103,0.13577,0.00129423,0.0894723,0.162073,1.22495,0.00333485,0.00842318,0.289266,0.221049,1.59427e-19,-1.00374e-17,0,0.349257,0.125007,0.0534288,0,0,0
104,0.137065,0.00129563,0.0905153,0.164563,1.26403,0.00336133,0.00840514,0.297777,0.221049,9.71155e-18,-3.12979e-19,0,0.349257,0.124118,0.0528007,0,0,0
105,0.138362,0.00129698,0.0915306,0.167026,1.30325,0.00338924,0.00844765,0.306117,0.221049,-1.55159e-17,4.48822e-19,0,0.349257,0.123235,0.0521794,0,0,0
106,0.139661,0.00129843,0.0925244,0.169455,1.34243,0.00341878,0.00854518,0.314258,0.221049,2.50183e-17,2.3376e-18,0,0.349257,0.122357,0.051565,0,0,0
107,0.140961,0.00129993,0.0935256,0.171841,1.38143,0.00345021,0.00867101,0.322164,0.221049,-2.83785e-17,-9.87895e-18,0,0.349257,0.121479,0.0509573,0,0,0
108,0.142262,0.00130144,0.0945135,0.174175,1.42009,0.00348288,0.00881533,0.329764,0.221049,3.20487e-17,9.13737e-19,0,0.349257,0.120605,0.0503564,0,0,0
109,0.143565,0.00130303,0.0954828,0.17645,1.45825,0.00351592,0.00897309,0.336962,0.221049,1.23063e-17,1.85701e-18,0,0.349257,0.119737,0.0497621,0,0,0
110,0.14487,0.00130471,0.0964138,0.178656,1.49848,0.00354747,0.00911969,0.343677,0.221049,9.23748e-18,-4.2719e-18,0,0.349257,0.118875,0.0491745,0,0,0
111,0.146176,0.00130647,0.097314,0.180785,1.5396,0.00357722,0.00923885,0.349841,0.221049,5.38051e-18,1.70688e-18,0,0.349257,0.118019,0.0485935,0,0,0
112,0.147485,0.00130831,0.0981867,0.182827,1.5818,0.00360773,0.00938637,0.355386,0.221049,5.50998e-18,4.86779e-18,0,0.349257,0.117168,0.048019,0,0,0
113,0.148795,0.00131021,0.0990177,0.184773,1.62256,0.00364399,0.00971304,0.360236,0.221049,1.64335e-18,6.10923e-19,0,0.349257,0.116324,0.0474449,0,0,0
114,0.150107,0.00131218,0.0998415,0.186615,1.66165,0.00370469,0.0111133,0.560444,0.221049,-1.91429e-18,-1.55536e-19,0,0.349257,0.115485,0.0468763,0,0,0
115,0.151421,0.00131392,0.100633,0.188344,1.6989,0.00375456,0.0124325,0.76325,0.221049,2.89125e-17,1.32137e-19,0,0.349257,0.114652,0.0463144,0,0,0
116,0.152737,0.00131572,0.101399,0.189956,1.73708,0.00373298,0.010246,0.369798,0.221049,3.99178e-18,-6.27651e-19,0,0.349257,0.113825,0.0457591,0,0,0
117,0.154054,0.00131758,0.102136,0.191446,1.77374,0.00374623,0.0099724,0.371106,0.221049,-5.98251e-18,-3.39491e-18,0,0.349257,0.113005,0.0452104,0,0,0
118,0.155374,0.0013195,0.102849,0.192806,1.80802,0.00376985,0.01001,0.371409,0.221049,1.58074e-17,1.14942e-18,0,0.349257,0.11219,0.0446682,0,0,0
119,0.156695,0.00132149,0.103524,0.194031,1.83969,0.00379859,0.0101767,0.370727,0.221049,1.76249e-18,-2.64941e-18,0,0.349257,0.111381,0.0441325,0,0,0
120,0.158019,0.00132353,0.104152,0.195116,1.86855,0.00382831,0.0104074,0.369092,0.221049,-2.79223e-17,1.61466e-19,0,0.349257,0.110579,0.0436033,0,0,0
121,0.159344,0.00132562,0.104754,0.196061,1.89445,0.00385116,0.0104615,0.366501,0.221049,2.80873e-18,-5.15525e-18,0,0.349257,0.109782,0.0430805,0,0,0
122,0.160672,0.00132777,0.105343,0.196867,1.91733,0.00386937,0.010394,0.362974,0.221049,-1.20967e-18,-3.52022e-18,0,0.349257,0.108984,0.0425592,0,0,0
123,0.162,0.00132779,0.105902,0.197536,1.93709,0.00388967,0.0104227,0.358562,0.221049,1.85857e-17,-7.01402e-18,0,0.349257,0.108192,0.0420431,0,0,0
124,0.163325,0.00132463,0.106435,0.198078,1.95368,0.00391433,0.0105978,0.416585,0.221049,-1.29833e-17,3.85855e-18,0,0.349257,0.107408,0.0415354,0,0,0
125,0.164646,0.00132166,0.106943,0.198492,1.96694,0.00394454,0.0110183,0.562197,0.221049,7.75799e-18,-5.11163e-18,0,0.349257,0.106634,0.0410361,0,0,0
126,0.165965,0.00131894,0.107422,0.19878,1.9764,0.0039812,0.0118842,0.790232,0.221049,2.32423e-18,2.65688e-18,0,0.349257,0.105869,0.0405448,0,0,0
127,0.167282,0.0013164,0.107869,0.198951,1.98233,0.00400959,0.0124489,0.916781,0.221049,9.57326e-18,-9.09449e-19,0,0.349257,0.105112,0.0400615,0,0,0
128,0.168595,0.00131351,0.108291,0.199017,1.98487,0.00401099,0.0114762,0.690593,0.221049,-5.4206e-18,3.00046e-18,0,0.349257,0.104364,0.0395862,0,0,0
129,0.169906,0.00131081,0.1087,0.198995,1.98431,0.00401186,0.0107256,0.468903,0.221049,-2.92404e-18,-3.61281e-18,0,0.349257,0.103626,0.0391172,0,0,0
130,0.171214,0.00130836,0.109125,0.198901,1.98084,0.00401959,0.0103829,0.336416,0.221049,1.27353e-17,-2.66731e-18,0,0.349257,0.102896,0.038651,0,0,0
131,0.17252,0.00130613,0.109555,0.198737,1.9745,0.00403198,0.0102199,0.300324,0.221049,-2.12363e-18,3.10115e-18,0,0.349257,0.102174,0.0381923,0,0,0
132,0.173824,0.00130377,0.109973,0.198505,1.9652,0.00404732,0.0101479,0.29115,0.221049,-3.15106e-18,5.6595e-18,0,0.349257,0.101461,0.0377413,0,0,0
133,0.175125,0.00130132,0.11038,0.198222,1.9526,0.00406522,0.01014,0.281699,0.221049,-3.6289e-18,8.30092e-19,0,0.349257,0.100752,0.0372977,0,0,0
134,0.176425,0.00129911,0.1108,0.197904,1.93743,0.00408553,0.0101909,0.278514,0.221049,-7.17923e-18,5.55654e-19,0,0.349257,0.100046,0.0368614,0,0,0
135,0.177722,0.0012971,0.11122,0.197573,1.92039,0.00410663,0.0102909,0.345378,0.221049,-4.17599e-18,-3.72774e-18,0,0.349257,0.0993486,0.0364323,0,0,0
136,0.179017,0.00129531,0.111638,0.197238,1.90185,0.00412538,0.0103628,0.401313,0.221049,-1.84226e-17,8.82979e-19,0,0.349257,0.0986593,0.0360061,0,0,0
137,0.18031,0.0012931,0.112064,0.196895,1.88154,0.0041378,0.0102407,0.380663,0.221049,5.97321e-18,-7.32895e-19,0,0.349257,0.0979783,0.0355854,0,0,0
138,0.181601,0.0012911,0.112482,0.196549,1.85974,0.00414663,0.0100106,0.302212,0.221049,2.1911e-17,1.09373e-18,0,0.349257,0.0973054,0.0351718,0,0,0
139,0.18289,0.0012893,0.112902,0.196216,1.83656,0.00415748,0.00985074,0.292298,0.221049,9.51741e-18,-5.59254e-19,0,0.349257,0.0966406,0.034765,0,0,0
140,0.184178,0.0012877,0.113331,0.195917,1.81097,0.00417133,0.00978053,0.2953,0.221049,-1.07575e-17,-3.09411e-18,0,0.349257,0.0959836,0.0343628,0,0,0
141,0.185464,0.00128603,0.113769,0.195665,1.78431,0.00418837,0.00977589,0.298389,0.221049,7.7485e-19,3.38136e-18,0,0.349257,0.0953346,0.0339641,0,0,0
142,0.186748,0.00128423,0.114219,0.195449,1.75861,0.00420703,0.00980256,0.301443,0.221049,1.38189e-17,-1.80598e-18,0,0.349257,0.0946934,0.0335719,0,0,0
143,0.188031,0.00128262,0.114697,0.19527,1.73157,0.00422586,0.00982807,0.304575,0.221049,8.65608e-18,-6.88193e-18,0,0.349257,0.0940541,0.0331863,0,0,0
144,0.189312,0.00128119,0.115203,0.195146,1.70324,0.00424464,0.00983247,0.307587,0.221049,-1.58387e-17,2.88616e-18,0,0.349257,0.0934196,0.0328027,0,0,0
