step,time,dt,L1_fv,L2_fv,Linf_fv,L1_norm_fv,L2_norm_fv,Linf_norm_fv,total_mass,total_momentum_x,total_momentum_y,total_momentum_z,total_energy,min_density,min_pressure,has_nonfinite,has_negative_density,has_negative_pressure
113,0.0851455,0.000724697,0,0,0,0,0,0,0.5625,4.06576e-20,1.39727e-17,0,1.33125,0.115754,0.0861405,0,0,0
114,0.08587,0.000724512,0,0,0,0,0,0,0.5625,-1.38575e-17,4.16605e-17,0,1.33125,0.115561,0.085863,0,0,0
115,0.0865944,0.000724398,0,0,0,0,0,0,0.5625,-2.77251e-17,-4.06576e-20,0,1.33125,0.115372,0.0855905,0,0,0
116,0.0873188,0.00072435,0,0,0,0,0,0,0.5625,3.04932e-20,-5.54976e-17,0,1.33125,0.115185,0.085323,0,0,0
117,0.0880431,0.000724366,0,0,0,0,0,0,0.5625,-6.95922e-18,-1.38507e-17,0,1.33125,0.115003,0.0850605,0,0,0
118,0.0887676,0.000724444,0,0,0,0,0,0,0.5625,-1.38337e-17,1.38913e-17,0,1.33125,0.114823,0.0848031,0,0,0
119,0.0894922,0.000724579,0,0,0,0,0,0,0.5625,-5.0822e-20,1.35525e-19,0,1.33125,0.114647,0.0845509,0,0,0
120,0.0902169,0.000724771,0,0,0,0,0,0,0.5625,1.38202e-17,1.38778e-17,0,1.33125,0.114474,0.0843037,0,0,0
121,0.0909419,0.000725003,0,0,0,0,0,0,0.5625,-1.35525e-20,-6.77626e-20,0,1.33125,0.114305,0.0840618,0,0,0
122,0.0916667,0.000724805,0,0,0,0,0,0,0.5625,-1.38676e-17,2.7742e-17,0,1.33125,0.11414,0.0838251,0,0,0
123,0.0923914,0.000724672,0,0,0,0,0,0,0.5625,-1.38337e-17,2.76743e-17,0,1.33125,0.113977,0.0835936,0,0,0
124,0.093116,0.000724601,0,0,0,0,0,0,0.5625,3.38813e-21,-4.16605e-17,0,1.33125,0.113819,0.0833673,0,0,0
125,0.0938406,0.000724589,0,0,0,0,0,0,0.5625,-2.77251e-17,-5.54705e-17,0,1.33125,0.113664,0.083146,0,0,0
126,0.0945652,0.000724633,0,0,0,0,0,0,0.5625,-2.77285e-17,0,0,1.33125,0.113512,0.0829298,0,0,0
127,0.09529,0.000724732,0,0,0,0,0,0,0.5625,6.43745e-20,0,0,1.33125,0.113363,0.0827184,0,0,0
128,0.0960148,0.000724882,0,0,0,0,0,0,0.5625,-1.38202e-17,-2.77691e-17,0,1.33125,0.113218,0.0825117,0,0,0
129,0.0967399,0.000725083,0,0,0,0,0,0,0.5625,3.38813e-21,-5.53892e-17,0,1.33125,0.113076,0.0823096,0,0,0
