problem,method,nx,ny,reconstruction,limiter,damping_mode,glm_ch_factor,glm_cd,glm_cr,glm_subcycles,glm_ch,glm_cp,glm_effective_cd,glm_effective_cr,status,final_time_reached,final_L2_norm_fv,peak_L2_norm_fv,time_integrated_L2_norm_fv,final_Linf_norm_fv,peak_Linf_norm_fv,min_pressure,min_density,has_nonfinite,has_negative_density,has_negative_pressure,energy_drift,total_wall_time_sec,seconds_per_step,cell_updates_per_second,cleaning_subcycles_total,failure_reason,summary_file,diagnostic_file,sweep_mode
divergence_advection,mixed_eglm,256,256,plm,mc,cr,4.0,,0.3,1,9.16683,1.65833,0.997615,0.3,finished,1,8.19701e-05,0.00026775,8.7430025e-06,0.000245897,0.00184213,0.987749,0.991872,0.0,0.0,0.0,-3.6435e-06,23.5084,0.317681,206295.0,587,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_eglm_ch4_sub1_cr0p3_mixed_eglm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_eglm_ch4_sub1_cr0p3_mixed_eglm.csv,cr
divergence_advection,mixed_eglm,256,256,plm,mc,cr,2.0,,0.18,1,4.58341,0.908303,0.996987,0.18,finished,1,9.40635e-05,0.00026775,9.0453375e-06,0.00031012,0.00184213,0.98706,0.991674,0.0,0.0,0.0,-3.66049e-06,17.2678,0.233348,280851.0,294,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_eglm_ch2_sub1_cr0p18_mixed_eglm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_eglm_ch2_sub1_cr0p18_mixed_eglm.csv,cr
divergence_advection,mixed_eglm,256,256,plm,mc,cr,4.0,,0.5,1,9.16683,2.14089,0.99857,0.5,finished,1,0.000111937,0.00026775,9.492175e-06,0.000334523,0.00184213,0.987735,0.991885,0.0,0.0,0.0,-3.14789e-06,24.4325,0.330169,198493.0,587,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_eglm_ch4_sub1_cr0p5_mixed_eglm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_eglm_ch4_sub1_cr0p5_mixed_eglm.csv,cr
divergence_advection,mixed_eglm,256,256,plm,mc,cr,2.0,,0.3,1,4.58341,1.17261,0.998191,0.3,finished,1,0.000119134,0.00026775,9.6721e-06,0.000423154,0.00184213,0.986998,0.991686,0.0,0.0,0.0,-3.40662e-06,16.7353,0.226153,289786.0,294,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_eglm_ch2_sub1_cr0p3_mixed_eglm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_eglm_ch2_sub1_cr0p3_mixed_eglm.csv,cr
divergence_advection,mixed_eglm,256,256,plm,mc,cr,2.0,,0.5,1,4.58341,1.51384,0.998914,0.5,finished,1,0.000138121,0.00026775,1.0146775e-05,0.000505486,0.00184213,0.986958,0.991695,0.0,0.0,0.0,-3.1479e-06,17.5569,0.237255,276226.0,294,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_eglm_ch2_sub1_cr0p5_mixed_eglm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_eglm_ch2_sub1_cr0p5_mixed_eglm.csv,cr
divergence_advection,mixed_eglm,256,256,plm,mc,cd,4.0,0.8,,1,9.16683,0.174854,0.8,0.00333529,finished,1,0.000147679,0.00026775,1.0385725e-05,0.000744808,0.00184213,0.988976,0.991187,0.0,0.0,0.0,-1.44878e-06,22.5277,0.304428,215276.0,587,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_eglm_ch4_sub1_cd0p8_mixed_eglm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_eglm_ch4_sub1_cd0p8_mixed_eglm.csv,cd
divergence_advection,mixed_eglm,256,256,plm,mc,none,1.0,,,1,2.29171,0.2,0.969242,0.0174542,finished,1,0.000151258,0.00026775,1.04752e-05,0.000757085,0.00184213,0.987399,0.991569,0.0,0.0,0.0,-1.83956e-06,13.0844,0.176816,370645.0,147,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_eglm_ch1_sub1_none_mixed_eglm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_eglm_ch1_sub1_none_mixed_eglm.csv,default
divergence_advection,mixed_eglm,256,256,plm,mc,cd,4.0,0.5,,1,9.16683,0.0996097,0.5,0.00108239,finished,1,0.000192302,0.00026775,1.15013e-05,0.00110479,0.00184213,0.989273,0.991016,0.0,0.0,0.0,-4.73946e-07,22.5404,0.3046,215154.0,587,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_eglm_ch4_sub1_cd0p5_mixed_eglm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_eglm_ch4_sub1_cd0p5_mixed_eglm.csv,cd
divergence_advection,mixed_glm,64,64,plm,mc,none,1.0,,,1,2.2917,0.2,0.878976,0.0174543,finished,1,0.000565886,0.00107025,4.0903400000000005e-05,0.00285672,0.00758195,0.982651,0.993345,0.0,0.0,0.0,2.19796e-15,1.13013,0.0594807,68862.7,37,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n64_mixed_glm_ch1_sub1_none_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n64_mixed_glm_ch1_sub1_none_mixed_glm.csv,default
divergence_advection,mixed_glm,128,128,plm,mc,cr,4.0,,0.1,1,9.16682,0.957435,0.985853,0.1,finished,1,2.97042e-05,0.000535426,1.4128255000000002e-05,8.3213e-05,0.00372446,0.994733,0.987809,0.0,0.0,0.0,1.3695e-14,3.18222,0.0860059,190499.0,295,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n128_mixed_glm_ch4_sub1_cr0p1_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n128_mixed_glm_ch4_sub1_cr0p1_mixed_glm.csv,cr
divergence_advection,mixed_glm,128,128,plm,mc,cr,4.0,,0.18,1,9.16682,1.28453,0.991993,0.18,finished,1,8.22761e-05,0.000535426,1.54425525e-05,0.000234672,0.00372446,0.995593,0.987261,0.0,0.0,0.0,1.62311e-14,3.54031,0.0956841,171230.0,295,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n128_mixed_glm_ch4_sub1_cr0p18_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n128_mixed_glm_ch4_sub1_cr0p18_mixed_glm.csv,cr
divergence_advection,mixed_glm,128,128,plm,mc,cr,2.0,,0.1,1,4.58341,0.677009,0.988032,0.1,finished,1,0.000116781,0.000535426,1.6305175000000003e-05,0.000345804,0.00372446,0.992321,0.989785,0.0,0.0,0.0,1.35259e-14,2.43415,0.0657879,249043.0,148,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n128_mixed_glm_ch2_sub1_cr0p1_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n128_mixed_glm_ch2_sub1_cr0p1_mixed_glm.csv,cr
divergence_advection,mixed_glm,128,128,plm,mc,cr,4.0,,0.3,1,9.16682,1.65833,0.995141,0.3,finished,1,0.000139514,0.000535426,1.68735e-05,0.000396909,0.00372446,0.994745,0.986957,0.0,0.0,0.0,1.21733e-14,3.42992,0.0927006,176741.0,295,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n128_mixed_glm_ch4_sub1_cr0p3_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n128_mixed_glm_ch4_sub1_cr0p3_mixed_glm.csv,cr
divergence_advection,mixed_glm,128,128,plm,mc,cr,2.0,,0.18,1,4.58341,0.908303,0.993212,0.18,finished,1,0.000171088,0.000535426,1.766285e-05,0.000560927,0.00372446,0.991413,0.989012,0.0,0.0,0.0,9.46815e-15,2.92912,0.0791655,206959.0,148,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n128_mixed_glm_ch2_sub1_cr0p18_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n128_mixed_glm_ch2_sub1_cr0p18_mixed_glm.csv,cr
divergence_advection,mixed_glm,128,128,plm,mc,cr,4.0,,0.5,1,9.16682,2.14089,0.997062,0.5,finished,1,0.000190092,0.000535426,1.813795e-05,0.000538778,0.00372446,0.993584,0.986764,0.0,0.0,0.0,1.28496e-14,4.11582,0.111238,147287.0,295,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n128_mixed_glm_ch4_sub1_cr0p5_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n128_mixed_glm_ch4_sub1_cr0p5_mixed_glm.csv,cr
divergence_advection,mixed_glm,128,128,plm,mc,cd,4.0,0.8,,1,9.16682,0.249046,0.8,0.00676616,finished,1,0.000205136,0.000535426,1.851405e-05,0.000866615,0.00372446,0.986472,0.993042,0.0,0.0,0.0,6.42482e-15,2.9273,0.0791163,207087.0,294,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n128_mixed_glm_ch4_sub1_cd0p8_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n128_mixed_glm_ch4_sub1_cd0p8_mixed_glm.csv,cd
divergence_advection,mixed_glm,128,128,plm,mc,cr,2.0,,0.3,1,4.58341,1.17261,0.995875,0.3,finished,1,0.000216105,0.000535426,1.8788275e-05,0.000763593,0.00372446,0.990723,0.988567,0.0,0.0,0.0,1.31878e-14,2.70232,0.0730357,224329.0,148,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n128_mixed_glm_ch2_sub1_cr0p3_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n128_mixed_glm_ch2_sub1_cr0p3_mixed_glm.csv,cr
divergence_advection,mixed_glm,128,128,plm,mc,cr,2.0,,0.5,1,4.58341,1.51384,0.997504,0.5,finished,1,0.000250387,0.000535426,1.9645325e-05,0.000909347,0.00372446,0.99019,0.988276,0.0,0.0,0.0,1.52167e-14,2.82244,0.0762822,214781.0,148,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n128_mixed_glm_ch2_sub1_cr0p5_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n128_mixed_glm_ch2_sub1_cr0p5_mixed_glm.csv,cr
divergence_advection,mixed_glm,128,128,plm,mc,none,1.0,,,1,2.2917,0.2,0.937556,0.0174543,finished,1,0.000295583,0.000535426,2.0775225e-05,0.00148258,0.00372446,0.982204,0.993265,0.0,0.0,0.0,1.06517e-14,2.23331,0.0603597,271439.0,74,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n128_mixed_glm_ch1_sub1_none_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n128_mixed_glm_ch1_sub1_none_mixed_glm.csv,default
divergence_advection,mixed_glm,128,128,plm,mc,cd,4.0,0.5,,1,9.16682,0.140759,0.5,0.00216139,finished,1,0.000301999,0.000535426,2.0935625e-05,0.00154071,0.00372446,0.98315,0.993453,0.0,0.0,0.0,1.87672e-14,2.8694,0.0775513,211267.0,294,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n128_mixed_glm_ch4_sub1_cd0p5_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n128_mixed_glm_ch4_sub1_cd0p5_mixed_glm.csv,cd
divergence_advection,mixed_glm,256,256,plm,mc,cr,4.0,,0.1,1,9.16683,0.957436,0.99257,0.1,finished,1,1.67563e-05,0.00026775,7.112657499999999e-06,4.84081e-05,0.00184213,0.995035,0.987447,0.0,0.0,0.0,4.90315e-14,21.5185,0.290791,225371.0,589,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_glm_ch4_sub1_cr0p1_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_glm_ch4_sub1_cr0p1_mixed_glm.csv,cr
divergence_advection,mixed_glm,256,256,plm,mc,cr,4.0,,0.18,1,9.16683,1.28453,0.995687,0.18,finished,1,4.81521e-05,0.00026775,7.8975525e-06,0.000144595,0.00184213,0.995764,0.986882,0.0,0.0,0.0,5.61326e-14,21.6249,0.292228,224263.0,589,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_glm_ch4_sub1_cr0p18_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_glm_ch4_sub1_cr0p18_mixed_glm.csv,cr
divergence_advection,mixed_glm,256,256,plm,mc,cr,2.0,,0.1,1,4.58341,0.677009,0.994321,0.1,finished,1,6.3156e-05,0.00026775,8.27265e-06,0.000190075,0.00184213,0.992231,0.989416,0.0,0.0,0.0,4.19304e-14,15.4105,0.20825,314698.0,295,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_glm_ch2_sub1_cr0p1_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_glm_ch2_sub1_cr0p1_mixed_glm.csv,cr
divergence_advection,mixed_glm,256,256,plm,mc,cr,4.0,,0.3,1,9.16683,1.65833,0.997786,0.3,finished,1,8.19484e-05,0.00026775,8.74246e-06,0.000245854,0.00184213,0.994322,0.986568,0.0,0.0,0.0,2.40085e-14,20.9504,0.283113,231484.0,590,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_glm_ch4_sub1_cr0p3_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_glm_ch4_sub1_cr0p3_mixed_glm.csv,cr
divergence_advection,mixed_glm,256,256,plm,mc,cr,2.0,,0.18,1,4.58341,0.908303,0.996663,0.18,finished,1,9.4069e-05,0.00026775,9.045475e-06,0.000310295,0.00184213,0.991185,0.988587,0.0,0.0,0.0,4.81861e-14,15.9012,0.214882,304987.0,295,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_glm_ch2_sub1_cr0p18_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_glm_ch2_sub1_cr0p18_mixed_glm.csv,cr
divergence_advection,mixed_glm,256,256,plm,mc,cr,4.0,,0.5,1,9.16683,2.14089,0.998647,0.5,finished,1,0.000111909,0.00026775,9.491475e-06,0.000334416,0.00184213,0.99297,0.986366,0.0,0.0,0.0,4.41283e-14,20.6062,0.278462,235350.0,590,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_glm_ch4_sub1_cr0p5_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_glm_ch4_sub1_cr0p5_mixed_glm.csv,cr
divergence_advection,mixed_glm,256,256,plm,mc,cr,2.0,,0.3,1,4.58341,1.17261,0.997929,0.3,finished,1,0.000119134,0.00026775,9.6721e-06,0.000423226,0.00184213,0.990402,0.988106,0.0,0.0,0.0,4.39593e-14,17.0652,0.230611,284185.0,295,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_glm_ch2_sub1_cr0p3_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_glm_ch2_sub1_cr0p3_mixed_glm.csv,cr
divergence_advection,mixed_glm,256,256,plm,mc,cr,2.0,,0.5,1,4.58341,1.51384,0.998729,0.5,finished,1,0.000138118,0.00026775,1.01467e-05,0.00050547,0.00184213,0.989812,0.987794,0.0,0.0,0.0,5.54563e-14,16.7441,0.226272,289634.0,295,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_glm_ch2_sub1_cr0p5_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_glm_ch2_sub1_cr0p5_mixed_glm.csv,cr
divergence_advection,mixed_glm,256,256,plm,mc,cd,4.0,0.8,,1,9.16683,0.167059,0.8,0.00304453,finished,1,0.000147772,0.00026775,1.038805e-05,0.000745281,0.00184213,0.983255,0.993397,0.0,0.0,0.0,5.07222e-14,19.6226,0.26517,247147.0,588,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_glm_ch4_sub1_cd0p8_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_glm_ch4_sub1_cd0p8_mixed_glm.csv,cd
divergence_advection,mixed_glm,256,256,plm,mc,none,1.0,,,1,2.29171,0.2,0.961054,0.0174542,finished,1,0.000151284,0.00026775,1.047585e-05,0.000757659,0.00184213,0.981963,0.993185,0.0,0.0,0.0,5.08913e-14,12.418,0.167811,390534.0,147,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_glm_ch1_sub1_none_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_glm_ch1_sub1_none_mixed_glm.csv,default
divergence_advection,mixed_glm,256,256,plm,mc,cd,4.0,0.5,,1,9.16683,0.0976041,0.5,0.00103924,finished,1,0.000192384,0.00026775,1.150335e-05,0.00110508,0.00184213,0.980388,0.992558,0.0,0.0,0.0,5.49491e-14,20.4633,0.276531,236993.0,588,,results/mhd_runner/summaries/glm_sweep_divergence_advection_n256_mixed_glm_ch4_sub1_cd0p5_mixed_glm_summary.csv,results/mhd_runner/divergence/glm_sweep_divergence_advection_n256_mixed_glm_ch4_sub1_cd0p5_mixed_glm.csv,cd
