problem,method,status,final_time_reached,failure_time,failure_reason,final_L1_fv,final_L2_fv,final_Linf_fv,energy_initial,energy_final,energy_drift,min_raw_pressure,min_pressure,min_density,energy_policy,projection_true_residual,cleaning_subcycles_total,projection_iterations_total,failure_stage,min_pressure_before_hydro,min_pressure_after_hydro,min_pressure_after_cleaning_B,min_pressure_after_energy_repair,min_pressure_after_full_step,projection_theta,retry_count,min_dt_used,glm_ch_factor,glm_cd,glm_cr,glm_subcycles,glm_ch,glm_cp,glm_effective_cd,glm_effective_cr,total_wall_time_sec,initialization_time_sec,hydro_time_sec,cleaning_time_sec,diagnostics_compute_time_sec,diagnostics_write_time_sec,snapshot_write_time_sec,summary_write_time_sec,output_time_sec,steps,total_cell_updates,seconds_per_step,cell_updates_per_second,nx,ny,ncell,reconstruction,limiter,diagnostic_stride,performance_mode
divergence_advection,none,finished,1,,,0.0198574,0.0699967,0.501015,2.6266,2.6266,-3.38148e-16,0.996062,0.996062,0.999518,conserve_total_energy,,0,0,none,0.996859,0.994198,,,0.994198,1,0,0.00182012,4,,,1,,,,,0.0345646,0.00193242,0.0222067,2.51e-06,0.00468962,6.4006e-05,0,7.3572e-05,0.000137578,4,16384,0.00864115,474011,64,64,4096,plm,mc,1000000,1
